time,gFx,gFy,gFz,TgF
13:42:45:2580,0.8323,0.8389,0.2861,1.216
13:42:45:2610,0.8445,0.8404,0.2631,1.220
13:42:45:2620,0.8582,0.8462,0.2421,1.229
13:42:45:2650,0.8707,0.8541,0.2238,1.240
13:42:45:2680,0.8851,0.8619,0.2057,1.252
13:42:45:2700,0.9019,0.8707,0.1879,1.268
13:42:45:2730,0.9212,0.8831,0.1739,1.288
13:42:45:2750,0.9413,0.8995,0.1651,1.312
13:42:45:2780,0.9593,0.9183,0.1615,1.338
13:42:45:2800,0.9777,0.9386,0.1622,1.365
13:42:45:2829,0.9994,0.9620,0.1661,1.397
13:42:45:2839,1.0219,0.9879,0.1759,1.432
13:42:45:2870,1.0390,1.0146,0.1888,1.464
13:42:45:2910,1.0534,1.0405,0.2023,1.494
13:42:45:2920,1.0688,1.0664,0.2164,1.525
13:42:45:2940,1.0827,1.0942,0.2326,1.557
13:42:45:2980,1.0944,1.1240,0.2538,1.589
13:42:45:2990,1.1018,1.1555,0.2792,1.621
13:42:45:3040,1.1045,1.1858,0.3041,1.649
13:42:45:3040,1.1037,1.2110,0.3254,1.670
13:42:45:3060,1.0984,1.2315,0.3432,1.685
13:42:45:3090,1.0869,1.2488,0.3586,1.694
13:42:45:3110,1.0661,1.2601,0.3718,1.692
13:42:45:3140,1.0385,1.2640,0.3794,1.679
13:42:45:3160,1.0080,1.2664,0.3804,1.663
13:42:45:3180,0.9725,1.2684,0.3794,1.643
13:42:45:3210,0.9337,1.2703,0.3782,1.621
13:42:45:3240,0.8922,1.2738,0.3762,1.600
13:42:45:3260,0.8453,1.2811,0.3757,1.580
13:42:45:3290,0.7930,1.2901,0.3813,1.562
13:42:45:3300,0.7363,1.2992,0.3931,1.544
13:42:45:3330,0.6711,1.3082,0.4053,1.525
13:42:45:3360,0.6002,1.3116,0.4160,1.501
13:42:45:3380,0.5326,1.3114,0.4292,1.479
13:42:45:3410,0.4693,1.3082,0.4444,1.459
13:42:45:3430,0.4138,1.2992,0.4625,1.440
13:42:45:3459,0.3672,1.2889,0.4844,1.425
13:42:45:3469,0.3293,1.2794,0.5081,1.415
13:42:45:3500,0.2983,1.2706,0.5340,1.410
13:42:45:3540,0.2729,1.2647,0.5621,1.411
13:42:45:3560,0.2533,1.2620,0.5888,1.415
13:42:45:3570,0.2379,1.2620,0.6071,1.421
13:42:45:3600,0.2274,1.2618,0.6127,1.421
13:42:45:3630,0.2199,1.2630,0.6066,1.418
13:42:45:3650,0.2111,1.2637,0.5914,1.411
13:42:45:3670,0.1984,1.2593,0.5699,1.396
13:42:45:3690,0.1847,1.2488,0.5465,1.376
13:42:45:3730,0.1722,1.2315,0.5262,1.350
13:42:45:3740,0.1598,1.2105,0.5103,1.323
13:42:45:3770,0.1483,1.1853,0.4989,1.295
13:42:45:3790,0.1368,1.1538,0.4920,1.262
13:42:45:3820,0.1248,1.1228,0.4959,1.234
13:42:45:3850,0.1114,1.0937,0.5113,1.212
13:42:45:3860,0.0977,1.0637,0.5343,1.194
13:42:45:3900,0.0862,1.0368,0.5646,1.184
13:42:45:3910,0.0792,1.0172,0.5993,1.183
13:42:45:3940,0.0765,1.0011,0.6357,1.188
13:42:45:3980,0.0760,0.9860,0.6725,1.196
13:42:45:3990,0.0762,0.9699,0.7082,1.203
13:42:45:4030,0.0762,0.9537,0.7409,1.210
13:42:45:4040,0.0777,0.9420,0.7703,1.219
13:42:45:4069,0.0782,0.9332,0.7940,1.228
13:42:45:4089,0.0770,0.9234,0.8094,1.230
13:42:45:4110,0.0745,0.9117,0.8155,1.225
13:42:45:4140,0.0718,0.8971,0.8157,1.215
13:42:45:4150,0.0677,0.8814,0.8159,1.203
13:42:45:4180,0.0630,0.8670,0.8152,1.192
13:42:45:4200,0.0596,0.8536,0.8081,1.177
13:42:45:4230,0.0567,0.8443,0.7984,1.163
13:42:45:4250,0.0562,0.8382,0.7857,1.150
13:42:45:4280,0.0596,0.8333,0.7668,1.134
13:42:45:4300,0.0638,0.8277,0.7414,1.113
13:42:45:4330,0.0682,0.8208,0.7160,1.091
13:42:45:4350,0.0723,0.8128,0.6926,1.070
13:42:45:4380,0.0760,0.8074,0.6669,1.050
13:42:45:4400,0.0794,0.8035,0.6435,1.032
13:42:45:4420,0.0809,0.7993,0.6234,1.017
13:42:45:4450,0.0823,0.7957,0.6029,1.002
13:42:45:4480,0.0865,0.7910,0.5819,0.986
13:42:45:4490,0.0931,0.7839,0.5611,0.969
13:42:45:4530,0.1016,0.7742,0.5399,0.949
13:42:45:4550,0.1114,0.7642,0.5221,0.932
13:42:45:4570,0.1253,0.7517,0.5108,0.917
13:42:45:4590,0.1444,0.7390,0.5032,0.906
13:42:45:4620,0.1651,0.7278,0.4959,0.896
13:42:45:4640,0.1884,0.7177,0.4888,0.889
13:42:45:4670,0.2142,0.7082,0.4825,0.883
13:42:45:4690,0.2411,0.6975,0.4761,0.878
13:42:45:4720,0.2692,0.6877,0.4708,0.876
13:42:45:4740,0.2983,0.6765,0.4637,0.873
13:42:45:4760,0.3249,0.6633,0.4549,0.867
13:42:45:4800,0.3457,0.6496,0.4458,0.860
13:42:45:4810,0.3647,0.6337,0.4334,0.850
13:42:45:4840,0.3865,0.6166,0.4153,0.838
13:42:45:4860,0.4068,0.5973,0.3972,0.825
13:42:45:4890,0.4251,0.5753,0.3826,0.811
13:42:45:4910,0.4446,0.5553,0.3716,0.803
13:42:45:4930,0.4654,0.5394,0.3650,0.800
13:42:45:4960,0.4891,0.5247,0.3603,0.803
13:42:45:4990,0.5128,0.5089,0.3584,0.806
13:42:45:5000,0.5357,0.4915,0.3589,0.811
13:42:45:5040,0.5594,0.4769,0.3596,0.818
13:42:45:5050,0.5809,0.4651,0.3616,0.827
13:42:45:5110,0.5990,0.4546,0.3635,0.835
13:42:45:5110,0.6110,0.4451,0.3635,0.839
13:42:45:5140,0.6168,0.4346,0.3620,0.837
13:42:45:5150,0.6139,0.4268,0.3606,0.830
13:42:45:5180,0.6019,0.4234,0.3601,0.819
13:42:45:5200,0.5858,0.4221,0.3591,0.806
13:42:45:5240,0.5673,0.4224,0.3586,0.793
13:42:45:5250,0.5453,0.4236,0.3576,0.778
13:42:45:5280,0.5233,0.4273,0.3537,0.763
13:42:45:5290,0.5030,0.4319,0.3486,0.749
13:42:45:5330,0.4822,0.4361,0.3445,0.736
13:42:45:5350,0.4625,0.4388,0.3408,0.723
13:42:45:5370,0.4422,0.4407,0.3398,0.711
13:42:45:5400,0.4224,0.4427,0.3418,0.701
13:42:45:5420,0.4033,0.4466,0.3457,0.694
13:42:45:5440,0.3838,0.4566,0.3513,0.692
13:42:45:5470,0.3672,0.4688,0.3569,0.694
13:42:45:5490,0.3528,0.4744,0.3606,0.692
13:42:45:5510,0.3374,0.4783,0.3635,0.689
13:42:45:5540,0.3193,0.4847,0.3650,0.686
13:42:45:5560,0.3015,0.4920,0.3669,0.684
13:42:45:5590,0.2883,0.5008,0.3664,0.684
13:42:45:5610,0.2758,0.5081,0.3635,0.683
13:42:45:5629,0.2631,0.5135,0.3616,0.681
13:42:45:5659,0.2533,0.5179,0.3589,0.679
13:42:45:5679,0.2470,0.5225,0.3591,0.680
13:42:45:5709,0.2421,0.5257,0.3620,0.683
13:42:45:5729,0.2397,0.5294,0.3672,0.687
13:42:45:5760,0.2411,0.5353,0.3752,0.697
13:42:45:5780,0.2421,0.5409,0.3831,0.706
13:42:45:5800,0.2419,0.5458,0.3901,0.713
13:42:45:5830,0.2463,0.5526,0.3962,0.723
13:42:45:5850,0.2533,0.5594,0.3997,0.733
13:42:45:5870,0.2592,0.5651,0.4011,0.740
13:42:45:5900,0.2677,0.5714,0.4011,0.748
13:42:45:5930,0.2792,0.5770,0.4002,0.756
13:42:45:5950,0.2922,0.5834,0.4002,0.765
13:42:45:5980,0.3059,0.5897,0.3980,0.774
13:42:45:6000,0.3186,0.5963,0.3943,0.783
13:42:45:6030,0.3315,0.6032,0.3919,0.792
13:42:45:6050,0.3449,0.6095,0.3879,0.801
13:42:45:6080,0.3564,0.6168,0.3833,0.809
13:42:45:6100,0.3686,0.6239,0.3767,0.817
13:42:45:6120,0.3821,0.6291,0.3684,0.823
13:42:45:6150,0.3950,0.6344,0.3591,0.829
13:42:45:6180,0.4097,0.6423,0.3503,0.838
13:42:45:6190,0.4253,0.6479,0.3427,0.847
13:42:45:6220,0.4402,0.6528,0.3362,0.856
13:42:45:6240,0.4544,0.6567,0.3286,0.864
13:42:45:6270,0.4656,0.6579,0.3203,0.867
13:42:45:6300,0.4712,0.6574,0.3144,0.868
13:42:45:6320,0.4766,0.6518,0.3100,0.865
13:42:45:6340,0.4842,0.6440,0.3088,0.863
13:42:45:6370,0.4935,0.6369,0.3132,0.864
13:42:45:6390,0.5025,0.6313,0.3256,0.870
13:42:45:6410,0.5116,0.6269,0.3440,0.879
13:42:45:6430,0.5211,0.6242,0.3606,0.889
13:42:45:6460,0.5289,0.6242,0.3755,0.900
13:42:45:6480,0.5360,0.6269,0.3848,0.910
13:42:45:6510,0.5399,0.6293,0.3848,0.914
13:42:45:6530,0.5375,0.6303,0.3762,0.910
13:42:45:6560,0.5304,0.6315,0.3664,0.902
13:42:45:6580,0.5179,0.6305,0.3606,0.892
13:42:45:6600,0.4974,0.6296,0.3569,0.878
13:42:45:6630,0.4678,0.6305,0.3572,0.863
13:42:45:6660,0.4319,0.6320,0.3591,0.846
13:42:45:6680,0.3938,0.6383,0.3579,0.831
13:42:45:6700,0.3564,0.6479,0.3525,0.819
13:42:45:6730,0.3210,0.6584,0.3405,0.808
13:42:45:6750,0.2888,0.6713,0.3239,0.799
13:42:45:6780,0.2607,0.6838,0.3066,0.793
13:42:45:6800,0.2357,0.6948,0.2890,0.789
13:42:45:6820,0.2133,0.7024,0.2721,0.783
13:42:45:6850,0.1930,0.7063,0.2565,0.776
13:42:45:6870,0.1742,0.7080,0.2455,0.769
13:42:45:6889,0.1556,0.7055,0.2409,0.762
13:42:45:6919,0.1385,0.6997,0.2436,0.754
13:42:45:6939,0.1234,0.6911,0.2541,0.747
13:42:45:6969,0.1109,0.6813,0.2695,0.741
13:42:45:6990,0.1019,0.6723,0.2863,0.738
13:42:45:7020,0.0960,0.6660,0.3051,0.739
13:42:45:7050,0.0960,0.6618,0.3247,0.743
13:42:45:7090,0.1006,0.6601,0.3427,0.751
13:42:45:7090,0.1082,0.6603,0.3616,0.761
13:42:45:7120,0.1148,0.6620,0.3828,0.773
13:42:45:7140,0.1204,0.6652,0.4031,0.787
13:42:45:7160,0.1285,0.6699,0.4185,0.800
13:42:45:7190,0.1358,0.6747,0.4302,0.812
13:42:45:7210,0.1402,0.6811,0.4383,0.822
13:42:45:7240,0.1436,0.6889,0.4434,0.832
13:42:45:7260,0.1473,0.6943,0.4451,0.838
13:42:45:7290,0.1515,0.6982,0.4424,0.840
13:42:45:7310,0.1571,0.7028,0.4383,0.843
13:42:45:7330,0.1654,0.7085,0.4300,0.845
13:42:45:7360,0.1747,0.7131,0.4214,0.847
13:42:45:7390,0.1837,0.7153,0.4119,0.846
13:42:45:7400,0.1935,0.7170,0.3987,0.843
13:42:45:7430,0.2037,0.7192,0.3860,0.841
13:42:45:7450,0.2150,0.7224,0.3735,0.841
13:42:45:7480,0.2309,0.7260,0.3628,0.844
13:42:45:7500,0.2470,0.7297,0.3542,0.848
13:42:45:7530,0.2612,0.7326,0.3484,0.852
13:42:45:7550,0.2758,0.7368,0.3486,0.861
13:42:45:7580,0.2905,0.7409,0.3515,0.870
13:42:45:7600,0.3039,0.7468,0.3564,0.882
13:42:45:7630,0.3161,0.7549,0.3655,0.896
13:42:45:7650,0.3291,0.7627,0.3760,0.912
13:42:45:7670,0.3405,0.7705,0.3855,0.926
13:42:45:7700,0.3491,0.7803,0.3948,0.942
13:42:45:7720,0.3542,0.7903,0.4026,0.955
13:42:45:7750,0.3557,0.7979,0.4050,0.963
13:42:45:7780,0.3559,0.8052,0.4036,0.968
13:42:45:7790,0.3528,0.8130,0.4016,0.973
13:42:45:7830,0.3457,0.8216,0.3953,0.975
13:42:45:7840,0.3374,0.8301,0.3850,0.975
13:42:45:7870,0.3286,0.8387,0.3760,0.976
13:42:45:7890,0.3198,0.8467,0.3689,0.977
13:42:45:7920,0.3085,0.8533,0.3633,0.977
13:42:45:7950,0.2954,0.8587,0.3584,0.976
13:42:45:7960,0.2824,0.8631,0.3547,0.975
13:42:45:7990,0.2690,0.8648,0.3525,0.972
13:42:45:8010,0.2558,0.8663,0.3511,0.969
13:42:45:8040,0.2416,0.8682,0.3535,0.968
13:42:45:8060,0.2287,0.8680,0.3591,0.967
13:42:45:8080,0.2167,0.8663,0.3650,0.965
13:42:45:8110,0.2040,0.8646,0.3740,0.964
13:42:45:8139,0.1906,0.8626,0.3872,0.965
13:42:45:8159,0.1756,0.8609,0.4036,0.967
13:42:45:8179,0.1600,0.8604,0.4243,0.973
13:42:45:8210,0.1478,0.8611,0.4466,0.981
13:42:45:8230,0.1366,0.8621,0.4715,0.992
13:42:45:8260,0.1253,0.8655,0.4986,1.007
13:42:45:8280,0.1148,0.8692,0.5223,1.021
13:42:45:8300,0.1060,0.8704,0.5431,1.031
13:42:45:8330,0.0975,0.8719,0.5626,1.042
13:42:45:8350,0.0882,0.8738,0.5787,1.052
13:42:45:8380,0.0804,0.8758,0.5897,1.059
13:42:45:8400,0.0738,0.8760,0.5978,1.063
13:42:45:8420,0.0686,0.8760,0.6015,1.065
13:42:45:8460,0.0660,0.8756,0.6010,1.064
13:42:45:8470,0.0660,0.8743,0.5975,1.061
13:42:45:8510,0.0684,0.8707,0.5905,1.054
13:42:45:8530,0.0721,0.8651,0.5831,1.046
13:42:45:8550,0.0767,0.8631,0.5804,1.043
13:42:45:8570,0.0831,0.8636,0.5804,1.044
13:42:45:8590,0.0914,0.8673,0.5800,1.047
13:42:45:8620,0.0987,0.8736,0.5775,1.052
13:42:45:8640,0.1060,0.8809,0.5707,1.055
13:42:45:8660,0.1158,0.8895,0.5602,1.058
13:42:45:8690,0.1248,0.8971,0.5492,1.059
13:42:45:8720,0.1339,0.9037,0.5396,1.061
13:42:45:8740,0.1436,0.9088,0.5304,1.062
13:42:45:8760,0.1500,0.9122,0.5262,1.064
13:42:45:8790,0.1556,0.9156,0.5250,1.067
13:42:45:8820,0.1625,0.9210,0.5245,1.072
13:42:45:8840,0.1676,0.9271,0.5240,1.078
13:42:45:8860,0.1730,0.9330,0.5235,1.084
13:42:45:8880,0.1783,0.9393,0.5235,1.090
13:42:45:8910,0.1818,0.9452,0.5233,1.096
13:42:45:8930,0.1810,0.9496,0.5267,1.101
13:42:45:8960,0.1793,0.9540,0.5328,1.107
13:42:45:8980,0.1783,0.9593,0.5401,1.115
13:42:45:9010,0.1776,0.9645,0.5458,1.122
13:42:45:9030,0.1796,0.9701,0.5475,1.128
13:42:45:9050,0.1825,0.9779,0.5504,1.137
13:42:45:9080,0.1864,0.9857,0.5548,1.146
13:42:45:9100,0.1893,0.9911,0.5570,1.153
13:42:45:9130,0.1927,0.9957,0.5607,1.159
13:42:45:9160,0.1979,0.9987,0.5692,1.166
13:42:45:9190,0.2037,1.0023,0.5787,1.175
13:42:45:9200,0.2084,1.0082,0.5902,1.187
13:42:45:9230,0.2135,1.0160,0.6039,1.201
13:42:45:9250,0.2218,1.0248,0.6178,1.217
13:42:45:9270,0.2294,1.0343,0.6303,1.233
13:42:45:9300,0.2370,1.0444,0.6401,1.248
13:42:45:9320,0.2441,1.0514,0.6471,1.259
13:42:45:9350,0.2499,1.0578,0.6574,1.270
13:42:45:9370,0.2536,1.0622,0.6699,1.281
13:42:45:9400,0.2553,1.0634,0.6804,1.288
13:42:45:9420,0.2582,1.0673,0.6852,1.294
13:42:45:9440,0.2612,1.0754,0.6882,1.303
13:42:45:9470,0.2616,1.0830,0.6901,1.311
13:42:45:9490,0.2619,1.0888,0.6857,1.313
13:42:45:9520,0.2614,1.0957,0.6757,1.314
13:42:45:9540,0.2612,1.1035,0.6625,1.313
13:42:45:9570,0.2582,1.1133,0.6501,1.315
13:42:45:9590,0.2526,1.1235,0.6347,1.315
13:42:45:9610,0.2472,1.1348,0.6137,1.314
13:42:45:9640,0.2428,1.1467,0.5936,1.314
13:42:45:9660,0.2355,1.1577,0.5768,1.315
13:42:45:9690,0.2245,1.1685,0.5641,1.317
13:42:45:9720,0.2108,1.1756,0.5504,1.315
13:42:45:9740,0.1940,1.1846,0.5340,1.314
13:42:45:9760,0.1754,1.1949,0.5274,1.318
13:42:45:9780,0.1529,1.1956,0.5262,1.315
13:42:45:9810,0.1261,1.1895,0.5260,1.307
13:42:45:9830,0.0943,1.1824,0.5296,1.299
13:42:45:9860,0.0591,1.1721,0.5379,1.291
13:42:45:9880,0.0225,1.1594,0.5514,1.284
13:42:45:9900,-0.0129,1.1501,0.5680,1.283
13:42:45:9930,-0.0459,1.1460,0.5834,1.287
13:42:45:9950,-0.0755,1.1443,0.5961,1.292
13:42:45:9980,-0.1019,1.1435,0.6066,1.298
13:42:46:0010,-0.1246,1.1435,0.6168,1.305
13:42:46:0040,-0.1444,1.1428,0.6298,1.313
13:42:46:0050,-0.1607,1.1399,0.6435,1.319
13:42:46:0080,-0.1747,1.1370,0.6530,1.323
13:42:46:0100,-0.1864,1.1360,0.6623,1.328
13:42:46:0120,-0.1945,1.1345,0.6694,1.332
13:42:46:0150,-0.1967,1.1318,0.6721,1.331
13:42:46:0170,-0.1942,1.1296,0.6716,1.328
13:42:46:0200,-0.1893,1.1282,0.6733,1.327
13:42:46:0230,-0.1783,1.1274,0.6784,1.328
13:42:46:0240,-0.1647,1.1272,0.6809,1.327
13:42:46:0270,-0.1510,1.1279,0.6804,1.326
13:42:46:0290,-0.1361,1.1267,0.6760,1.321
13:42:46:0320,-0.1212,1.1240,0.6679,1.313
13:42:46:0360,-0.1033,1.1245,0.6633,1.310
13:42:46:0370,-0.0835,1.1255,0.6642,1.310
13:42:46:0420,-0.0618,1.1255,0.6664,1.309
13:42:46:0420,-0.0347,1.1257,0.6579,1.304
13:42:46:0440,-0.0015,1.1225,0.6310,1.288
13:42:46:0460,0.0362,1.1155,0.5902,1.262
13:42:46:0490,0.0770,1.1032,0.5355,1.229
13:42:46:0520,0.1221,1.0859,0.4761,1.192
13:42:46:0540,0.1664,1.0612,0.4226,1.154
13:42:46:0560,0.2077,1.0339,0.3789,1.121
13:42:46:0580,0.2472,1.0067,0.3459,1.093
13:42:46:0610,0.2807,0.9830,0.3281,1.074
13:42:46:0630,0.3098,0.9662,0.3332,1.068
13:42:46:0660,0.3388,0.9586,0.3591,1.078
13:42:46:0680,0.3669,0.9630,0.3926,1.103
13:42:46:0709,0.3919,0.9706,0.4319,1.132
13:42:46:0730,0.4158,0.9811,0.4803,1.169
13:42:46:0750,0.4407,0.9960,0.5245,1.209
13:42:46:0780,0.4615,1.0190,0.5604,1.251
13:42:46:0800,0.4825,1.0444,0.5804,1.289
13:42:46:0830,0.5140,1.0607,0.5756,1.312
13:42:46:0850,0.5536,1.0854,0.5519,1.338
13:42:46:0880,0.5939,1.1286,0.5233,1.379
13:42:46:0900,0.6281,1.1773,0.4996,1.425
13:42:46:0930,0.6515,1.2173,0.4930,1.466
13:42:46:0950,0.6706,1.2320,0.4888,1.485
13:42:46:0970,0.6960,1.2166,0.4761,1.480
13:42:46:1000,0.7234,1.1868,0.4703,1.467
13:42:46:1019,0.7383,1.1541,0.4896,1.455
13:42:46:1050,0.7368,1.1208,0.5418,1.447
13:42:46:1070,0.7197,1.0966,0.6256,1.453
13:42:46:1090,0.6874,1.0815,0.7309,1.475
13:42:46:1120,0.6445,1.0722,0.8318,1.502
13:42:46:1150,0.5912,1.0715,0.9156,1.528
13:42:46:1170,0.5223,1.0742,0.9821,1.546
13:42:46:1220,0.4458,1.0771,1.0307,1.556
13:42:46:1230,0.3699,1.0825,1.0685,1.565
13:42:46:1240,0.2976,1.0910,1.0942,1.574
13:42:46:1260,0.2311,1.0991,1.1069,1.577
13:42:46:1290,0.1720,1.1040,1.1113,1.576
13:42:46:1320,0.1204,1.1028,1.1074,1.567
13:42:46:1340,0.0752,1.0954,1.0984,1.553
13:42:46:1360,0.0369,1.0844,1.0866,1.536
13:42:46:1390,0.0054,1.0739,1.0695,1.516
13:42:46:1409,-0.0208,1.0673,1.0422,1.492
13:42:46:1429,-0.0450,1.0632,1.0045,1.463
13:42:46:1460,-0.0640,1.0605,0.9562,1.429
13:42:46:1480,-0.0757,1.0585,0.8988,1.391
13:42:46:1510,-0.0831,1.0571,0.8352,1.350
13:42:46:1530,-0.0867,1.0539,0.7661,1.306
13:42:46:1560,-0.0872,1.0500,0.6931,1.261
13:42:46:1580,-0.0867,1.0446,0.6171,1.216
13:42:46:1600,-0.0870,1.0319,0.5421,1.169
13:42:46:1630,-0.0899,1.0150,0.4717,1.123
13:42:46:1660,-0.0945,0.9989,0.4114,1.084
13:42:46:1680,-0.1026,0.9794,0.3708,1.052
13:42:46:1710,-0.1092,0.9562,0.3435,1.022
13:42:46:1729,-0.1104,0.9291,0.3217,0.989
13:42:46:1750,-0.1124,0.9000,0.3054,0.957
13:42:46:1780,-0.1156,0.8760,0.2919,0.931
13:42:46:1800,-0.1180,0.8560,0.2883,0.911
13:42:46:1830,-0.1156,0.8372,0.2973,0.896
13:42:46:1850,-0.1053,0.8218,0.3151,0.886
13:42:46:1870,-0.0938,0.8067,0.3374,0.879
13:42:46:1900,-0.0831,0.7923,0.3701,0.878
13:42:46:1930,-0.0696,0.7879,0.4146,0.893
13:42:46:1950,-0.0496,0.7918,0.4659,0.920
13:42:46:1970,-0.0257,0.7984,0.5191,0.953
13:42:46:2000,0.0010,0.8062,0.5699,0.987
13:42:46:2030,0.0310,0.8135,0.6217,1.024
13:42:46:2050,0.0647,0.8211,0.6730,1.064
13:42:46:2070,0.0977,0.8238,0.7199,1.098
13:42:46:2100,0.1258,0.8216,0.7644,1.129
13:42:46:2130,0.1505,0.8216,0.8059,1.161
13:42:46:2150,0.1727,0.8196,0.8384,1.185
13:42:46:2170,0.1930,0.8125,0.8658,1.203
13:42:46:2190,0.2106,0.8025,0.8912,1.218
13:42:46:2220,0.2245,0.7942,0.9149,1.232
13:42:46:2240,0.2350,0.7891,0.9386,1.249
13:42:46:2270,0.2436,0.7839,0.9642,1.266
13:42:46:2290,0.2506,0.7795,0.9899,1.285
13:42:46:2310,0.2553,0.7756,1.0104,1.299
13:42:46:2340,0.2543,0.7730,1.0263,1.310
13:42:46:2380,0.2528,0.7695,1.0387,1.317
13:42:46:2390,0.2516,0.7659,1.0480,1.322
13:42:46:2410,0.2470,0.7656,1.0514,1.324
13:42:46:2440,0.2382,0.7629,1.0475,1.318
13:42:46:2460,0.2260,0.7571,1.0409,1.307
13:42:46:2490,0.2164,0.7500,1.0282,1.291
13:42:46:2510,0.2084,0.7395,1.0067,1.266
13:42:46:2530,0.2003,0.7297,0.9816,1.239
13:42:46:2550,0.1923,0.7241,0.9559,1.215
13:42:46:2580,0.1815,0.7197,0.9286,1.189
13:42:46:2600,0.1700,0.7126,0.9012,1.161
13:42:46:2630,0.1605,0.7050,0.8729,1.133
13:42:46:2650,0.1532,0.6958,0.8426,1.103
13:42:46:2680,0.1490,0.6843,0.8125,1.073
13:42:46:2700,0.1473,0.6735,0.7805,1.041
13:42:46:2730,0.1493,0.6640,0.7458,1.010
13:42:46:2750,0.1546,0.6559,0.7143,0.982
13:42:46:2780,0.1620,0.6488,0.6867,0.959
13:42:46:2800,0.1673,0.6420,0.6623,0.937
13:42:46:2839,0.1727,0.6374,0.6410,0.920
13:42:46:2849,0.1803,0.6335,0.6212,0.905
13:42:46:2880,0.1854,0.6288,0.6022,0.890
13:42:46:2900,0.1896,0.6254,0.5822,0.875
13:42:46:2920,0.1947,0.6215,0.5641,0.862
13:42:46:2960,0.1986,0.6156,0.5482,0.848
13:42:46:2970,0.2001,0.6100,0.5340,0.835
13:42:46:2990,0.1991,0.6017,0.5213,0.821
13:42:46:3020,0.1945,0.5932,0.5079,0.805
13:42:46:3050,0.1859,0.5848,0.4969,0.790
13:42:46:3080,0.1747,0.5756,0.4876,0.774
13:42:46:3090,0.1622,0.5670,0.4796,0.760
13:42:46:3120,0.1480,0.5609,0.4732,0.749
13:42:46:3140,0.1309,0.5582,0.4683,0.740
13:42:46:3160,0.1141,0.5587,0.4683,0.738
13:42:46:3200,0.1004,0.5609,0.4717,0.740
13:42:46:3210,0.0875,0.5621,0.4759,0.742
13:42:46:3240,0.0765,0.5636,0.4827,0.746
13:42:46:3260,0.0689,0.5653,0.4927,0.753
13:42:46:3290,0.0642,0.5641,0.5032,0.759
13:42:46:3310,0.0608,0.5604,0.5147,0.763
13:42:46:3340,0.0599,0.5546,0.5304,0.770
13:42:46:3360,0.0608,0.5482,0.5489,0.778
13:42:46:3380,0.0655,0.5433,0.5648,0.786
13:42:46:3420,0.0740,0.5389,0.5809,0.796
13:42:46:3430,0.0840,0.5333,0.5978,0.805
13:42:46:3459,0.0963,0.5279,0.6137,0.815
13:42:46:3479,0.1097,0.5225,0.6300,0.826
13:42:46:3510,0.1234,0.5164,0.6459,0.836
13:42:46:3530,0.1363,0.5101,0.6606,0.846
13:42:46:3550,0.1451,0.5013,0.6730,0.852
13:42:46:3590,0.1524,0.4905,0.6831,0.855
13:42:46:3600,0.1578,0.4786,0.6904,0.855
13:42:46:3620,0.1598,0.4659,0.6965,0.853
13:42:46:3650,0.1598,0.4546,0.7002,0.850
13:42:46:3700,0.1576,0.4451,0.7002,0.844
13:42:46:3700,0.1517,0.4368,0.6975,0.837
13:42:46:3730,0.1436,0.4290,0.6911,0.826
13:42:46:3740,0.1349,0.4248,0.6813,0.814
13:42:46:3770,0.1261,0.4229,0.6684,0.801
13:42:46:3790,0.1138,0.4202,0.6520,0.784
13:42:46:3820,0.0992,0.4175,0.6320,0.764
13:42:46:3840,0.0870,0.4160,0.6105,0.744
13:42:46:3860,0.0757,0.4177,0.5878,0.725
13:42:46:3890,0.0645,0.4217,0.5651,0.708
13:42:46:3920,0.0523,0.4280,0.5450,0.695
13:42:46:3940,0.0410,0.4380,0.5289,0.688
13:42:46:3970,0.0310,0.4522,0.5155,0.686
13:42:46:3980,0.0191,0.4705,0.5040,0.690
13:42:46:4010,0.0064,0.4923,0.4947,0.698
13:42:46:4030,-0.0068,0.5128,0.4857,0.706
13:42:46:4060,-0.0210,0.5311,0.4739,0.712
13:42:46:4079,-0.0374,0.5480,0.4603,0.717
13:42:46:4100,-0.0537,0.5631,0.4444,0.719
13:42:46:4130,-0.0689,0.5739,0.4258,0.718
13:42:46:4150,-0.0848,0.5804,0.4085,0.715
13:42:46:4180,-0.0987,0.5844,0.3906,0.710
13:42:46:4200,-0.1126,0.5853,0.3743,0.704
13:42:46:4220,-0.1268,0.5834,0.3618,0.698
13:42:46:4250,-0.1388,0.5790,0.3498,0.691
13:42:46:4270,-0.1490,0.5729,0.3401,0.683
13:42:46:4300,-0.1568,0.5673,0.3330,0.676
13:42:46:4330,-0.1610,0.5616,0.3276,0.670
13:42:46:4350,-0.1603,0.5536,0.3242,0.661
13:42:46:4370,-0.1544,0.5455,0.3215,0.652
13:42:46:4390,-0.1456,0.5372,0.3210,0.643
13:42:46:4430,-0.1317,0.5299,0.3232,0.634
13:42:46:4450,-0.1126,0.5247,0.3271,0.629
13:42:46:4470,-0.0899,0.5189,0.3315,0.622
13:42:46:4490,-0.0630,0.5130,0.3357,0.616
13:42:46:4520,-0.0337,0.5076,0.3405,0.612
13:42:46:4550,-0.0020,0.5015,0.3447,0.609
13:42:46:4580,0.0296,0.4954,0.3513,0.608
13:42:46:4590,0.0586,0.4893,0.3608,0.611
