time,gFx,gFy,gFz,TgF
13:38:57:1940,0.3591,0.9635,0.6469,1.215
13:38:57:1960,0.3640,0.9625,0.6396,1.212
13:38:57:1990,0.3713,0.9618,0.6366,1.212
13:38:57:2010,0.3789,0.9611,0.6310,1.211
13:38:57:2039,0.3872,0.9584,0.6225,1.207
13:38:57:2060,0.3948,0.9530,0.6220,1.205
13:38:57:2090,0.4026,0.9471,0.6288,1.206
13:38:57:2120,0.4068,0.9459,0.6379,1.211
13:38:57:2140,0.4097,0.9506,0.6459,1.220
13:38:57:2160,0.4190,0.9579,0.6462,1.229
13:38:57:2180,0.4273,0.9647,0.6462,1.237
13:38:57:2210,0.4331,0.9735,0.6537,1.250
13:38:57:2230,0.4385,0.9860,0.6554,1.263
13:38:57:2270,0.4385,0.9977,0.6454,1.267
13:38:57:2280,0.4390,1.0043,0.6296,1.264
13:38:57:2300,0.4432,1.0087,0.6173,1.263
13:38:57:2330,0.4463,1.0126,0.6100,1.264
13:38:57:2360,0.4463,1.0150,0.6015,1.261
13:38:57:2380,0.4461,1.0182,0.5883,1.258
13:38:57:2400,0.4432,1.0185,0.5748,1.251
13:38:57:2430,0.4363,1.0163,0.5670,1.243
13:38:57:2450,0.4309,1.0119,0.5597,1.234
13:38:57:2490,0.4304,1.0045,0.5565,1.226
13:38:57:2500,0.4329,0.9992,0.5611,1.225
13:38:57:2540,0.4346,0.9982,0.5729,1.230
13:38:57:2550,0.4334,0.9982,0.5883,1.237
13:38:57:2580,0.4307,0.9972,0.5968,1.239
13:38:57:2600,0.4261,0.9957,0.5983,1.237
13:38:57:2630,0.4219,0.9955,0.6061,1.240
13:38:57:2650,0.4219,0.9950,0.6215,1.247
13:38:57:2680,0.4236,0.9928,0.6359,1.253
13:38:57:2700,0.4268,0.9904,0.6457,1.257
13:38:57:2720,0.4302,0.9916,0.6467,1.260
13:38:57:2740,0.4326,0.9899,0.6401,1.256
13:38:57:2770,0.4361,0.9813,0.6391,1.250
13:38:57:2790,0.4400,0.9747,0.6518,1.252
13:38:57:2829,0.4461,0.9711,0.6696,1.261
13:38:57:2849,0.4537,0.9620,0.6838,1.264
13:38:57:2870,0.4595,0.9528,0.6879,1.262
13:38:57:2900,0.4637,0.9464,0.6857,1.257
13:38:57:2930,0.4727,0.9369,0.6906,1.256
13:38:57:2940,0.4883,0.9227,0.7021,1.258
13:38:57:2970,0.5023,0.9093,0.7234,1.266
13:38:57:2990,0.5111,0.9012,0.7515,1.280
13:38:57:3030,0.5184,0.8946,0.7600,1.283
13:38:57:3040,0.5265,0.8890,0.7497,1.277
13:38:57:3060,0.5348,0.8778,0.7405,1.267
13:38:57:3090,0.5450,0.8636,0.7402,1.261
13:38:57:3110,0.5550,0.8545,0.7512,1.266
13:38:57:3160,0.5621,0.8506,0.7607,1.272
13:38:57:3170,0.5685,0.8487,0.7563,1.271
13:38:57:3180,0.5736,0.8421,0.7444,1.262
13:38:57:3210,0.5773,0.8374,0.7363,1.256
13:38:57:3230,0.5802,0.8392,0.7331,1.256
13:38:57:3250,0.5780,0.8421,0.7278,1.254
13:38:57:3280,0.5719,0.8467,0.7160,1.248
13:38:57:3300,0.5663,0.8531,0.7048,1.243
13:38:57:3340,0.5607,0.8572,0.6970,1.239
13:38:57:3360,0.5570,0.8597,0.6914,1.236
13:38:57:3380,0.5563,0.8638,0.6870,1.236
13:38:57:3400,0.5543,0.8687,0.6811,1.235
13:38:57:3420,0.5524,0.8714,0.6716,1.231
13:38:57:3449,0.5506,0.8716,0.6608,1.225
13:38:57:3469,0.5484,0.8699,0.6552,1.219
13:38:57:3489,0.5438,0.8636,0.6488,1.209
13:38:57:3540,0.5372,0.8545,0.6398,1.195
13:38:57:3550,0.5331,0.8443,0.6291,1.180
13:38:57:3570,0.5333,0.8287,0.6188,1.164
13:38:57:3600,0.5316,0.8091,0.6168,1.148
13:38:57:3620,0.5304,0.7935,0.6227,1.140
13:38:57:3650,0.5306,0.7805,0.6317,1.136
13:38:57:3670,0.5274,0.7664,0.6398,1.129
13:38:57:3690,0.5255,0.7532,0.6435,1.121
13:38:57:3720,0.5235,0.7412,0.6413,1.111
13:38:57:3740,0.5233,0.7275,0.6361,1.099
13:38:57:3770,0.5250,0.7114,0.6393,1.091
13:38:57:3780,0.5282,0.6970,0.6469,1.088
13:38:57:3810,0.5289,0.6831,0.6545,1.084
13:38:57:3840,0.5269,0.6721,0.6664,1.083
13:38:57:3860,0.5245,0.6652,0.6740,1.083
13:38:57:3880,0.5184,0.6557,0.6735,1.073
13:38:57:3910,0.5101,0.6432,0.6694,1.059
13:38:57:3930,0.5008,0.6313,0.6645,1.044
13:38:57:3960,0.4927,0.6227,0.6655,1.036
13:38:57:3980,0.4842,0.6173,0.6703,1.032
13:38:57:4010,0.4725,0.6149,0.6721,1.026
13:38:57:4030,0.4585,0.6112,0.6716,1.017
13:38:57:4069,0.4424,0.6078,0.6623,1.002
13:38:57:4079,0.4241,0.6088,0.6469,0.984
13:38:57:4130,0.4043,0.6088,0.6296,0.965
13:38:57:4140,0.3838,0.6076,0.6103,0.943
13:38:57:4150,0.3620,0.6056,0.5949,0.923
13:38:57:4190,0.3401,0.6044,0.5844,0.907
13:38:57:4200,0.3195,0.6063,0.5763,0.895
13:38:57:4250,0.2998,0.6083,0.5707,0.886
13:38:57:4260,0.2805,0.6124,0.5653,0.879
13:38:57:4280,0.2631,0.6176,0.5599,0.874
13:38:57:4300,0.2448,0.6210,0.5560,0.869
13:38:57:4320,0.2265,0.6247,0.5526,0.864
13:38:57:4350,0.2142,0.6283,0.5497,0.862
13:38:57:4370,0.2067,0.6298,0.5462,0.859
13:38:57:4390,0.1991,0.6327,0.5458,0.859
13:38:57:4420,0.1908,0.6357,0.5480,0.861
13:38:57:4470,0.1832,0.6391,0.5477,0.861
13:38:57:4480,0.1764,0.6430,0.5445,0.861
13:38:57:4490,0.1713,0.6452,0.5404,0.859
13:38:57:4520,0.1686,0.6481,0.5348,0.857
13:38:57:4540,0.1666,0.6493,0.5282,0.853
13:38:57:4560,0.1666,0.6467,0.5230,0.848
13:38:57:4600,0.1681,0.6432,0.5169,0.842
13:38:57:4620,0.1693,0.6405,0.5103,0.836
13:38:57:4630,0.1727,0.6376,0.5035,0.831
13:38:57:4670,0.1774,0.6352,0.4967,0.826
13:38:57:4690,0.1822,0.6303,0.4908,0.819
13:38:57:4710,0.1866,0.6249,0.4810,0.810
13:38:57:4740,0.1930,0.6193,0.4712,0.802
13:38:57:4780,0.2015,0.6110,0.4629,0.793
13:38:57:4790,0.2125,0.6024,0.4539,0.784
13:38:57:4820,0.2252,0.5924,0.4483,0.776
13:38:57:4830,0.2365,0.5826,0.4422,0.769
13:38:57:4880,0.2472,0.5731,0.4353,0.761
13:38:57:4890,0.2582,0.5607,0.4280,0.751
13:38:57:4900,0.2697,0.5499,0.4207,0.743
13:38:57:4930,0.2827,0.5401,0.4163,0.738
13:38:57:4970,0.2963,0.5299,0.4138,0.735
13:38:57:4980,0.3090,0.5182,0.4114,0.730
13:38:57:5020,0.3230,0.5074,0.4099,0.728
13:38:57:5030,0.3359,0.4984,0.4077,0.726
13:38:57:5050,0.3474,0.4886,0.4058,0.724
13:38:57:5070,0.3574,0.4825,0.4063,0.725
13:38:57:5100,0.3660,0.4776,0.4082,0.727
13:38:57:5130,0.3760,0.4725,0.4087,0.729
13:38:57:5150,0.3867,0.4683,0.4080,0.732
13:38:57:5190,0.3948,0.4666,0.4107,0.736
13:38:57:5200,0.3997,0.4649,0.4165,0.741
13:38:57:5220,0.4055,0.4600,0.4175,0.742
13:38:57:5250,0.4124,0.4563,0.4158,0.742
13:38:57:5290,0.4146,0.4559,0.4165,0.744
13:38:57:5300,0.4148,0.4546,0.4182,0.744
13:38:57:5320,0.4141,0.4500,0.4214,0.743
13:38:57:5340,0.4107,0.4458,0.4251,0.740
13:38:57:5370,0.4058,0.4400,0.4265,0.735
13:38:57:5390,0.3999,0.4356,0.4268,0.729
13:38:57:5410,0.3933,0.4309,0.4275,0.723
13:38:57:5450,0.3840,0.4236,0.4302,0.716
13:38:57:5460,0.3733,0.4180,0.4339,0.709
13:38:57:5490,0.3613,0.4163,0.4410,0.706
13:38:57:5510,0.3474,0.4148,0.4502,0.704
13:38:57:5540,0.3322,0.4143,0.4578,0.701
13:38:57:5560,0.3193,0.4163,0.4632,0.700
13:38:57:5580,0.3081,0.4199,0.4693,0.701
13:38:57:5610,0.2973,0.4253,0.4776,0.705
13:38:57:5629,0.2878,0.4319,0.4849,0.710
13:38:57:5649,0.2775,0.4397,0.4901,0.715
13:38:57:5679,0.2685,0.4493,0.4959,0.721
13:38:57:5699,0.2619,0.4588,0.5025,0.729
13:38:57:5740,0.2563,0.4693,0.5081,0.738
13:38:57:5760,0.2536,0.4805,0.5094,0.745
13:38:57:5780,0.2531,0.4905,0.5064,0.749
13:38:57:5800,0.2548,0.4991,0.5054,0.755
13:38:57:5830,0.2565,0.5074,0.5057,0.761
13:38:57:5850,0.2580,0.5162,0.5035,0.766
13:38:57:5870,0.2621,0.5247,0.4996,0.770
13:38:57:5900,0.2665,0.5311,0.4962,0.774
13:38:57:5930,0.2702,0.5362,0.4910,0.776
13:38:57:5950,0.2746,0.5428,0.4844,0.778
13:38:57:5980,0.2780,0.5494,0.4791,0.780
13:38:57:6000,0.2802,0.5555,0.4754,0.783
13:38:57:6030,0.2844,0.5629,0.4737,0.789
13:38:57:6050,0.2892,0.5699,0.4722,0.795
13:38:57:6070,0.2944,0.5778,0.4725,0.802
13:38:57:6100,0.2998,0.5858,0.4752,0.812
13:38:57:6120,0.3037,0.5936,0.4783,0.821
13:38:57:6140,0.3073,0.6007,0.4808,0.829
13:38:57:6180,0.3105,0.6061,0.4839,0.835
13:38:57:6190,0.3110,0.6100,0.4876,0.841
13:38:57:6220,0.3076,0.6129,0.4888,0.842
13:38:57:6250,0.3044,0.6164,0.4910,0.845
13:38:57:6260,0.3007,0.6210,0.4949,0.849
13:38:57:6290,0.2966,0.6281,0.4984,0.855
13:38:57:6310,0.2912,0.6349,0.5040,0.861
13:38:57:6340,0.2868,0.6413,0.5120,0.869
13:38:57:6370,0.2841,0.6503,0.5213,0.881
13:38:57:6380,0.2814,0.6616,0.5306,0.894
13:38:57:6410,0.2802,0.6738,0.5375,0.906
13:38:57:6440,0.2812,0.6870,0.5418,0.919
13:38:57:6460,0.2817,0.7004,0.5477,0.933
13:38:57:6480,0.2836,0.7116,0.5533,0.945
13:38:57:6530,0.2866,0.7204,0.5570,0.955
13:38:57:6540,0.2897,0.7287,0.5572,0.962
13:38:57:6560,0.2954,0.7317,0.5531,0.964
13:38:57:6580,0.3024,0.7312,0.5475,0.962
13:38:57:6600,0.3120,0.7319,0.5404,0.962
13:38:57:6630,0.3242,0.7307,0.5289,0.959
13:38:57:6650,0.3381,0.7268,0.5145,0.952
13:38:57:6680,0.3535,0.7219,0.5013,0.947
13:38:57:6700,0.3704,0.7165,0.4886,0.943
13:38:57:6730,0.3879,0.7097,0.4771,0.939
13:38:57:6750,0.4050,0.7006,0.4671,0.934
13:38:57:6770,0.4209,0.6926,0.4568,0.930
13:38:57:6800,0.4378,0.6845,0.4480,0.928
13:38:57:6820,0.4539,0.6752,0.4412,0.926
13:38:57:6850,0.4688,0.6669,0.4356,0.924
13:38:57:6870,0.4832,0.6594,0.4309,0.924
13:38:57:6889,0.4932,0.6532,0.4265,0.923
13:38:57:6919,0.5023,0.6488,0.4241,0.924
13:38:57:6949,0.5118,0.6464,0.4217,0.926
13:38:57:6969,0.5216,0.6462,0.4187,0.930
13:38:57:6990,0.5311,0.6479,0.4165,0.936
13:38:57:7020,0.5377,0.6493,0.4148,0.940
13:38:57:7050,0.5406,0.6525,0.4146,0.943
13:38:57:7060,0.5423,0.6567,0.4141,0.947
13:38:57:7090,0.5440,0.6603,0.4121,0.950
13:38:57:7110,0.5443,0.6650,0.4119,0.953
13:38:57:7140,0.5416,0.6701,0.4116,0.955
13:38:57:7170,0.5384,0.6750,0.4085,0.955
13:38:57:7190,0.5384,0.6791,0.4075,0.958
13:38:57:7210,0.5370,0.6845,0.4094,0.962
13:38:57:7230,0.5321,0.6904,0.4146,0.965
13:38:57:7270,0.5265,0.6950,0.4202,0.968
13:38:57:7280,0.5218,0.6992,0.4243,0.970
13:38:57:7310,0.5177,0.7048,0.4300,0.974
13:38:57:7350,0.5128,0.7082,0.4353,0.977
13:38:57:7360,0.5094,0.7089,0.4412,0.978
13:38:57:7390,0.5069,0.7104,0.4495,0.982
13:38:57:7400,0.5030,0.7129,0.4590,0.986
13:38:57:7430,0.4998,0.7163,0.4664,0.990
13:38:57:7450,0.4991,0.7212,0.4683,0.994
13:38:57:7470,0.5006,0.7256,0.4690,0.999
13:38:57:7500,0.5032,0.7312,0.4695,1.004
13:38:57:7530,0.5064,0.7397,0.4673,1.011
13:38:57:7550,0.5096,0.7497,0.4627,1.018
13:38:57:7590,0.5140,0.7612,0.4573,1.026
13:38:57:7600,0.5191,0.7730,0.4554,1.036
13:38:57:7630,0.5245,0.7857,0.4568,1.049
13:38:57:7660,0.5296,0.7984,0.4595,1.063
13:38:57:7670,0.5370,0.8108,0.4649,1.078
13:38:57:7690,0.5453,0.8225,0.4708,1.093
13:38:57:7740,0.5538,0.8299,0.4756,1.105
13:38:57:7750,0.5638,0.8357,0.4796,1.116
13:38:57:7760,0.5751,0.8416,0.4800,1.127
13:38:57:7790,0.5834,0.8460,0.4776,1.133
13:38:57:7820,0.5897,0.8492,0.4732,1.137
13:38:57:7830,0.5966,0.8501,0.4700,1.140
13:38:57:7860,0.5997,0.8497,0.4681,1.140
13:38:57:7880,0.6051,0.8484,0.4644,1.141
13:38:57:7910,0.6112,0.8453,0.4588,1.140
13:38:57:7930,0.6164,0.8436,0.4519,1.138
13:38:57:7960,0.6234,0.8423,0.4454,1.139
13:38:57:7980,0.6303,0.8387,0.4366,1.136
13:38:57:8000,0.6352,0.8335,0.4268,1.132
13:38:57:8030,0.6371,0.8265,0.4190,1.124
13:38:57:8060,0.6396,0.8181,0.4114,1.117
13:38:57:8070,0.6440,0.8098,0.4026,1.110
13:38:57:8100,0.6464,0.8008,0.3933,1.102
13:38:57:8129,0.6471,0.7913,0.3862,1.093
13:38:57:8149,0.6488,0.7830,0.3806,1.086
13:38:57:8169,0.6506,0.7773,0.3787,1.082
13:38:57:8200,0.6513,0.7717,0.3811,1.079
13:38:57:8230,0.6530,0.7678,0.3884,1.080
13:38:57:8250,0.6552,0.7666,0.4016,1.085
13:38:57:8270,0.6581,0.7661,0.4165,1.093
13:38:57:8300,0.6623,0.7673,0.4326,1.102
13:38:57:8320,0.6669,0.7676,0.4495,1.112
13:38:57:8350,0.6708,0.7656,0.4617,1.118
13:38:57:8380,0.6743,0.7624,0.4686,1.120
13:38:57:8390,0.6769,0.7610,0.4693,1.121
13:38:57:8430,0.6769,0.7590,0.4654,1.118
13:38:57:8450,0.6740,0.7556,0.4598,1.112
13:38:57:8480,0.6699,0.7502,0.4532,1.103
13:38:57:8490,0.6638,0.7446,0.4412,1.091
13:38:57:8520,0.6552,0.7414,0.4263,1.077
13:38:57:8550,0.6462,0.7378,0.4141,1.065
13:38:57:8590,0.6364,0.7331,0.4053,1.052
13:38:57:8590,0.6256,0.7280,0.4004,1.040
13:38:57:8650,0.6149,0.7226,0.3945,1.028
13:38:57:8660,0.6063,0.7202,0.3848,1.017
13:38:57:8670,0.5973,0.7214,0.3762,1.009
13:38:57:8690,0.5900,0.7221,0.3735,1.005
13:38:57:8720,0.5880,0.7214,0.3769,1.004
13:38:57:8740,0.5883,0.7221,0.3813,1.006
13:38:57:8760,0.5873,0.7226,0.3831,1.007
13:38:57:8790,0.5868,0.7226,0.3831,1.007
13:38:57:8810,0.5866,0.7229,0.3826,1.006
13:38:57:8840,0.5848,0.7229,0.3855,1.007
13:38:57:8860,0.5846,0.7214,0.3965,1.010
13:38:57:8880,0.5873,0.7197,0.4102,1.015
13:38:57:8910,0.5900,0.7204,0.4261,1.024
13:38:57:8930,0.5914,0.7231,0.4422,1.034
13:38:57:8970,0.5946,0.7234,0.4539,1.041
13:38:57:8980,0.6002,0.7197,0.4634,1.045
13:38:57:9010,0.6083,0.7170,0.4703,1.051
13:38:57:9030,0.6159,0.7173,0.4727,1.057
13:38:57:9060,0.6210,0.7165,0.4712,1.059
13:38:57:9080,0.6239,0.7160,0.4668,1.058
13:38:57:9100,0.6298,0.7165,0.4617,1.060
13:38:57:9140,0.6371,0.7182,0.4576,1.064
13:38:57:9150,0.6398,0.7202,0.4559,1.066
13:38:57:9180,0.6393,0.7221,0.4556,1.067
13:38:57:9200,0.6393,0.7243,0.4537,1.067
13:38:57:9230,0.6401,0.7265,0.4515,1.068
13:38:57:9260,0.6405,0.7290,0.4510,1.070
13:38:57:9270,0.6396,0.7297,0.4527,1.071
13:38:57:9290,0.6396,0.7302,0.4563,1.073
13:38:57:9330,0.6401,0.7326,0.4612,1.077
13:38:57:9340,0.6388,0.7341,0.4683,1.080
13:38:57:9380,0.6374,0.7378,0.4764,1.085
13:38:57:9390,0.6347,0.7424,0.4825,1.089
13:38:57:9420,0.6337,0.7466,0.4852,1.093
13:38:57:9440,0.6327,0.7502,0.4876,1.096
13:38:57:9470,0.6327,0.7544,0.4935,1.101
13:38:57:9490,0.6349,0.7583,0.4986,1.108
13:38:57:9520,0.6386,0.7615,0.5018,1.113
13:38:57:9540,0.6388,0.7664,0.5015,1.117
13:38:57:9580,0.6383,0.7698,0.4998,1.118
13:38:57:9590,0.6423,0.7734,0.5011,1.123
13:38:57:9610,0.6486,0.7795,0.5037,1.132
13:38:57:9650,0.6540,0.7857,0.5037,1.140
13:38:57:9660,0.6550,0.7918,0.4996,1.143
13:38:57:9680,0.6545,0.7964,0.4937,1.143
13:38:57:9710,0.6569,0.7996,0.4920,1.146
13:38:57:9730,0.6640,0.8013,0.4942,1.152
13:38:57:9760,0.6738,0.8003,0.4962,1.158
13:38:57:9790,0.6833,0.7993,0.4984,1.164
13:38:57:9810,0.6906,0.7969,0.5003,1.167
13:38:57:9830,0.6982,0.7918,0.5013,1.169
13:38:57:9850,0.7070,0.7866,0.4991,1.169
13:38:57:9870,0.7158,0.7815,0.4932,1.169
13:38:57:9900,0.7243,0.7781,0.4857,1.169
13:38:57:9940,0.7344,0.7752,0.4776,1.170
13:38:57:9950,0.7434,0.7683,0.4668,1.167
13:38:57:9980,0.7480,0.7610,0.4573,1.161
13:38:58:0010,0.7524,0.7544,0.4549,1.159
13:38:58:0030,0.7595,0.7458,0.4554,1.158
13:38:58:0050,0.7651,0.7417,0.4524,1.158
13:38:58:0070,0.7654,0.7444,0.4454,1.157
13:38:58:0100,0.7659,0.7485,0.4368,1.157
13:38:58:0130,0.7737,0.7512,0.4326,1.162
13:38:58:0150,0.7854,0.7549,0.4375,1.174
13:38:58:0180,0.7935,0.7602,0.4512,1.188
13:38:58:0210,0.8003,0.7659,0.4661,1.202
13:38:58:0230,0.8111,0.7717,0.4739,1.216
13:38:58:0240,0.8238,0.7822,0.4769,1.232
13:38:58:0260,0.8333,0.7942,0.4803,1.247
13:38:58:0290,0.8438,0.8054,0.4815,1.262
13:38:58:0310,0.8563,0.8213,0.4830,1.281
13:38:58:0340,0.8665,0.8396,0.4876,1.301
13:38:58:0370,0.8751,0.8570,0.4903,1.319
13:38:58:0390,0.8851,0.8729,0.4920,1.337
13:38:58:0429,0.8993,0.8875,0.4949,1.357
13:38:58:0440,0.9115,0.9010,0.4993,1.375
13:38:58:0480,0.9225,0.9132,0.5050,1.393
13:38:58:0490,0.9327,0.9217,0.5098,1.407
13:38:58:0509,0.9427,0.9330,0.5138,1.422
13:38:58:0540,0.9532,0.9481,0.5167,1.440
13:38:58:0560,0.9608,0.9623,0.5186,1.455
13:38:58:0580,0.9669,0.9752,0.5208,1.469
13:38:58:0610,0.9730,0.9855,0.5221,1.480
13:38:58:0650,0.9777,0.9945,0.5208,1.489
13:38:58:0660,0.9813,1.0033,0.5182,1.496
13:38:58:0680,0.9811,1.0141,0.5150,1.502
13:38:58:0700,0.9777,1.0238,0.5084,1.504
13:38:58:0730,0.9740,1.0304,0.4991,1.503
13:38:58:0750,0.9696,1.0375,0.4932,1.503
13:38:58:0780,0.9613,1.0436,0.4908,1.501
13:38:58:0800,0.9481,1.0488,0.4874,1.495
13:38:58:0830,0.9347,1.0483,0.4861,1.486
13:38:58:0850,0.9193,1.0468,0.4849,1.475
13:38:58:0869,0.9010,1.0493,0.4847,1.465
13:38:58:0900,0.8846,1.0468,0.4881,1.455
13:38:58:0920,0.8716,1.0407,0.4910,1.444
13:38:58:0950,0.8599,1.0336,0.4908,1.431
13:38:58:0990,0.8472,1.0275,0.4915,1.420
13:38:58:1000,0.8350,1.0238,0.4942,1.411
13:38:58:1019,0.8257,1.0190,0.4974,1.403
13:38:58:1040,0.8211,1.0143,0.5001,1.398
13:38:58:1070,0.8203,1.0099,0.5059,1.396
13:38:58:1090,0.8213,1.0050,0.5140,1.396
13:38:58:1120,0.8218,1.0006,0.5199,1.395
13:38:58:1140,0.8181,0.9970,0.5252,1.393
13:38:58:1160,0.8159,0.9933,0.5296,1.390
13:38:58:1190,0.8169,0.9884,0.5333,1.389
13:38:58:1220,0.8186,0.9855,0.5416,1.391
13:38:58:1240,0.8162,0.9865,0.5533,1.395
13:38:58:1260,0.8076,0.9862,0.5607,1.393
13:38:58:1280,0.7981,0.9850,0.5690,1.390
13:38:58:1310,0.7888,0.9838,0.5778,1.387
13:38:58:1340,0.7795,0.9818,0.5836,1.383
13:38:58:1370,0.7690,0.9772,0.5861,1.375
13:38:58:1380,0.7544,0.9694,0.5880,1.362
13:38:58:1409,0.7385,0.9593,0.5902,1.347
13:38:58:1429,0.7248,0.9476,0.5941,1.333
13:38:58:1460,0.7114,0.9383,0.6019,1.322
13:38:58:1480,0.6999,0.9276,0.6098,1.312
13:38:58:1500,0.6904,0.9173,0.6171,1.303
13:38:58:1530,0.6799,0.9102,0.6283,1.298
13:38:58:1550,0.6691,0.9032,0.6383,1.293
13:38:58:1590,0.6642,0.8946,0.6435,1.287
13:38:58:1600,0.6630,0.8870,0.6440,1.281
13:38:58:1660,0.6623,0.8792,0.6366,1.272
13:38:58:1670,0.6623,0.8675,0.6252,1.258
13:38:58:1680,0.6598,0.8543,0.6132,1.241
13:38:58:1700,0.6550,0.8394,0.6022,1.223
13:38:58:1729,0.6506,0.8243,0.5929,1.206
13:38:58:1750,0.6457,0.8113,0.5824,1.189
13:38:58:1780,0.6403,0.7957,0.5707,1.170
13:38:58:1800,0.6396,0.7771,0.5607,1.152
13:38:58:1820,0.6401,0.7588,0.5526,1.136
13:38:58:1840,0.6391,0.7402,0.5438,1.119
13:38:58:1870,0.6379,0.7209,0.5335,1.101
13:38:58:1890,0.6347,0.7024,0.5233,1.082
13:38:58:1920,0.6339,0.6843,0.5108,1.064
13:38:58:1940,0.6354,0.6638,0.4979,1.045
13:38:58:1970,0.6354,0.6425,0.4888,1.027
13:38:58:1990,0.6349,0.6210,0.4798,1.009
13:38:58:2010,0.6332,0.5980,0.4690,0.989
13:38:58:2039,0.6315,0.5756,0.4625,0.972
13:38:58:2070,0.6288,0.5570,0.4598,0.958
13:38:58:2090,0.6212,0.5416,0.4593,0.944
13:38:58:2110,0.6090,0.5257,0.4617,0.928
13:38:58:2130,0.5995,0.5116,0.4673,0.916
13:38:58:2170,0.5944,0.5018,0.4676,0.908
13:38:58:2190,0.5888,0.4957,0.4644,0.899
13:38:58:2220,0.5819,0.4915,0.4617,0.891
13:38:58:2230,0.5743,0.4881,0.4566,0.881
13:38:58:2260,0.5648,0.4869,0.4507,0.871
13:38:58:2280,0.5521,0.4888,0.4446,0.861
13:38:58:2310,0.5406,0.4910,0.4383,0.852
13:38:58:2330,0.5304,0.4949,0.4309,0.844
13:38:58:2350,0.5164,0.5025,0.4261,0.837
13:38:58:2390,0.5013,0.5086,0.4224,0.830
13:38:58:2400,0.4876,0.5116,0.4190,0.822
13:38:58:2440,0.4744,0.5145,0.4175,0.815
13:38:58:2450,0.4625,0.5169,0.4212,0.811
13:38:58:2490,0.4534,0.5208,0.4275,0.812
13:38:58:2500,0.4449,0.5291,0.4366,0.818
13:38:58:2520,0.4397,0.5399,0.4478,0.828
13:38:58:2550,0.4363,0.5484,0.4576,0.837
13:38:58:2580,0.4348,0.5575,0.4639,0.846
13:38:58:2590,0.4373,0.5692,0.4637,0.855
13:38:58:2640,0.4397,0.5782,0.4563,0.858
13:38:58:2650,0.4414,0.5839,0.4419,0.855
13:38:58:2670,0.4432,0.5880,0.4229,0.849
13:38:58:2690,0.4471,0.5875,0.3992,0.839
13:38:58:2710,0.4507,0.5863,0.3738,0.829
13:38:58:2750,0.4524,0.5863,0.3520,0.820
13:38:58:2790,0.4517,0.5861,0.3352,0.812
13:38:58:2800,0.4510,0.5863,0.3212,0.806
13:38:58:2810,0.4507,0.5868,0.3090,0.802
13:38:58:2849,0.4517,0.5866,0.2995,0.799
13:38:58:2870,0.4544,0.5807,0.2924,0.793
13:38:58:2890,0.4554,0.5734,0.2900,0.788
13:38:58:2910,0.4568,0.5692,0.2939,0.787
13:38:58:2940,0.4603,0.5643,0.3012,0.788
13:38:58:2980,0.4634,0.5550,0.3127,0.788
13:38:58:2990,0.4673,0.5433,0.3274,0.788
13:38:58:3030,0.4737,0.5321,0.3410,0.790
13:38:58:3040,0.4805,0.5177,0.3567,0.791
13:38:58:3070,0.4866,0.4989,0.3738,0.791
13:38:58:3100,0.4905,0.4837,0.3892,0.791
13:38:58:3140,0.4945,0.4720,0.3997,0.792
13:38:58:3150,0.4976,0.4625,0.4065,0.792
13:38:58:3160,0.4984,0.4537,0.4119,0.790
13:38:58:3180,0.4991,0.4483,0.4133,0.788
13:38:58:3200,0.5013,0.4446,0.4107,0.786
13:38:58:3230,0.5013,0.4414,0.4053,0.781
13:38:58:3250,0.4981,0.4412,0.3970,0.775
13:38:58:3280,0.4952,0.4407,0.3865,0.767
13:38:58:3300,0.4910,0.4397,0.3745,0.758
13:38:58:3330,0.4839,0.4397,0.3613,0.747
13:38:58:3350,0.4766,0.4410,0.3508,0.738
13:38:58:3370,0.4708,0.4434,0.3423,0.732
13:38:58:3390,0.4639,0.4461,0.3347,0.725
13:38:58:3430,0.4583,0.4478,0.3286,0.720
13:38:58:3449,0.4566,0.4493,0.3220,0.717
13:38:58:3469,0.4549,0.4488,0.3142,0.712
13:38:58:3489,0.4522,0.4458,0.3039,0.704
13:38:58:3520,0.4507,0.4439,0.2951,0.698
13:38:58:3540,0.4510,0.4444,0.2853,0.694
13:38:58:3570,0.4527,0.4451,0.2724,0.691
13:38:58:3590,0.4534,0.4451,0.2585,0.686
13:38:58:3630,0.4549,0.4483,0.2438,0.684
13:38:58:3640,0.4583,0.4537,0.2313,0.685
13:38:58:3670,0.4627,0.4595,0.2194,0.688
13:38:58:3690,0.4676,0.4671,0.2067,0.692
13:38:58:3710,0.4727,0.4764,0.1952,0.699
13:38:58:3750,0.4791,0.4871,0.1849,0.708
13:38:58:3760,0.4859,0.4979,0.1771,0.718
13:38:58:3790,0.4903,0.5096,0.1698,0.727
13:38:58:3810,0.4947,0.5235,0.1627,0.738
13:38:58:3840,0.5001,0.5389,0.1568,0.752
13:38:58:3850,0.5032,0.5528,0.1527,0.763
13:38:58:3890,0.5069,0.5673,0.1490,0.775
13:38:58:3900,0.5111,0.5812,0.1463,0.788
13:38:58:3930,0.5150,0.5907,0.1485,0.798
13:38:58:3950,0.5179,0.5975,0.1546,0.806
13:38:58:3980,0.5194,0.6049,0.1622,0.814
13:38:58:4010,0.5204,0.6088,0.1744,0.820
13:38:58:4030,0.5191,0.6083,0.1901,0.822
