time,gFx,gFy,gFz,TgF
13:37:15:2420,-0.0525,0.3721,0.8980,0.973
13:37:15:2450,-0.0452,0.3726,0.9007,0.976
13:37:15:2470,-0.0442,0.3743,0.9015,0.977
13:37:15:2500,-0.0430,0.3769,0.9017,0.978
13:37:15:2530,-0.0401,0.3784,0.9034,0.980
13:37:15:2540,-0.0410,0.3779,0.9058,0.982
13:37:15:2560,-0.0450,0.3779,0.9083,0.985
13:37:15:2590,-0.0496,0.3801,0.9105,0.988
13:37:15:2620,-0.0555,0.3828,0.9124,0.991
13:37:15:2640,-0.0603,0.3850,0.9142,0.994
13:37:15:2660,-0.0640,0.3875,0.9127,0.994
13:37:15:2690,-0.0677,0.3887,0.9073,0.989
13:37:15:2710,-0.0691,0.3877,0.9027,0.985
13:37:15:2740,-0.0691,0.3867,0.8988,0.981
13:37:15:2770,-0.0677,0.3867,0.8951,0.977
13:37:15:2790,-0.0660,0.3848,0.8958,0.977
13:37:15:2829,-0.0667,0.3823,0.8980,0.978
13:37:15:2849,-0.0674,0.3791,0.9044,0.983
13:37:15:2859,-0.0686,0.3760,0.9120,0.989
13:37:15:2880,-0.0733,0.3765,0.9066,0.984
13:37:15:2900,-0.0774,0.3782,0.8973,0.977
13:37:15:2930,-0.0821,0.3804,0.8953,0.976
13:37:15:2950,-0.0879,0.3838,0.8966,0.979
13:37:15:2980,-0.0919,0.3872,0.8990,0.983
13:37:15:3000,-0.0936,0.3894,0.8988,0.984
13:37:15:3030,-0.0960,0.3884,0.8946,0.980
13:37:15:3050,-0.0972,0.3875,0.8905,0.976
13:37:15:3070,-0.0982,0.3870,0.8863,0.972
13:37:15:3100,-0.0989,0.3865,0.8824,0.968
13:37:15:3130,-0.0999,0.3857,0.8809,0.967
13:37:15:3150,-0.1016,0.3865,0.8826,0.969
13:37:15:3170,-0.1043,0.3879,0.8861,0.973
13:37:15:3200,-0.1082,0.3884,0.8914,0.978
13:37:15:3220,-0.1141,0.3897,0.8997,0.987
13:37:15:3240,-0.1214,0.3914,0.9083,0.996
13:37:15:3270,-0.1268,0.3931,0.9137,1.003
13:37:15:3300,-0.1307,0.3940,0.9149,1.005
13:37:15:3320,-0.1341,0.3933,0.9117,1.002
13:37:15:3340,-0.1378,0.3923,0.9088,0.999
13:37:15:3370,-0.1410,0.3916,0.9066,0.998
13:37:15:3390,-0.1436,0.3906,0.9046,0.996
13:37:15:3410,-0.1429,0.3911,0.9032,0.995
13:37:15:3439,-0.1373,0.3919,0.9002,0.991
13:37:15:3459,-0.1302,0.3921,0.8971,0.988
13:37:15:3489,-0.1241,0.3919,0.8939,0.984
13:37:15:3510,-0.1199,0.3909,0.8924,0.982
13:37:15:3540,-0.1178,0.3882,0.8917,0.980
13:37:15:3560,-0.1180,0.3853,0.8902,0.977
13:37:15:3580,-0.1173,0.3838,0.8880,0.974
13:37:15:3610,-0.1141,0.3833,0.8880,0.974
13:37:15:3660,-0.1114,0.3845,0.8900,0.976
13:37:15:3660,-0.1082,0.3845,0.8919,0.977
13:37:15:3680,-0.1028,0.3855,0.8961,0.981
13:37:15:3710,-0.0967,0.3877,0.8995,0.984
13:37:15:3730,-0.0914,0.3879,0.8993,0.984
13:37:15:3750,-0.0862,0.3879,0.8968,0.981
13:37:15:3780,-0.0809,0.3879,0.8946,0.978
13:37:15:3810,-0.0760,0.3894,0.8912,0.976
13:37:15:3830,-0.0716,0.3904,0.8873,0.972
13:37:15:3860,-0.0696,0.3901,0.8831,0.968
13:37:15:3880,-0.0691,0.3901,0.8807,0.966
13:37:15:3900,-0.0682,0.3911,0.8782,0.964
13:37:15:3930,-0.0664,0.3921,0.8731,0.959
13:37:15:3950,-0.0640,0.3921,0.8665,0.953
13:37:15:3980,-0.0611,0.3919,0.8619,0.949
13:37:15:4000,-0.0596,0.3914,0.8580,0.945
13:37:15:4020,-0.0586,0.3926,0.8555,0.943
13:37:15:4050,-0.0579,0.3921,0.8558,0.943
13:37:15:4069,-0.0584,0.3892,0.8558,0.942
13:37:15:4089,-0.0581,0.3867,0.8575,0.942
13:37:15:4120,-0.0572,0.3833,0.8604,0.944
13:37:15:4150,-0.0572,0.3794,0.8638,0.945
13:37:15:4170,-0.0574,0.3779,0.8653,0.946
13:37:15:4200,-0.0559,0.3777,0.8658,0.946
13:37:15:4220,-0.0537,0.3779,0.8685,0.949
13:37:15:4240,-0.0552,0.3784,0.8738,0.954
13:37:15:4270,-0.0603,0.3774,0.8834,0.963
13:37:15:4290,-0.0635,0.3779,0.8949,0.973
13:37:15:4310,-0.0638,0.3801,0.9027,0.982
13:37:15:4340,-0.0623,0.3801,0.9073,0.986
13:37:15:4370,-0.0613,0.3801,0.9122,0.990
13:37:15:4380,-0.0606,0.3779,0.9151,0.992
13:37:15:4410,-0.0581,0.3743,0.9159,0.991
13:37:15:4440,-0.0572,0.3723,0.9173,0.992
13:37:15:4460,-0.0591,0.3696,0.9186,0.992
13:37:15:4490,-0.0599,0.3691,0.9212,0.994
13:37:15:4510,-0.0591,0.3699,0.9232,0.996
13:37:15:4530,-0.0596,0.3691,0.9222,0.995
13:37:15:4550,-0.0613,0.3679,0.9205,0.993
13:37:15:4580,-0.0611,0.3664,0.9176,0.990
13:37:15:4600,-0.0599,0.3655,0.9134,0.986
13:37:15:4630,-0.0596,0.3650,0.9107,0.983
13:37:15:4660,-0.0596,0.3640,0.9095,0.981
13:37:15:4680,-0.0589,0.3633,0.9076,0.979
13:37:15:4700,-0.0586,0.3628,0.9039,0.976
13:37:15:4720,-0.0586,0.3623,0.8988,0.971
13:37:15:4780,-0.0579,0.3625,0.8941,0.967
13:37:15:4780,-0.0577,0.3625,0.8907,0.963
13:37:15:4810,-0.0586,0.3633,0.8878,0.961
13:37:15:4820,-0.0577,0.3633,0.8848,0.958
13:37:15:4850,-0.0550,0.3633,0.8826,0.956
13:37:15:4870,-0.0525,0.3645,0.8814,0.955
13:37:15:4890,-0.0513,0.3662,0.8809,0.955
13:37:15:4920,-0.0496,0.3682,0.8804,0.956
13:37:15:4940,-0.0484,0.3674,0.8797,0.955
13:37:15:4980,-0.0496,0.3669,0.8790,0.954
13:37:15:4990,-0.0513,0.3691,0.8812,0.957
13:37:15:5020,-0.0537,0.3733,0.8836,0.961
13:37:15:5040,-0.0572,0.3757,0.8861,0.964
13:37:15:5060,-0.0606,0.3762,0.8905,0.969
13:37:15:5090,-0.0630,0.3745,0.8939,0.971
13:37:15:5110,-0.0642,0.3704,0.8971,0.973
13:37:15:5140,-0.0657,0.3642,0.9010,0.974
13:37:15:5170,-0.0645,0.3576,0.9056,0.976
13:37:15:5190,-0.0599,0.3550,0.9122,0.981
13:37:15:5210,-0.0562,0.3535,0.9217,0.989
13:37:15:5230,-0.0552,0.3533,0.9335,1.000
13:37:15:5260,-0.0577,0.3530,0.9488,1.014
13:37:15:5280,-0.0599,0.3503,0.9655,1.029
13:37:15:5310,-0.0611,0.3498,0.9784,1.041
13:37:15:5340,-0.0630,0.3513,0.9874,1.050
13:37:15:5360,-0.0596,0.3533,0.9945,1.057
13:37:15:5380,-0.0550,0.3567,0.9984,1.062
13:37:15:5410,-0.0540,0.3598,0.9999,1.064
13:37:15:5430,-0.0555,0.3576,1.0016,1.065
13:37:15:5460,-0.0584,0.3518,1.0065,1.068
13:37:15:5480,-0.0611,0.3476,1.0126,1.072
13:37:15:5510,-0.0650,0.3467,1.0163,1.076
13:37:15:5530,-0.0691,0.3454,1.0204,1.080
13:37:15:5550,-0.0721,0.3464,1.0246,1.084
13:37:15:5570,-0.0755,0.3503,1.0273,1.088
13:37:15:5600,-0.0809,0.3540,1.0282,1.090
13:37:15:5620,-0.0865,0.3594,1.0285,1.093
13:37:15:5649,-0.0919,0.3625,1.0253,1.091
13:37:15:5679,-0.0967,0.3628,1.0177,1.085
13:37:15:5699,-0.1009,0.3606,1.0036,1.071
13:37:15:5729,-0.1046,0.3606,0.9848,1.054
13:37:15:5740,-0.1070,0.3645,0.9677,1.040
13:37:15:5770,-0.1072,0.3701,0.9488,1.024
13:37:15:5790,-0.1048,0.3747,0.9283,1.007
13:37:15:5820,-0.0992,0.3787,0.9083,0.989
13:37:15:5840,-0.0921,0.3835,0.8912,0.975
13:37:15:5860,-0.0901,0.3892,0.8797,0.966
13:37:15:5890,-0.0931,0.3914,0.8719,0.960
13:37:15:5910,-0.0997,0.3911,0.8660,0.955
13:37:15:5940,-0.1065,0.3943,0.8585,0.951
13:37:15:5960,-0.1085,0.4004,0.8484,0.944
13:37:15:5990,-0.1041,0.4109,0.8396,0.941
13:37:15:6010,-0.1121,0.4124,0.8333,0.936
13:37:15:6040,-0.1138,0.4114,0.8245,0.928
13:37:15:6060,-0.1036,0.4187,0.8130,0.920
13:37:15:6080,-0.1060,0.4234,0.8096,0.920
13:37:15:6110,-0.1097,0.4278,0.8167,0.928
13:37:15:6150,-0.1131,0.4319,0.8282,0.941
13:37:15:6190,-0.1148,0.4378,0.8392,0.953
13:37:15:6200,-0.1112,0.4392,0.8465,0.960
13:37:15:6210,-0.1075,0.4373,0.8497,0.962
13:37:15:6230,-0.1004,0.4356,0.8523,0.962
13:37:15:6250,-0.0899,0.4329,0.8536,0.961
13:37:15:6280,-0.0804,0.4290,0.8533,0.958
13:37:15:6300,-0.0674,0.4261,0.8543,0.957
13:37:15:6330,-0.0525,0.4253,0.8570,0.958
13:37:15:6350,-0.0391,0.4251,0.8607,0.961
13:37:15:6370,-0.0296,0.4229,0.8653,0.964
13:37:15:6400,-0.0252,0.4207,0.8690,0.966
13:37:15:6430,-0.0247,0.4202,0.8704,0.967
13:37:15:6450,-0.0242,0.4170,0.8704,0.965
13:37:15:6480,-0.0222,0.4153,0.8697,0.964
13:37:15:6500,-0.0208,0.4155,0.8692,0.964
13:37:15:6520,-0.0198,0.4119,0.8680,0.961
13:37:15:6540,-0.0178,0.4077,0.8655,0.957
13:37:15:6570,-0.0159,0.4038,0.8646,0.954
13:37:15:6590,-0.0142,0.3984,0.8653,0.953
13:37:15:6620,-0.0117,0.3943,0.8668,0.952
13:37:15:6640,-0.0083,0.3980,0.8756,0.962
13:37:15:6660,-0.0056,0.4070,0.8922,0.981
13:37:15:6690,-0.0073,0.4129,0.9066,0.996
13:37:15:6710,-0.0105,0.4129,0.9139,1.003
13:37:15:6740,-0.0122,0.4131,0.9144,1.003
13:37:15:6760,-0.0147,0.4146,0.9120,1.002
13:37:15:6790,-0.0205,0.4129,0.9110,1.000
13:37:15:6810,-0.0335,0.4092,0.9100,0.998
13:37:15:6840,-0.0474,0.4082,0.9071,0.996
13:37:15:6860,-0.0581,0.4109,0.9000,0.991
13:37:15:6879,-0.0667,0.4148,0.8878,0.982
13:37:15:6909,-0.0740,0.4153,0.8724,0.969
13:37:15:6929,-0.0814,0.4107,0.8582,0.955
13:37:15:6959,-0.0879,0.4053,0.8482,0.944
13:37:15:6979,-0.0931,0.4006,0.8404,0.936
13:37:15:7010,-0.0955,0.3960,0.8328,0.927
13:37:15:7030,-0.0865,0.3848,0.8206,0.910
13:37:15:7050,-0.0660,0.3679,0.8116,0.893
13:37:15:7080,-0.0564,0.3682,0.8162,0.897
13:37:15:7100,-0.0594,0.3811,0.8157,0.902
13:37:15:7130,-0.0652,0.3875,0.8098,0.900
13:37:15:7150,-0.0782,0.3875,0.8142,0.905
13:37:15:7180,-0.0899,0.3840,0.8277,0.917
13:37:15:7200,-0.0916,0.3821,0.8460,0.933
13:37:15:7230,-0.0872,0.3848,0.8592,0.945
13:37:15:7250,-0.0809,0.3855,0.8611,0.947
13:37:15:7270,-0.0757,0.3818,0.8541,0.939
13:37:15:7290,-0.0743,0.3774,0.8389,0.923
13:37:15:7320,-0.0748,0.3716,0.8201,0.903
13:37:15:7350,-0.0728,0.3669,0.8020,0.885
13:37:15:7370,-0.0701,0.3642,0.7859,0.869
13:37:15:7390,-0.0660,0.3606,0.7737,0.856
13:37:15:7420,-0.0591,0.3572,0.7666,0.848
13:37:15:7440,-0.0555,0.3528,0.7654,0.845
13:37:15:7470,-0.0508,0.3437,0.7695,0.844
13:37:15:7500,-0.0406,0.3340,0.7776,0.847
13:37:15:7520,-0.0352,0.3256,0.7896,0.855
13:37:15:7540,-0.0178,0.3147,0.8072,0.866
13:37:15:7560,0.0107,0.3071,0.8289,0.884
13:37:15:7590,0.0432,0.3024,0.8533,0.906
13:37:15:7610,0.0723,0.2949,0.8804,0.931
13:37:15:7680,0.0855,0.2848,0.9054,0.953
13:37:15:7680,0.0970,0.2783,0.9234,0.969
13:37:15:7690,0.1065,0.2773,0.9379,0.984
13:37:15:7710,0.1146,0.2805,0.9496,0.997
13:37:15:7740,0.1270,0.2922,0.9462,0.998
13:37:15:7760,0.1390,0.3039,0.9405,0.998
13:37:15:7780,0.1434,0.3100,0.9354,0.996
13:37:15:7810,0.1441,0.3169,0.9195,0.983
13:37:15:7830,0.1436,0.3252,0.8941,0.962
13:37:15:7860,0.1422,0.3315,0.8470,0.921
13:37:15:7880,0.1346,0.3325,0.7730,0.852
13:37:15:7900,0.1199,0.3266,0.6606,0.747
13:37:15:7930,0.0931,0.3125,0.5147,0.609
13:37:15:7950,0.0528,0.2870,0.3987,0.494
13:37:15:7980,0.0188,0.2477,0.3542,0.433
13:37:15:8010,-0.0068,0.2059,0.3696,0.423
13:37:15:8030,-0.0413,0.1730,0.3950,0.433
13:37:15:8050,-0.0833,0.1468,0.4356,0.467
13:37:15:8070,-0.1190,0.1324,0.5299,0.559
13:37:15:8100,-0.1417,0.1349,0.6532,0.682
13:37:15:8120,-0.1539,0.1500,0.7739,0.803
13:37:15:8149,-0.1615,0.1664,0.8682,0.899
13:37:15:8169,-0.1625,0.1832,0.9315,0.963
13:37:15:8200,-0.1598,0.2011,0.9642,0.998
13:37:15:8220,-0.1612,0.2150,0.9652,1.002
13:37:15:8240,-0.1664,0.2245,0.9420,0.983
13:37:15:8270,-0.1754,0.2279,0.9073,0.952
13:37:15:8290,-0.1884,0.2279,0.8690,0.918
13:37:15:8320,-0.2035,0.2238,0.8372,0.890
13:37:15:8340,-0.2196,0.2150,0.8194,0.875
13:37:15:8360,-0.2372,0.2059,0.8152,0.874
13:37:15:8390,-0.2558,0.1969,0.8282,0.889
13:37:15:8410,-0.2741,0.1884,0.8489,0.912
13:37:15:8440,-0.2954,0.1805,0.8653,0.932
13:37:15:8460,-0.3210,0.1732,0.8800,0.953
13:37:15:8490,-0.3501,0.1639,0.8851,0.966
13:37:15:8510,-0.3845,0.1529,0.8831,0.975
13:37:15:8540,-0.4241,0.1441,0.8873,0.994
13:37:15:8560,-0.4661,0.1370,0.8839,1.009
13:37:15:8580,-0.5084,0.1305,0.8673,1.014
13:37:15:8610,-0.5484,0.1236,0.8499,1.019
13:37:15:8630,-0.5841,0.1173,0.8306,1.022
13:37:15:8680,-0.6117,0.1156,0.8091,1.021
13:37:15:8700,-0.6303,0.1175,0.7869,1.015
13:37:15:8710,-0.6420,0.1143,0.7732,1.011
13:37:15:8730,-0.6325,0.1041,0.8367,1.054
13:37:15:8760,-0.6027,0.0965,0.9203,1.104
13:37:15:8780,-0.5880,0.0994,0.8887,1.070
13:37:15:8800,-0.5922,0.1046,0.7822,0.987
13:37:15:8830,-0.5939,0.0989,0.6818,0.910
13:37:15:8860,-0.5851,0.0933,0.6100,0.850
13:37:15:8870,-0.5685,0.0928,0.5604,0.804
13:37:15:8900,-0.5504,0.0909,0.5338,0.772
13:37:15:8920,-0.5316,0.0899,0.5189,0.748
13:37:15:8950,-0.5098,0.0914,0.5006,0.720
13:37:15:8970,-0.4869,0.1033,0.4954,0.702
13:37:15:8990,-0.4647,0.1202,0.4991,0.692
13:37:15:9020,-0.4412,0.1302,0.5032,0.682
13:37:15:9040,-0.4197,0.1305,0.5179,0.679
13:37:15:9070,-0.4068,0.1253,0.5428,0.690
13:37:15:9090,-0.3960,0.1366,0.5778,0.714
13:37:15:9120,-0.3840,0.1585,0.6237,0.749
13:37:15:9140,-0.3699,0.1769,0.6701,0.786
13:37:15:9170,-0.3501,0.1913,0.7102,0.815
13:37:15:9190,-0.3330,0.1962,0.7522,0.846
13:37:15:9210,-0.3232,0.1964,0.8135,0.897
13:37:15:9240,-0.3169,0.1945,0.8941,0.968
13:37:15:9260,-0.3120,0.1893,0.9789,1.045
13:37:15:9290,-0.3115,0.1832,1.0639,1.124
13:37:15:9320,-0.3066,0.1735,1.1421,1.195
13:37:15:9340,-0.2934,0.1607,1.1992,1.245
13:37:15:9420,-0.2841,0.1485,1.2493,1.290
13:37:15:9430,-0.2773,0.1363,1.2967,1.333
13:37:15:9430,-0.2702,0.1295,1.3385,1.372
13:37:15:9440,-0.2629,0.1236,1.3827,1.413
13:37:15:9460,-0.2521,0.1146,1.4208,1.448
13:37:15:9490,-0.2316,0.1185,1.4506,1.474
13:37:15:9550,-0.1947,0.1446,1.4699,1.490
13:37:15:9560,-0.1512,0.1727,1.4775,1.495
13:37:15:9560,-0.1158,0.1896,1.4790,1.496
13:37:15:9580,-0.0860,0.2030,1.4736,1.490
13:37:15:9600,-0.0591,0.2155,1.4663,1.483
13:37:15:9630,-0.0432,0.2179,1.4560,1.473
13:37:15:9790,-0.0327,0.2123,1.4357,1.452
13:37:15:9790,-0.0281,0.2040,1.4174,1.432
13:37:15:9790,-0.0254,0.1947,1.3940,1.408
13:37:15:9800,-0.0151,0.1869,1.3549,1.368
13:37:15:9800,-0.0039,0.1783,1.3082,1.320
13:37:15:9800,0.0020,0.1649,1.2684,1.279
13:37:15:9800,0.0049,0.1529,1.2381,1.248
13:37:15:9820,0.0078,0.1458,1.2078,1.217
13:37:15:9850,0.0159,0.1434,1.1699,1.179
13:37:15:9870,0.0230,0.1429,1.1379,1.147
13:37:15:9890,0.0274,0.1439,1.1174,1.127
13:37:15:9920,0.0418,0.1500,1.0918,1.103
13:37:15:9940,0.0625,0.1612,1.0705,1.084
13:37:15:9960,0.0855,0.1752,1.0512,1.069
13:37:15:9990,0.1033,0.1832,1.0329,1.054
13:37:16:0020,0.1099,0.1791,1.0148,1.036
13:37:16:0040,0.1141,0.1705,0.9982,1.019
13:37:16:0060,0.1256,0.1683,0.9396,0.963
13:37:16:0080,0.1925,0.1996,0.4813,0.555
13:37:16:0110,0.3002,0.2748,-0.1598,0.437
13:37:16:0130,0.3767,0.3513,-0.2805,0.586
13:37:16:0160,0.4287,0.4014,0.0081,0.587
13:37:16:0190,0.4791,0.4505,0.2902,0.719
13:37:16:0210,0.5328,0.5179,0.4771,0.883
13:37:16:0230,0.5826,0.5863,0.6105,1.028
13:37:16:0260,0.6068,0.6430,0.7195,1.140
13:37:16:0280,0.5990,0.6882,0.8003,1.214
13:37:16:0310,0.5631,0.7204,0.8360,1.239
13:37:16:0330,0.4962,0.7344,0.8438,1.224
13:37:16:0350,0.4158,0.7380,0.8360,1.190
13:37:16:0380,0.3369,0.7370,0.8152,1.149
13:37:16:0400,0.2741,0.7431,0.8045,1.129
13:37:16:0429,0.2340,0.7629,0.8221,1.146
13:37:16:0460,0.2116,0.7883,0.8787,1.199
13:37:16:0480,0.2025,0.8184,0.9655,1.282
13:37:16:0500,0.1918,0.8387,1.0473,1.355
13:37:16:0520,0.1698,0.8460,1.1194,1.413
13:37:16:0550,0.1300,0.8433,1.1949,1.468
13:37:16:0570,0.0789,0.8296,1.2633,1.513
13:37:16:0600,0.0264,0.8040,1.3192,1.545
13:37:16:0620,-0.0454,0.7773,1.3588,1.566
13:37:16:0650,-0.1031,0.7559,1.3856,1.582
13:37:16:0670,-0.1063,0.7295,1.3883,1.572
13:37:16:0690,-0.0772,0.7002,1.3275,1.503
13:37:16:0720,-0.0413,0.6635,1.2308,1.399
13:37:16:0740,-0.0169,0.6190,1.1475,1.304
13:37:16:0770,0.0012,0.5768,1.0918,1.235
13:37:16:0790,0.0122,0.5448,1.0717,1.202
13:37:16:0820,0.0132,0.5250,1.0822,1.203
13:37:16:0850,0.0103,0.5162,1.0896,1.206
13:37:16:0869,-0.0073,0.5133,1.0881,1.203
13:37:16:0890,-0.0391,0.5118,1.0998,1.214
13:37:16:0910,-0.0745,0.5130,1.1152,1.230
13:37:16:0940,-0.1077,0.5206,1.0984,1.220
13:37:16:0960,-0.1287,0.5331,1.0639,1.197
13:37:16:0980,-0.1446,0.5462,1.0517,1.194
13:37:16:1010,-0.1620,0.5572,1.0590,1.208
13:37:16:1030,-0.1774,0.5668,1.0710,1.225
13:37:16:1060,-0.1920,0.5724,1.0744,1.232
13:37:16:1080,-0.2052,0.5743,1.0620,1.225
13:37:16:1110,-0.2047,0.5726,1.0400,1.205
13:37:16:1130,-0.1888,0.5638,1.0234,1.184
13:37:16:1160,-0.1669,0.5511,1.0580,1.205
13:37:16:1180,-0.1246,0.5379,1.0514,1.188
13:37:16:1210,-0.0743,0.5155,0.9938,1.122
13:37:16:1230,-0.0384,0.4815,0.9826,1.095
13:37:16:1250,-0.0093,0.4419,0.9813,1.076
13:37:16:1280,0.0156,0.4006,0.9791,1.058
13:37:16:1300,0.0349,0.3645,0.9799,1.046
13:37:16:1330,0.0410,0.3332,0.9862,1.042
13:37:16:1350,0.0376,0.3090,0.9901,1.038
13:37:16:1370,0.0310,0.2963,0.9857,1.030
13:37:16:1400,0.0127,0.2873,0.9672,1.009
13:37:16:1419,-0.0173,0.2709,0.9271,0.966
13:37:16:1440,-0.0533,0.2494,0.8809,0.917
13:37:16:1470,-0.0870,0.2282,0.8480,0.882
13:37:16:1500,-0.1080,0.2196,0.8277,0.863
13:37:16:1520,-0.1180,0.2323,0.8050,0.846
13:37:16:1550,-0.1358,0.2587,0.7610,0.815
13:37:16:1570,-0.1683,0.2973,0.6782,0.759
13:37:16:1590,-0.1925,0.3425,0.5025,0.638
13:37:16:1620,-0.1935,0.3816,0.2228,0.482
13:37:16:1650,-0.2101,0.4102,-0.0159,0.461
13:37:16:1670,-0.2636,0.4329,0.0054,0.507
13:37:16:1690,-0.3054,0.4590,0.3142,0.635
13:37:16:1710,-0.3051,0.5020,0.6559,0.881
13:37:16:1739,-0.2978,0.5624,0.8787,1.085
13:37:16:1760,-0.2929,0.6310,0.9745,1.197
13:37:16:1780,-0.2751,0.6965,0.9642,1.221
13:37:16:1810,-0.2924,0.7378,0.9530,1.240
13:37:16:1840,-0.3672,0.7431,0.9535,1.263
13:37:16:1860,-0.4427,0.7275,0.9664,1.288
13:37:16:1880,-0.4681,0.7143,0.9677,1.291
13:37:16:1900,-0.4864,0.7097,0.7383,1.134
13:37:16:1930,-0.5135,0.7011,0.5108,1.008
13:37:16:1950,-0.4991,0.6862,0.4351,0.954
13:37:16:1980,-0.4497,0.6706,0.3518,0.881
13:37:16:2000,-0.3943,0.6567,0.3645,0.848
13:37:16:2030,-0.3476,0.6471,0.4273,0.850
13:37:16:2050,-0.3173,0.6274,0.5443,0.889
13:37:16:2070,-0.2805,0.6039,0.6010,0.897
13:37:16:2100,-0.2401,0.5858,0.5631,0.847
13:37:16:2130,-0.2184,0.5677,0.5936,0.850
13:37:16:2160,-0.1908,0.5585,0.6298,0.863
13:37:16:2180,-0.1669,0.5472,0.6376,0.857
13:37:16:2200,-0.1644,0.5279,0.6445,0.849
13:37:16:2230,-0.2350,0.5255,0.7002,0.906
13:37:16:2250,-0.2980,0.5382,0.6660,0.907
13:37:16:2270,-0.2201,0.5167,0.6188,0.836
13:37:16:2290,-0.1378,0.4832,0.8304,0.971
13:37:16:2330,-0.1236,0.4676,0.9415,1.058
13:37:16:2340,-0.1493,0.4544,0.8177,0.947
13:37:16:2370,-0.1903,0.4546,0.7519,0.899
13:37:16:2390,-0.1959,0.4519,0.7705,0.915
13:37:16:2410,-0.1842,0.4537,0.7827,0.923
13:37:16:2440,-0.1659,0.4796,0.8116,0.957
13:37:16:2470,-0.1451,0.5287,0.8692,1.028
13:37:16:2500,-0.1217,0.5873,0.8890,1.072
13:37:16:2520,-0.0948,0.6259,0.8734,1.079
13:37:16:2540,-0.0801,0.6315,0.8389,1.053
13:37:16:2560,-0.1026,0.6286,0.8118,1.032
13:37:16:2590,-0.1221,0.6230,0.7830,1.008
13:37:16:2610,-0.1217,0.6093,0.7385,0.965
13:37:16:2640,-0.1065,0.6024,0.6503,0.893
13:37:16:2680,-0.0774,0.6002,0.5030,0.787
13:37:16:2690,-0.0396,0.6024,0.1893,0.633
13:37:16:2730,-0.0489,0.6029,-0.2155,0.642
13:37:16:2740,-0.1317,0.6088,-0.2042,0.655
13:37:16:2750,-0.2040,0.6496,0.2406,0.722
13:37:16:2780,-0.2211,0.7317,0.6923,1.031
13:37:16:2829,-0.1788,0.8423,0.9313,1.268
13:37:16:2880,-0.1217,0.9730,1.0087,1.407
13:37:16:2890,-0.0535,1.1152,1.3251,1.733
13:37:16:2890,0.0059,1.2244,1.3856,1.849
13:37:16:2900,-0.0679,1.2989,1.0407,1.666
13:37:16:2950,-0.1309,1.3539,0.8309,1.594
13:37:16:2970,-0.1283,1.3607,0.5944,1.490
13:37:16:3030,-0.1302,1.3434,0.4986,1.439
13:37:16:3040,-0.1006,1.3070,0.5472,1.420
