time,gFx,gFy,gFz,TgF
13:44:12:4540,0.1903,1.1296,-0.1221,1.152
13:44:12:4560,0.1859,1.1477,-0.1219,1.169
13:44:12:4590,0.1820,1.1565,-0.1192,1.177
13:44:12:4620,0.1774,1.1636,-0.1085,1.182
13:44:12:4700,0.1749,1.1790,-0.1011,1.196
13:44:12:4710,0.1842,1.2051,-0.1070,1.224
13:44:12:4720,0.1962,1.2276,-0.1153,1.248
13:44:12:4730,0.2079,1.2396,-0.1217,1.263
13:44:12:4780,0.2211,1.2549,-0.1268,1.281
13:44:12:4790,0.2326,1.2760,-0.1209,1.303
13:44:12:4810,0.2453,1.2935,-0.1004,1.320
13:44:12:4900,0.2536,1.3043,-0.0853,1.331
13:44:12:4910,0.2660,1.3282,-0.0821,1.357
13:44:12:4920,0.2802,1.3448,-0.0943,1.377
13:44:12:4920,0.2914,1.3502,-0.1099,1.386
13:44:12:4930,0.3029,1.3629,-0.1234,1.402
13:44:12:4930,0.3103,1.3639,-0.1461,1.406
13:44:12:4950,0.3193,1.3527,-0.1571,1.399
13:44:12:4990,0.3300,1.3505,-0.1588,1.399
13:44:12:5010,0.3347,1.3400,-0.1593,1.390
13:44:12:5020,0.3379,1.3190,-0.1542,1.370
13:44:12:5050,0.3322,1.2918,-0.1615,1.344
13:44:12:5070,0.3320,1.2806,-0.1710,1.334
13:44:12:5100,0.3369,1.2813,-0.1644,1.335
13:44:12:5120,0.3261,1.2513,-0.1417,1.301
13:44:12:5150,0.3188,1.2356,-0.1243,1.282
13:44:12:5170,0.3127,1.2195,-0.1297,1.266
13:44:12:5190,0.3083,1.2012,-0.1302,1.247
13:44:12:5220,0.3068,1.1951,-0.1175,1.239
13:44:12:5240,0.3012,1.1843,-0.1053,1.227
13:44:12:5270,0.2939,1.1707,-0.0855,1.210
13:44:12:5290,0.2883,1.1631,-0.0415,1.199
13:44:12:5330,0.2758,1.1702,-0.0090,1.202
13:44:12:5350,0.2499,1.1748,-0.0076,1.201
13:44:12:5370,0.2174,1.1736,-0.0105,1.194
13:44:12:5400,0.1881,1.1743,-0.0322,1.190
13:44:12:5410,0.1703,1.1821,-0.0713,1.196
13:44:12:5430,0.1505,1.1809,-0.1055,1.195
13:44:12:5460,0.1341,1.1817,-0.1370,1.197
13:44:12:5500,0.1251,1.2068,-0.1627,1.224
13:44:12:5510,0.1075,1.2254,-0.1815,1.243
13:44:12:5540,0.0857,1.2388,-0.1906,1.256
13:44:12:5560,0.0921,1.2518,-0.1676,1.266
13:44:12:5580,0.1290,1.2701,-0.1265,1.283
13:44:12:5610,0.1805,1.3522,-0.1248,1.370
13:44:12:5639,0.2504,1.5058,-0.1463,1.534
13:44:12:5689,0.2646,1.5105,-0.0814,1.536
13:44:12:5699,0.2443,1.3297,0.0261,1.352
13:44:12:5709,0.2538,1.2088,0.1590,1.245
13:44:12:5729,0.2448,1.1240,0.2621,1.180
13:44:12:5750,0.2045,1.0280,0.1827,1.064
13:44:12:5780,0.1449,0.9593,0.0388,0.971
13:44:12:5800,0.0750,0.8863,-0.0479,0.891
13:44:12:5830,0.0237,0.8174,-0.1011,0.824
13:44:12:5860,0.0078,0.7671,-0.1199,0.776
13:44:12:5890,-0.0112,0.7102,-0.0479,0.712
13:44:12:5900,-0.0217,0.6767,0.0699,0.681
13:44:12:5930,-0.0115,0.6679,0.1615,0.687
13:44:12:5950,0.0156,0.6498,0.1800,0.674
13:44:12:5980,0.0533,0.6261,0.1199,0.640
13:44:12:5990,0.0699,0.5856,0.1314,0.604
13:44:12:6020,0.1072,0.5350,0.3337,0.640
13:44:12:6040,0.1561,0.4842,0.4436,0.675
13:44:12:6070,0.1512,0.4505,0.2409,0.533
13:44:12:6090,0.1380,0.4534,-0.0054,0.474
13:44:12:6120,0.1478,0.4761,-0.1424,0.518
13:44:12:6150,0.1478,0.5001,-0.2074,0.561
13:44:12:6170,0.1412,0.5245,-0.2182,0.585
13:44:12:6190,0.1405,0.5484,-0.1840,0.595
13:44:12:6220,0.1405,0.5743,-0.1285,0.605
13:44:12:6240,0.1292,0.5885,-0.0765,0.607
13:44:12:6260,0.1148,0.5868,-0.0259,0.598
13:44:12:6290,0.1004,0.5785,0.0249,0.588
13:44:12:6330,0.0904,0.5807,0.0721,0.592
13:44:12:6340,0.0860,0.5936,0.1092,0.610
13:44:12:6360,0.0823,0.6081,0.1236,0.626
13:44:12:6390,0.0870,0.6139,0.1046,0.629
13:44:12:6410,0.0987,0.6181,0.0728,0.630
13:44:12:6440,0.1185,0.6325,0.0496,0.645
13:44:12:6460,0.1439,0.6457,0.0293,0.662
13:44:12:6500,0.1715,0.6684,0.0193,0.690
13:44:12:6500,0.2206,0.7158,0.0540,0.751
13:44:12:6540,0.2318,0.7659,0.0176,0.800
13:44:12:6550,0.1752,0.7927,-0.1309,0.822
13:44:12:6580,0.1427,0.8282,-0.1055,0.847
13:44:12:6600,0.1620,0.8768,-0.0286,0.892
13:44:12:6630,0.1852,0.9107,-0.0733,0.932
13:44:12:6680,0.1783,0.9288,-0.0945,0.950
13:44:12:6690,0.1554,0.9474,-0.0953,0.965
13:44:12:6700,0.1476,0.9699,-0.0972,0.986
13:44:12:6720,0.1612,0.9914,-0.0963,1.009
13:44:12:6750,0.1820,0.9962,-0.0721,1.015
13:44:12:6770,0.1869,0.9945,-0.0506,1.013
13:44:12:6790,0.1673,1.0004,-0.0371,1.015
13:44:12:6830,0.1495,1.0089,-0.0249,1.020
13:44:12:6850,0.1456,1.0231,-0.0232,1.034
13:44:12:6879,0.1515,1.0380,-0.0183,1.049
13:44:12:6889,0.1507,1.0534,-0.0095,1.064
13:44:12:6919,0.1510,1.0717,-0.0134,1.082
13:44:12:6939,0.1683,1.0852,-0.0283,1.099
13:44:12:6959,0.1857,1.0910,-0.0274,1.107
13:44:12:7000,0.1857,1.1018,-0.0103,1.117
13:44:12:7010,0.1725,1.1184,-0.0005,1.132
13:44:12:7040,0.1578,1.1392,0.0076,1.150
13:44:12:7060,0.1451,1.1548,0.0205,1.164
13:44:12:7080,0.1375,1.1670,0.0493,1.176
13:44:12:7110,0.1370,1.1690,0.0916,1.181
13:44:12:7130,0.1226,1.1465,0.1256,1.160
13:44:12:7160,0.0862,1.1128,0.1429,1.125
13:44:12:7190,0.0481,1.0798,0.1412,1.090
13:44:12:7220,0.0242,1.0541,0.1209,1.061
13:44:12:7230,0.0076,1.0431,0.0923,1.047
13:44:12:7250,-0.0120,1.0441,0.0664,1.046
13:44:12:7280,-0.0257,1.0573,0.0418,1.058
13:44:12:7300,-0.0156,1.0666,0.0198,1.067
13:44:12:7330,0.0171,1.0751,0.0010,1.075
13:44:12:7350,0.0489,1.0949,-0.0073,1.096
13:44:12:7380,0.0674,1.0966,-0.0239,1.099
13:44:12:7400,0.0699,1.0791,-0.0555,1.083
13:44:12:7430,0.0545,1.0654,-0.0691,1.069
13:44:12:7450,0.0357,1.0563,-0.0701,1.059
13:44:12:7490,0.0274,1.0602,-0.0721,1.063
13:44:12:7500,0.0359,1.0844,-0.0691,1.087
13:44:12:7530,0.0572,1.1252,-0.0701,1.129
13:44:12:7560,0.0618,1.1707,-0.0442,1.173
13:44:12:7570,0.0667,1.1775,-0.0208,1.180
13:44:12:7590,0.0721,1.1724,-0.0481,1.176
13:44:12:7620,0.0772,1.1736,-0.0623,1.178
13:44:12:7660,0.0799,1.1465,-0.0537,1.151
13:44:12:7670,0.0901,1.1086,-0.0591,1.114
13:44:12:7690,0.1102,1.1272,-0.0723,1.135
13:44:12:7720,0.1055,1.1479,-0.0608,1.154
13:44:12:7740,0.1104,1.1213,-0.0408,1.127
13:44:12:7760,0.1383,1.1252,-0.0608,1.135
13:44:12:7790,0.1642,1.1387,-0.1087,1.156
13:44:12:7830,0.1727,1.1497,-0.1087,1.168
13:44:12:7840,0.1319,1.1560,-0.0403,1.164
13:44:12:7860,0.0242,1.1277,0.0349,1.128
13:44:12:7890,-0.0730,1.0805,0.0904,1.087
13:44:12:7910,-0.1024,1.0568,0.1243,1.069
13:44:12:7930,-0.0911,1.0580,0.1346,1.070
13:44:12:7960,-0.0650,1.0791,0.1490,1.091
13:44:12:7990,-0.0413,1.1274,0.1659,1.140
13:44:12:8010,-0.0237,1.1824,0.1703,1.195
13:44:12:8040,0.0127,1.2801,0.2152,1.298
13:44:12:8060,0.0484,1.3915,0.3012,1.425
13:44:12:8080,0.0489,1.4206,0.3369,1.461
13:44:12:8100,0.0107,1.3190,0.3660,1.369
13:44:12:8139,-0.0835,1.1338,0.4180,1.211
13:44:12:8159,-0.1869,0.9637,0.4617,1.085
13:44:12:8179,-0.2335,0.8394,0.4241,0.969
13:44:12:8200,-0.1991,0.7969,0.2594,0.861
13:44:12:8230,-0.1058,0.8401,0.0870,0.851
13:44:12:8250,0.0049,0.9012,-0.0151,0.901
13:44:12:8280,0.1031,0.9386,-0.0486,0.945
13:44:12:8300,0.1615,0.9510,-0.0371,0.965
13:44:12:8330,0.1842,0.9528,0.0093,0.970
13:44:12:8350,0.1820,0.9459,0.0784,0.966
13:44:12:8370,0.1522,0.9017,0.1869,0.933
13:44:12:8400,0.1058,0.8291,0.2719,0.879
13:44:12:8420,0.0755,0.8015,0.2944,0.857
13:44:12:8440,0.0677,0.8057,0.3029,0.863
13:44:12:8470,0.0696,0.8042,0.2922,0.858
13:44:12:8490,0.0755,0.7988,0.2954,0.855
13:44:12:8520,0.0796,0.7893,0.3247,0.857
13:44:12:8540,0.0777,0.7747,0.3063,0.837
13:44:12:8570,0.0767,0.7556,0.2709,0.806
13:44:12:8590,0.0784,0.7402,0.2844,0.797
13:44:12:8610,0.0730,0.7192,0.2707,0.772
13:44:12:8640,0.0699,0.6965,0.2006,0.728
13:44:12:8670,0.0760,0.6769,0.1488,0.697
13:44:12:8690,0.0928,0.6559,0.1300,0.675
13:44:12:8710,0.1085,0.6308,0.0726,0.644
13:44:12:8740,0.1190,0.5839,0.0293,0.597
13:44:12:8760,0.1217,0.5128,0.0344,0.528
13:44:12:8780,0.1170,0.4412,0.0300,0.457
13:44:12:8810,0.1124,0.3699,0.0264,0.387
13:44:12:8840,0.1087,0.3017,0.0257,0.322
13:44:12:8860,0.1085,0.2465,0.0369,0.272
13:44:12:8890,0.1065,0.2059,0.0562,0.239
13:44:12:8910,0.1080,0.1735,0.0818,0.220
13:44:12:8970,0.1109,0.1510,0.1231,0.224
13:44:12:8970,0.1072,0.1432,0.1639,0.243
13:44:12:8990,0.1070,0.1390,0.2047,0.270
13:44:12:9010,0.1143,0.1344,0.2543,0.310
13:44:12:9030,0.1217,0.1317,0.2892,0.340
13:44:12:9110,0.1246,0.1234,0.3117,0.358
13:44:12:9120,0.1217,0.1134,0.3276,0.367
13:44:12:9130,0.1199,0.1112,0.3364,0.374
13:44:12:9130,0.1251,0.1207,0.3420,0.384
13:44:12:9150,0.1322,0.1392,0.3464,0.396
13:44:12:9180,0.1392,0.1634,0.3520,0.412
13:44:12:9200,0.1466,0.1898,0.3579,0.431
13:44:12:9220,0.1510,0.2174,0.3620,0.448
13:44:12:9250,0.1527,0.2448,0.3655,0.466
13:44:12:9270,0.1537,0.2707,0.3696,0.483
13:44:12:9290,0.1529,0.2983,0.3694,0.499
13:44:12:9320,0.1527,0.3230,0.3616,0.508
13:44:12:9350,0.1532,0.3415,0.3452,0.509
13:44:12:9370,0.1534,0.3520,0.3164,0.498
13:44:12:9400,0.1520,0.3523,0.2734,0.471
13:44:12:9430,0.1495,0.3503,0.2245,0.442
13:44:12:9440,0.1498,0.3525,0.1791,0.423
13:44:12:9470,0.1512,0.3589,0.1397,0.414
13:44:12:9500,0.1524,0.3718,0.1163,0.418
13:44:12:9510,0.1529,0.3855,0.1119,0.430
13:44:12:9540,0.1446,0.4036,0.1165,0.444
13:44:12:9560,0.1290,0.4180,0.1278,0.456
13:44:12:9590,0.1160,0.4370,0.1385,0.473
13:44:12:9610,0.1090,0.4698,0.1483,0.505
13:44:12:9630,0.1075,0.5081,0.1673,0.546
13:44:12:9660,0.1026,0.5445,0.1906,0.586
13:44:12:9690,0.0967,0.5790,0.2248,0.629
13:44:12:9710,0.0953,0.6100,0.2729,0.675
13:44:12:9730,0.0941,0.6445,0.3252,0.728
13:44:12:9750,0.0958,0.6703,0.3689,0.771
13:44:12:9780,0.0938,0.6769,0.3975,0.791
13:44:12:9800,0.0831,0.6987,0.4251,0.822
13:44:12:9830,0.0796,0.7383,0.4566,0.872
13:44:12:9850,0.0992,0.7908,0.4989,0.940
13:44:12:9870,0.1195,0.8389,0.5609,1.016
13:44:12:9900,0.1300,0.8802,0.6212,1.085
13:44:12:9930,0.1410,0.9322,0.6762,1.160
13:44:12:9950,0.1502,0.9933,0.7067,1.228
13:44:12:9990,0.1629,1.0517,0.6999,1.274
13:44:13:0000,0.1879,1.1223,0.6513,1.311
13:44:13:0030,0.2362,1.1853,0.5846,1.343
13:44:13:0050,0.2870,1.2437,0.4942,1.369
13:44:13:0070,0.3203,1.3248,0.3809,1.415
13:44:13:0100,0.3533,1.3595,0.2993,1.436
13:44:13:0120,0.3877,1.4118,0.2226,1.481
13:44:13:0150,0.4087,1.4841,0.1366,1.545
13:44:13:0170,0.3945,1.4909,0.0515,1.543
13:44:13:0190,0.3660,1.5036,-0.0029,1.548
13:44:13:0220,0.3405,1.5466,-0.0454,1.584
13:44:13:0240,0.3134,1.5777,-0.0718,1.610
13:44:13:0270,0.2939,1.5669,-0.0352,1.595
13:44:13:0290,0.3105,1.5865,-0.0581,1.618
13:44:13:0320,0.3325,1.6268,-0.1358,1.666
13:44:13:0340,0.3237,1.6595,-0.2018,1.703
13:44:13:0370,0.3264,1.7277,-0.2844,1.781
13:44:13:0390,0.3435,1.7997,-0.3281,1.861
13:44:13:0410,0.3501,1.8584,-0.3440,1.922
13:44:13:0429,0.3252,1.8945,-0.3362,1.951
13:44:13:0460,0.2819,1.8987,-0.3000,1.943
13:44:13:0490,0.2477,1.8767,-0.2721,1.912
13:44:13:0509,0.2255,1.8391,-0.2636,1.871
13:44:13:0530,0.2101,1.7814,-0.2831,1.816
13:44:13:0560,0.1971,1.7294,-0.3191,1.770
13:44:13:0580,0.1925,1.7027,-0.3249,1.744
13:44:13:0600,0.1915,1.6817,-0.2861,1.717
13:44:13:0640,0.1781,1.6373,-0.2384,1.664
13:44:13:0650,0.1649,1.5916,-0.1974,1.612
13:44:13:0680,0.1590,1.5681,-0.1466,1.583
13:44:13:0700,0.1546,1.5444,-0.0926,1.555
13:44:13:0730,0.1554,1.5185,-0.0428,1.527
13:44:13:0750,0.1632,1.5014,0.0195,1.510
13:44:13:0770,0.1742,1.4829,0.0804,1.495
13:44:13:0800,0.1827,1.4509,0.1280,1.468
13:44:13:0830,0.1898,1.4086,0.1622,1.431
13:44:13:0850,0.1945,1.3622,0.1849,1.388
13:44:13:0869,0.1991,1.3146,0.2006,1.345
13:44:13:0900,0.2037,1.2630,0.2030,1.295
13:44:13:0920,0.2106,1.2115,0.1932,1.245
13:44:13:0940,0.2204,1.1624,0.1778,1.196
13:44:13:0970,0.2257,1.1108,0.1632,1.145
13:44:13:1000,0.2306,1.0607,0.1549,1.097
13:44:13:1019,0.2372,1.0160,0.1532,1.055
13:44:13:1040,0.2401,0.9811,0.1600,1.023
13:44:13:1070,0.2438,0.9591,0.1713,1.004
13:44:13:1090,0.2524,0.9408,0.1849,0.991
13:44:13:1120,0.2543,0.9166,0.2062,0.973
13:44:13:1140,0.2494,0.8868,0.2235,0.948
13:44:13:1160,0.2416,0.8553,0.2372,0.920
13:44:13:1190,0.2338,0.8267,0.2528,0.896
13:44:13:1220,0.2299,0.7959,0.2626,0.869
13:44:13:1240,0.2252,0.7629,0.2626,0.838
13:44:13:1260,0.2196,0.7373,0.2590,0.812
13:44:13:1280,0.2167,0.7168,0.2614,0.793
13:44:13:1310,0.2123,0.6962,0.2655,0.775
13:44:13:1340,0.2079,0.6857,0.2663,0.764
13:44:13:1360,0.2006,0.6826,0.2687,0.760
13:44:13:1390,0.1884,0.6816,0.2719,0.758
13:44:13:1409,0.1798,0.6874,0.2724,0.761
13:44:13:1429,0.1774,0.6977,0.2770,0.771
13:44:13:1450,0.1820,0.7224,0.2956,0.801
13:44:13:1500,0.1910,0.7446,0.3193,0.832
13:44:13:1510,0.1993,0.7549,0.3359,0.850
13:44:13:1530,0.2052,0.7661,0.3484,0.866
13:44:13:1550,0.2089,0.7754,0.3594,0.880
13:44:13:1580,0.2138,0.7918,0.3721,0.901
13:44:13:1600,0.2218,0.8157,0.3843,0.929
13:44:13:1630,0.2318,0.8352,0.3826,0.947
13:44:13:1670,0.2372,0.8504,0.3708,0.958
13:44:13:1680,0.2365,0.8582,0.3618,0.961
13:44:13:1700,0.2375,0.8663,0.3552,0.966
13:44:13:1729,0.2394,0.8743,0.3523,0.973
13:44:13:1750,0.2335,0.8721,0.3501,0.968
13:44:13:1770,0.2201,0.8677,0.3435,0.959
13:44:13:1800,0.2157,0.8748,0.3288,0.959
13:44:13:1840,0.2196,0.8853,0.3054,0.962
13:44:13:1840,0.2213,0.8841,0.2619,0.948
13:44:13:1870,0.2186,0.8763,0.2042,0.926
13:44:13:1890,0.2072,0.8611,0.1529,0.899
13:44:13:1950,0.1864,0.8394,0.1119,0.867
13:44:13:1950,0.1629,0.8181,0.0816,0.838
13:44:13:1970,0.1397,0.7964,0.0559,0.811
13:44:13:2020,0.1185,0.7832,0.0381,0.793
13:44:13:2030,0.1038,0.7852,0.0313,0.793
13:44:13:2039,0.0921,0.7798,0.0235,0.786
13:44:13:2060,0.0816,0.7771,0.0247,0.782
13:44:13:2090,0.0826,0.8116,0.0401,0.817
13:44:13:2110,0.1006,0.8594,0.0555,0.867
13:44:13:2130,0.1173,0.8868,0.0618,0.897
13:44:13:2170,0.1297,0.8983,0.0562,0.909
13:44:13:2190,0.1414,0.9320,0.0655,0.945
13:44:13:2210,0.1593,0.9933,0.1124,1.012
13:44:13:2230,0.1896,1.0461,0.1637,1.076
13:44:13:2260,0.2006,1.0668,0.1906,1.102
13:44:13:2280,0.1989,1.0751,0.1959,1.111
13:44:13:2300,0.1957,1.0920,0.1993,1.127
13:44:13:2340,0.1896,1.1089,0.2042,1.143
13:44:13:2360,0.1893,1.1140,0.2040,1.148
13:44:13:2380,0.1820,1.1059,0.1927,1.137
13:44:13:2400,0.1700,1.1040,0.1686,1.130
13:44:13:2420,0.1598,1.1093,0.1414,1.130
13:44:13:2450,0.1554,1.1157,0.1160,1.132
13:44:13:2470,0.1578,1.1279,0.0982,1.143
13:44:13:2510,0.1566,1.1409,0.0945,1.155
13:44:13:2540,0.1444,1.1357,0.0967,1.149
13:44:13:2550,0.1297,1.1228,0.0872,1.134
13:44:13:2570,0.1427,1.1467,0.0794,1.158
13:44:13:2590,0.1732,1.1995,0.0938,1.216
13:44:13:2620,0.1930,1.2447,0.1234,1.266
13:44:13:2640,0.1962,1.2679,0.1417,1.291
13:44:13:2670,0.1903,1.2730,0.1395,1.295
13:44:13:2690,0.1820,1.2593,0.1239,1.278
13:44:13:2720,0.1805,1.2359,0.1072,1.254
13:44:13:2740,0.1935,1.2281,0.0987,1.247
13:44:13:2770,0.2045,1.2210,0.1014,1.242
13:44:13:2790,0.2081,1.2019,0.1170,1.225
13:44:13:2839,0.2162,1.1941,0.1339,1.221
13:44:13:2839,0.2223,1.1817,0.1490,1.212
13:44:13:2870,0.2162,1.1394,0.1710,1.172
13:44:13:2890,0.2123,1.1052,0.1971,1.143
13:44:13:2910,0.2182,1.0935,0.2128,1.135
13:44:13:2930,0.2248,1.0737,0.2111,1.117
13:44:13:2960,0.2284,1.0417,0.2055,1.086
13:44:13:3000,0.2348,1.0036,0.2081,1.051
13:44:13:3010,0.2331,0.9545,0.2321,1.010
13:44:13:3040,0.2150,0.9039,0.2743,0.969
13:44:13:3060,0.1888,0.8751,0.2936,0.942
13:44:13:3080,0.1698,0.8643,0.2912,0.928
13:44:13:3100,0.1730,0.8531,0.2993,0.920
13:44:13:3130,0.2062,0.8961,0.3122,0.971
13:44:13:3160,0.2575,0.9850,0.3208,1.067
13:44:13:3180,0.2968,1.0529,0.3203,1.140
13:44:13:3200,0.3115,1.0842,0.3056,1.169
13:44:13:3230,0.3015,1.0793,0.2785,1.155
13:44:13:3250,0.2868,1.0678,0.2431,1.132
13:44:13:3270,0.2770,1.0573,0.2103,1.113
13:44:13:3300,0.2609,1.0351,0.1803,1.083
13:44:13:3330,0.2436,1.0126,0.1576,1.053
13:44:13:3350,0.2360,0.9950,0.1612,1.035
13:44:13:3380,0.2328,0.9894,0.1639,1.030
13:44:13:3400,0.2350,1.0080,0.1546,1.046
13:44:13:3420,0.2463,1.0192,0.1620,1.061
13:44:13:3449,0.2470,1.0038,0.1832,1.050
13:44:13:3469,0.2419,0.9848,0.1913,1.032
13:44:13:3510,0.2375,0.9806,0.1698,1.023
13:44:13:3520,0.2375,0.9806,0.1500,1.020
13:44:13:3540,0.2428,0.9647,0.1549,1.007
13:44:13:3560,0.2416,0.9471,0.1671,0.992
13:44:13:3590,0.2409,0.9447,0.1644,0.989
13:44:13:3620,0.2472,0.9562,0.1588,1.000
13:44:13:3640,0.2467,0.9706,0.1505,1.013
13:44:13:3660,0.2357,0.9701,0.1485,1.009
13:44:13:3690,0.2213,0.9593,0.1615,0.998
13:44:13:3710,0.2133,0.9510,0.1664,0.989
13:44:13:3740,0.2118,0.9449,0.1840,0.986
13:44:13:3760,0.2001,0.9601,0.2050,1.002
13:44:13:3790,0.1964,0.9852,0.2265,1.030
13:44:13:3810,0.2047,0.9975,0.2580,1.050
13:44:13:3840,0.2015,1.0089,0.2741,1.065
13:44:13:3860,0.1903,1.0146,0.2863,1.071
13:44:13:3880,0.1800,1.0138,0.2973,1.072
13:44:13:3900,0.1703,1.0143,0.2905,1.069
13:44:13:3930,0.1656,1.0160,0.2756,1.066
13:44:13:3960,0.1598,1.0226,0.2533,1.066
13:44:13:3980,0.1568,1.0287,0.2323,1.066
13:44:13:4010,0.1573,1.0436,0.1927,1.073
13:44:13:4030,0.1686,1.0593,0.1463,1.083
13:44:13:4050,0.1908,1.0583,0.1163,1.082
13:44:13:4079,0.2006,1.0395,0.0816,1.062
13:44:13:4100,0.1879,1.0292,0.0450,1.047
13:44:13:4120,0.1735,1.0395,0.0322,1.054
13:44:13:4150,0.1771,1.0204,0.0542,1.037
13:44:13:4170,0.1752,0.9855,0.0708,1.003
13:44:13:4200,0.1637,0.9718,0.0674,0.988
13:44:13:4220,0.1544,0.9479,0.0748,0.963
13:44:13:4240,0.1353,0.9183,0.1006,0.934
13:44:13:4270,0.1002,0.9344,0.1129,0.947
13:44:13:4300,0.0823,0.9642,0.1175,0.975
13:44:13:4330,0.0914,0.9642,0.1283,0.977
13:44:13:4340,0.0872,0.9808,0.1283,0.993
13:44:13:4370,0.0789,1.0199,0.1378,1.032
13:44:13:4390,0.0828,1.0461,0.1542,1.061
13:44:13:4420,0.0943,1.0444,0.1634,1.061
13:44:13:4440,0.1019,1.0263,0.1681,1.045
13:44:13:4470,0.0965,1.0295,0.1620,1.047
13:44:13:4490,0.1043,1.0453,0.1695,1.064
13:44:13:4520,0.1243,1.0517,0.1947,1.077
13:44:13:4540,0.1383,1.0656,0.2194,1.097
13:44:13:4560,0.1280,1.0842,0.2594,1.122
13:44:13:4590,0.1195,1.0712,0.2641,1.110
13:44:13:4610,0.1615,1.0356,0.2343,1.074
13:44:13:4640,0.1996,1.0177,0.2233,1.061
13:44:13:4660,0.1959,1.0177,0.2199,1.059
13:44:13:4680,0.1862,1.0226,0.2323,1.065
13:44:13:4710,0.1840,1.0238,0.2724,1.075
13:44:13:4730,0.1822,1.0238,0.3205,1.088
13:44:13:4750,0.1774,1.0214,0.3562,1.096
13:44:13:4780,0.1686,1.0163,0.3769,1.097
13:44:13:4800,0.1576,1.0094,0.3809,1.090
13:44:13:4830,0.1573,0.9965,0.3664,1.073
13:44:13:4860,0.1725,0.9830,0.3337,1.052
13:44:13:4890,0.1835,0.9713,0.2932,1.031
13:44:13:4900,0.1788,0.9618,0.2546,1.011
13:44:13:4930,0.1778,0.9510,0.2362,0.996
13:44:13:4950,0.1808,0.9420,0.2294,0.986
13:44:13:4980,0.1756,0.9393,0.2274,0.982
13:44:13:5010,0.1720,0.9330,0.2323,0.977
13:44:13:5030,0.1688,0.9264,0.2384,0.971
13:44:13:5050,0.1566,0.9291,0.2404,0.972
13:44:13:5070,0.1520,0.9398,0.2335,0.980
13:44:13:5090,0.1632,0.9501,0.2213,0.989
13:44:13:5120,0.1793,0.9598,0.2050,0.998
13:44:13:5150,0.1969,0.9642,0.1820,1.001
13:44:13:5170,0.2089,0.9591,0.1581,0.994
13:44:13:5200,0.2050,0.9596,0.1424,0.992
13:44:13:5220,0.2020,0.9608,0.1349,0.991
13:44:13:5240,0.2006,0.9567,0.1341,0.987
13:44:13:5260,0.1888,0.9535,0.1412,0.982
13:44:13:5290,0.1749,0.9591,0.1561,0.987
13:44:13:5310,0.1649,0.9686,0.1771,0.998
13:44:13:5340,0.1576,0.9747,0.1930,1.006
13:44:13:5360,0.1446,0.9784,0.1935,1.008
13:44:13:5390,0.1226,0.9813,0.1893,1.007
13:44:13:5410,0.0997,0.9818,0.1876,1.005
13:44:13:5440,0.0782,0.9755,0.1920,0.997
13:44:13:5460,0.0638,0.9735,0.1996,0.996
13:44:13:5480,0.0515,0.9830,0.2003,1.005
13:44:13:5510,0.0420,0.9972,0.2096,1.020
13:44:13:5530,0.0406,1.0019,0.2218,1.027
13:44:13:5560,0.0413,0.9982,0.2206,1.023
13:44:13:5580,0.0393,0.9982,0.2120,1.021
13:44:13:5600,0.0342,1.0043,0.2059,1.026
13:44:13:5629,0.0310,1.0133,0.2035,1.034
13:44:13:5659,0.0300,1.0221,0.1959,1.041
13:44:13:5679,0.0308,1.0260,0.1871,1.043
13:44:13:5699,0.0337,1.0287,0.1771,1.044
13:44:13:5729,0.0401,1.0319,0.1585,1.045
13:44:13:5750,0.0493,1.0300,0.1373,1.040
13:44:13:5770,0.0625,1.0248,0.1170,1.033
13:44:13:5800,0.0814,1.0087,0.0911,1.016
13:44:13:5830,0.0926,0.9906,0.0640,0.997
13:44:13:5850,0.0892,0.9782,0.0462,0.983
13:44:13:5870,0.0789,0.9608,0.0423,0.965
13:44:13:5890,0.0664,0.9452,0.0481,0.949
13:44:13:5930,0.0547,0.9349,0.0567,0.938
13:44:13:5940,0.0550,0.9273,0.0662,0.931
13:44:13:5970,0.0667,0.9215,0.0682,0.926
13:44:13:6000,0.0823,0.9134,0.0650,0.919
13:44:13:6020,0.0931,0.9063,0.0672,0.914
13:44:13:6050,0.1046,0.9024,0.0708,0.911
13:44:13:6070,0.1178,0.8993,0.0767,0.910
13:44:13:6090,0.1131,0.8934,0.0818,0.904
13:44:13:6110,0.1048,0.8865,0.0862,0.897
13:44:13:6140,0.1026,0.8824,0.0916,0.893
13:44:13:6170,0.0963,0.8861,0.0975,0.897
13:44:13:6190,0.0887,0.9000,0.1134,0.911
13:44:13:6210,0.0860,0.9144,0.1356,0.928
13:44:13:6230,0.0953,0.9200,0.1607,0.939
13:44:13:6260,0.0926,0.9229,0.1876,0.946
13:44:13:6280,0.0745,0.9405,0.1906,0.963
13:44:13:6310,0.0748,0.9664,0.1813,0.986
13:44:13:6340,0.0882,0.9926,0.1898,1.014
13:44:13:6360,0.0926,1.0187,0.1986,1.042
13:44:13:6380,0.0835,1.0444,0.1979,1.066
13:44:13:6410,0.0735,1.0693,0.1906,1.089
13:44:13:6430,0.0767,1.0932,0.1810,1.111
13:44:13:6450,0.0826,1.1157,0.1749,1.132
13:44:13:6480,0.0806,1.1350,0.1730,1.151
13:44:13:6510,0.0782,1.1499,0.1703,1.165
