time,gFx,gFy,gFz,TgF
13:41:44:8810,-0.0007,0.5221,0.8431,0.992
13:41:44:8830,-0.0005,0.5245,0.8345,0.986
13:41:44:8860,0.0037,0.5277,0.8260,0.980
13:41:44:8920,0.0090,0.5304,0.8206,0.977
13:41:44:8960,0.0139,0.5316,0.8174,0.975
13:41:44:8970,0.0186,0.5338,0.8159,0.975
13:41:44:8970,0.0230,0.5353,0.8152,0.975
13:41:44:8980,0.0264,0.5372,0.8140,0.976
13:41:44:9010,0.0291,0.5404,0.8142,0.978
13:41:44:9030,0.0320,0.5418,0.8172,0.981
13:41:44:9050,0.0337,0.5418,0.8269,0.989
13:41:44:9080,0.0366,0.5399,0.8401,0.999
13:41:44:9100,0.0386,0.5367,0.8460,1.003
13:41:44:9120,0.0376,0.5343,0.8475,1.003
13:41:44:9150,0.0364,0.5306,0.8499,1.003
13:41:44:9170,0.0349,0.5262,0.8536,1.003
13:41:44:9200,0.0352,0.5223,0.8555,1.003
13:41:44:9220,0.0352,0.5194,0.8558,1.002
13:41:44:9250,0.0332,0.5164,0.8570,1.001
13:41:44:9270,0.0288,0.5118,0.8594,1.001
13:41:44:9290,0.0232,0.5079,0.8653,1.004
13:41:44:9320,0.0188,0.5042,0.8753,1.010
13:41:44:9340,0.0134,0.4996,0.8863,1.017
13:41:44:9370,0.0086,0.4974,0.8951,1.024
13:41:44:9400,0.0056,0.4957,0.8966,1.024
13:41:44:9420,0.0007,0.4925,0.8983,1.024
13:41:44:9440,-0.0042,0.4918,0.9010,1.026
13:41:44:9460,-0.0073,0.4901,0.8995,1.024
13:41:44:9490,-0.0117,0.4847,0.8961,1.019
13:41:44:9510,-0.0137,0.4800,0.8905,1.012
13:41:44:9540,-0.0139,0.4759,0.8873,1.007
13:41:44:9560,-0.0142,0.4732,0.8870,1.005
13:41:44:9580,-0.0156,0.4720,0.8826,1.001
13:41:44:9610,-0.0191,0.4688,0.8716,0.990
13:41:44:9630,-0.0225,0.4656,0.8602,0.978
13:41:44:9660,-0.0276,0.4632,0.8538,0.972
13:41:44:9680,-0.0362,0.4620,0.8523,0.970
13:41:44:9710,-0.0467,0.4588,0.8511,0.968
13:41:44:9730,-0.0545,0.4532,0.8472,0.962
13:41:44:9760,-0.0572,0.4493,0.8411,0.955
13:41:44:9780,-0.0574,0.4480,0.8318,0.947
13:41:44:9800,-0.0572,0.4473,0.8208,0.937
13:41:44:9830,-0.0535,0.4473,0.8108,0.928
13:41:44:9860,-0.0489,0.4505,0.8023,0.921
13:41:44:9880,-0.0435,0.4563,0.7918,0.915
13:41:44:9900,-0.0352,0.4629,0.7800,0.908
13:41:44:9920,-0.0235,0.4681,0.7666,0.899
13:41:44:9950,-0.0125,0.4720,0.7512,0.887
13:41:44:9970,-0.0024,0.4791,0.7375,0.879
13:41:45:0000,0.0061,0.4879,0.7285,0.877
13:41:45:0020,0.0127,0.4949,0.7241,0.877
13:41:45:0060,0.0203,0.5006,0.7226,0.879
13:41:45:0070,0.0257,0.5062,0.7236,0.883
13:41:45:0100,0.0296,0.5118,0.7248,0.888
13:41:45:0120,0.0352,0.5164,0.7234,0.889
13:41:45:0150,0.0384,0.5206,0.7229,0.892
13:41:45:0170,0.0398,0.5243,0.7238,0.895
13:41:45:0190,0.0437,0.5287,0.7238,0.897
13:41:45:0220,0.0454,0.5311,0.7253,0.900
13:41:45:0270,0.0428,0.5274,0.7309,0.902
13:41:45:0270,0.0374,0.5211,0.7373,0.904
13:41:45:0290,0.0318,0.5150,0.7510,0.911
13:41:45:0310,0.0283,0.5106,0.7727,0.927
13:41:45:0340,0.0264,0.5059,0.7949,0.943
13:41:45:0360,0.0259,0.5018,0.8174,0.959
13:41:45:0390,0.0264,0.4998,0.8392,0.977
13:41:45:0410,0.0293,0.5008,0.8619,0.997
13:41:45:0429,0.0359,0.5047,0.8848,1.019
13:41:45:0460,0.0440,0.5098,0.9051,1.040
13:41:45:0480,0.0540,0.5162,0.9203,1.057
13:41:45:0509,0.0621,0.5211,0.9310,1.069
13:41:45:0540,0.0652,0.5235,0.9381,1.076
13:41:45:0560,0.0638,0.5252,0.9437,1.082
13:41:45:0580,0.0599,0.5257,0.9471,1.085
13:41:45:0610,0.0533,0.5247,0.9469,1.084
13:41:45:0630,0.0432,0.5235,0.9427,1.079
13:41:45:0650,0.0366,0.5218,0.9344,1.071
13:41:45:0670,0.0315,0.5194,0.9242,1.061
13:41:45:0709,0.0247,0.5174,0.9129,1.050
13:41:45:0750,0.0164,0.5125,0.8983,1.034
13:41:45:0750,0.0083,0.5074,0.8834,1.019
13:41:45:0770,0.0007,0.5050,0.8721,1.008
13:41:45:0800,-0.0044,0.5042,0.8648,1.001
13:41:45:0820,-0.0071,0.5047,0.8641,1.001
13:41:45:0850,-0.0076,0.5052,0.8651,1.002
13:41:45:0880,-0.0054,0.5086,0.8619,1.001
13:41:45:0900,-0.0068,0.5086,0.8558,0.996
13:41:45:0920,-0.0071,0.5045,0.8489,0.988
13:41:45:0940,-0.0054,0.5015,0.8414,0.980
13:41:45:0970,-0.0064,0.4998,0.8338,0.972
13:41:45:0990,-0.0078,0.4964,0.8228,0.961
13:41:45:1019,-0.0086,0.4927,0.8106,0.949
13:41:45:1080,-0.0103,0.4940,0.8296,0.966
13:41:45:1110,-0.0117,0.4949,0.8555,0.988
13:41:45:1110,-0.0144,0.4898,0.8350,0.968
13:41:45:1130,-0.0205,0.4774,0.8206,0.950
13:41:45:1140,-0.0247,0.4651,0.8169,0.940
13:41:45:1170,-0.0220,0.4585,0.7942,0.917
13:41:45:1190,-0.0151,0.4549,0.7810,0.904
13:41:45:1230,-0.0083,0.4551,0.7752,0.899
13:41:45:1250,0.0005,0.4571,0.7730,0.898
13:41:45:1260,0.0112,0.4612,0.7776,0.904
13:41:45:1280,0.0188,0.4681,0.7825,0.912
13:41:45:1310,0.0239,0.4744,0.7879,0.920
13:41:45:1330,0.0278,0.4827,0.7979,0.933
13:41:45:1360,0.0303,0.4886,0.8103,0.947
13:41:45:1380,0.0308,0.4901,0.8233,0.959
13:41:45:1409,0.0349,0.4898,0.8355,0.969
13:41:45:1429,0.0432,0.4832,0.8470,0.976
13:41:45:1450,0.0523,0.4734,0.8577,0.981
13:41:45:1480,0.0608,0.4659,0.8675,0.987
13:41:45:1500,0.0657,0.4554,0.8763,0.990
13:41:45:1530,0.0664,0.4422,0.8807,0.988
13:41:45:1550,0.0635,0.4270,0.8814,0.981
13:41:45:1580,0.0569,0.4116,0.8790,0.972
13:41:45:1600,0.0459,0.3987,0.8741,0.962
13:41:45:1630,0.0288,0.3867,0.8699,0.952
13:41:45:1650,0.0115,0.3767,0.8692,0.947
13:41:45:1670,-0.0046,0.3667,0.8743,0.948
13:41:45:1700,-0.0230,0.3542,0.8802,0.949
13:41:45:1719,-0.0410,0.3440,0.8846,0.950
13:41:45:1750,-0.0545,0.3347,0.8858,0.949
13:41:45:1770,-0.0594,0.3269,0.8870,0.947
13:41:45:1790,-0.0577,0.3237,0.8902,0.949
13:41:45:1820,-0.0530,0.3222,0.8909,0.949
13:41:45:1840,-0.0457,0.3232,0.8912,0.949
13:41:45:1870,-0.0357,0.3254,0.8914,0.950
13:41:45:1930,-0.0237,0.3244,0.8883,0.946
13:41:45:1950,-0.0144,0.3205,0.8760,0.933
13:41:45:1950,-0.0088,0.3181,0.8589,0.916
13:41:45:1970,-0.0017,0.3181,0.8421,0.900
13:41:45:1990,0.0093,0.3176,0.8186,0.878
13:41:45:2010,0.0271,0.3191,0.7883,0.851
13:41:45:2050,0.0542,0.3276,0.7612,0.830
13:41:45:2060,0.0884,0.3427,0.7429,0.823
13:41:45:2080,0.1248,0.3642,0.7339,0.829
13:41:45:2110,0.1600,0.3892,0.7292,0.842
13:41:45:2130,0.1930,0.4121,0.7282,0.859
13:41:45:2160,0.2228,0.4339,0.7373,0.884
13:41:45:2180,0.2484,0.4527,0.7566,0.916
13:41:45:2210,0.2709,0.4671,0.7800,0.949
13:41:45:2240,0.2917,0.4774,0.8067,0.982
13:41:45:2260,0.3078,0.4825,0.8362,1.013
13:41:45:2300,0.3181,0.4835,0.8614,1.038
13:41:45:2310,0.3247,0.4844,0.8797,1.055
13:41:45:2340,0.3244,0.4852,0.8936,1.067
13:41:45:2350,0.3205,0.4849,0.9007,1.072
13:41:45:2380,0.3139,0.4857,0.9056,1.074
13:41:45:2400,0.3027,0.4861,0.9132,1.078
13:41:45:2430,0.2883,0.4869,0.9249,1.084
13:41:45:2450,0.2731,0.4852,0.9242,1.079
13:41:45:2470,0.2577,0.4800,0.9188,1.068
13:41:45:2500,0.2445,0.4739,0.9176,1.061
13:41:45:2520,0.2328,0.4651,0.9078,1.046
13:41:45:2550,0.2204,0.4563,0.8946,1.028
13:41:45:2580,0.2094,0.4507,0.8934,1.022
13:41:45:2590,0.1998,0.4456,0.9019,1.026
13:41:45:2630,0.1920,0.4348,0.9056,1.023
13:41:45:2640,0.1788,0.4185,0.9701,1.072
13:41:45:2670,0.1705,0.3906,1.0871,1.168
13:41:45:2690,0.1610,0.3657,1.1054,1.175
13:41:45:2730,0.1407,0.3606,0.9965,1.069
13:41:45:2740,0.1251,0.3645,0.9063,0.985
13:41:45:2770,0.1148,0.3686,0.9017,0.981
13:41:45:2790,0.1082,0.3743,0.9076,0.988
13:41:45:2819,0.1129,0.3721,0.9359,1.013
13:41:45:2839,0.1312,0.3611,1.0038,1.075
13:41:45:2859,0.1422,0.3574,1.0021,1.073
13:41:45:2890,0.1356,0.3635,0.9222,1.001
13:41:45:2910,0.1268,0.3772,0.8514,0.940
13:41:45:2940,0.1231,0.3967,0.8135,0.913
13:41:45:2960,0.1180,0.4153,0.7969,0.906
13:41:45:2980,0.0948,0.4197,0.8050,0.913
13:41:45:3010,0.0713,0.4094,0.8536,0.949
13:41:45:3040,0.0638,0.4158,0.8651,0.962
13:41:45:3090,0.0613,0.4510,0.7839,0.906
13:41:45:3100,0.0713,0.4996,0.6948,0.859
13:41:45:3110,0.0862,0.5533,0.6359,0.847
13:41:45:3130,0.0894,0.6010,0.5577,0.825
13:41:45:3160,0.1175,0.6142,0.5506,0.833
13:41:45:3180,0.1649,0.6019,0.6242,0.883
13:41:45:3220,0.1896,0.5856,0.6831,0.919
13:41:45:3250,0.2040,0.5633,0.7192,0.936
13:41:45:3250,0.2245,0.5416,0.7209,0.929
13:41:45:3280,0.2506,0.5182,0.7143,0.917
13:41:45:3300,0.2775,0.5013,0.7177,0.918
13:41:45:3320,0.3066,0.4945,0.7219,0.927
13:41:45:3350,0.3332,0.4930,0.7234,0.937
13:41:45:3390,0.3535,0.5013,0.7221,0.947
13:41:45:3410,0.3667,0.5108,0.7187,0.955
13:41:45:3420,0.3762,0.5208,0.7158,0.962
13:41:45:3439,0.3816,0.5355,0.7163,0.972
13:41:45:3469,0.3784,0.5472,0.7199,0.980
13:41:45:3489,0.3804,0.5565,0.7209,0.987
13:41:45:3520,0.3823,0.5624,0.7190,0.990
13:41:45:3570,0.3760,0.5646,0.7170,0.987
13:41:45:3570,0.3674,0.5704,0.7170,0.987
13:41:45:3590,0.3584,0.5760,0.7190,0.989
13:41:45:3610,0.3496,0.5790,0.7197,0.988
13:41:45:3640,0.3405,0.5804,0.7143,0.981
13:41:45:3660,0.3327,0.5809,0.7097,0.976
13:41:45:3680,0.3244,0.5787,0.7114,0.973
13:41:45:3730,0.3225,0.5712,0.7097,0.966
13:41:45:3740,0.3198,0.5646,0.7094,0.961
13:41:45:3760,0.3149,0.5646,0.7214,0.969
13:41:45:3780,0.3137,0.5682,0.7314,0.978
13:41:45:3810,0.3142,0.5670,0.7392,0.983
13:41:45:3830,0.3156,0.5597,0.7473,0.986
13:41:45:3850,0.3122,0.5533,0.7468,0.980
13:41:45:3910,0.3056,0.5472,0.7478,0.976
13:41:45:3910,0.2990,0.5399,0.7502,0.971
13:41:45:3950,0.2902,0.5365,0.7449,0.963
13:41:45:3960,0.2724,0.5343,0.7456,0.957
13:41:45:3980,0.2463,0.5296,0.7559,0.955
13:41:45:4000,0.2287,0.5262,0.7549,0.948
13:41:45:4030,0.2262,0.5240,0.7502,0.943
13:41:45:4060,0.2350,0.5235,0.7654,0.957
13:41:45:4069,0.2482,0.5238,0.7771,0.969
13:41:45:4100,0.2653,0.5257,0.7715,0.971
13:41:45:4120,0.2868,0.5328,0.7693,0.979
13:41:45:4150,0.3034,0.5433,0.7649,0.986
13:41:45:4170,0.3164,0.5524,0.7563,0.989
13:41:45:4190,0.3288,0.5597,0.7451,0.988
13:41:45:4240,0.3459,0.5697,0.7263,0.986
13:41:45:4250,0.3647,0.5831,0.7114,0.990
13:41:45:4270,0.3774,0.5961,0.6982,0.993
13:41:45:4290,0.3899,0.6088,0.6855,0.996
13:41:45:4320,0.3975,0.6200,0.6747,0.999
13:41:45:4340,0.4043,0.6278,0.6540,0.993
13:41:45:4370,0.4160,0.6354,0.6386,0.992
13:41:45:4390,0.4329,0.6427,0.6445,1.008
13:41:45:4420,0.4527,0.6474,0.6496,1.023
13:41:45:4440,0.4671,0.6508,0.6339,1.022
13:41:45:4460,0.4771,0.6547,0.6195,1.020
13:41:45:4490,0.4864,0.6581,0.6293,1.032
13:41:45:4510,0.4942,0.6584,0.6457,1.046
13:41:45:4560,0.5084,0.6574,0.6655,1.065
13:41:45:4580,0.5465,0.6589,0.6787,1.092
13:41:45:4590,0.5685,0.6550,0.6831,1.104
13:41:45:4610,0.5418,0.6508,0.6977,1.097
13:41:45:4630,0.5201,0.6581,0.7151,1.102
13:41:45:4660,0.5519,0.6647,0.7236,1.127
13:41:45:4680,0.5763,0.6657,0.7375,1.149
13:41:45:4720,0.5572,0.6630,0.7668,1.157
13:41:45:4730,0.5321,0.6552,0.7874,1.154
13:41:45:4760,0.5045,0.6366,0.7981,1.139
13:41:45:4780,0.4727,0.6171,0.8125,1.124
13:41:45:4800,0.4373,0.5988,0.8277,1.111
13:41:45:4830,0.4050,0.5841,0.8436,1.103
13:41:45:4910,0.3870,0.5709,0.8577,1.101
13:41:45:4930,0.3789,0.5431,0.8795,1.101
13:41:45:4930,0.3667,0.5282,0.8570,1.071
13:41:45:4940,0.4160,0.5282,0.3144,0.742
13:41:45:4950,0.5382,0.5028,-0.3537,0.817
13:41:45:4970,0.6063,0.4546,-0.1344,0.770
13:41:45:5000,0.5870,0.4236,0.3975,0.826
13:41:45:5040,0.5582,0.4104,0.5343,0.875
13:41:45:5110,0.5682,0.3860,0.5533,0.882
13:41:45:5120,0.6232,0.3623,0.5995,0.938
