time,gFx,gFy,gFz,TgF
13:40:20:1670,0.1202,0.5054,0.8335,0.982
13:40:20:1700,0.1209,0.5023,0.8367,0.983
13:40:20:1719,0.1209,0.5025,0.8367,0.983
13:40:20:1760,0.1217,0.5023,0.8287,0.977
13:40:20:1770,0.1253,0.4996,0.8135,0.963
13:40:20:1800,0.1295,0.5020,0.7979,0.952
13:40:20:1830,0.1344,0.5123,0.7932,0.954
13:40:20:1840,0.1375,0.5213,0.7998,0.965
13:40:20:1870,0.1375,0.5245,0.8076,0.973
13:40:20:1890,0.1390,0.5240,0.8101,0.975
13:40:20:1920,0.1392,0.5204,0.8074,0.971
13:40:20:1940,0.1283,0.5245,0.8018,0.967
13:40:20:1960,0.0823,0.5448,0.7952,0.967
13:40:20:1990,0.0550,0.5524,0.7771,0.955
13:40:20:2010,0.0787,0.5355,0.7651,0.937
13:40:20:2039,0.1024,0.5162,0.7690,0.932
13:40:20:2060,0.1146,0.4979,0.7715,0.925
13:40:20:2090,0.1251,0.4832,0.7673,0.915
13:40:20:2110,0.1392,0.4739,0.7620,0.908
13:40:20:2130,0.1488,0.4703,0.7627,0.908
13:40:20:2160,0.1527,0.4730,0.7710,0.917
13:40:20:2180,0.1554,0.4793,0.7773,0.926
13:40:20:2210,0.1573,0.4874,0.7776,0.931
13:40:20:2320,0.1576,0.4959,0.7761,0.934
13:40:20:2340,0.1568,0.5042,0.7764,0.939
13:40:20:2350,0.1507,0.5098,0.7869,0.950
13:40:20:2350,0.1412,0.5111,0.8013,0.961
13:40:20:2360,0.1334,0.5113,0.8091,0.966
13:40:20:2370,0.1258,0.5091,0.8128,0.967
13:40:20:2380,0.1234,0.5052,0.8130,0.965
13:40:20:2500,0.1261,0.5023,0.8118,0.963
13:40:20:2510,0.1312,0.5042,0.8108,0.964
13:40:20:2510,0.1368,0.5050,0.8113,0.965
13:40:20:2520,0.1419,0.5001,0.8047,0.958
13:40:20:2520,0.1488,0.5015,0.7942,0.951
13:40:20:2520,0.1551,0.5086,0.7979,0.959
13:40:20:2560,0.1568,0.5069,0.8057,0.965
13:40:20:2590,0.1551,0.4981,0.8059,0.960
13:40:20:2610,0.1512,0.4888,0.8069,0.955
13:40:20:2630,0.1488,0.4800,0.8216,0.963
13:40:20:2650,0.1480,0.4764,0.8411,0.978
13:40:20:2690,0.1483,0.4774,0.8543,0.990
13:40:20:2710,0.1520,0.4808,0.8638,1.000
13:40:20:2730,0.1563,0.4869,0.8714,1.010
13:40:20:2770,0.1632,0.4932,0.8765,1.019
13:40:20:2770,0.1727,0.4984,0.8814,1.027
13:40:20:2810,0.1791,0.5059,0.8924,1.041
13:40:20:2829,0.1840,0.5113,0.9037,1.054
13:40:20:2849,0.1918,0.5111,0.9068,1.058
13:40:20:2880,0.1998,0.5094,0.9073,1.060
13:40:20:2900,0.2077,0.5094,0.9112,1.064
13:40:20:2940,0.2160,0.5113,0.9171,1.072
13:40:20:2950,0.2262,0.5160,0.9227,1.081
13:40:20:2970,0.2409,0.5235,0.9227,1.088
13:40:20:3000,0.2582,0.5313,0.9098,1.085
13:40:20:3040,0.2714,0.5360,0.8939,1.077
13:40:20:3040,0.2699,0.5345,0.8897,1.072
13:40:20:3070,0.2636,0.5291,0.8804,1.060
13:40:20:3100,0.2624,0.5277,0.8575,1.040
13:40:20:3110,0.2575,0.5265,0.8355,1.021
13:40:20:3140,0.2489,0.5238,0.8213,1.005
13:40:20:3170,0.2382,0.5218,0.8113,0.994
13:40:20:3190,0.2240,0.5182,0.8050,0.983
13:40:20:3220,0.2108,0.5125,0.8028,0.975
13:40:20:3280,0.1947,0.5042,0.8267,0.988
13:40:20:3290,0.1820,0.5003,0.8484,1.002
13:40:20:3290,0.1808,0.5050,0.8199,0.980
13:40:20:3310,0.1752,0.5079,0.7888,0.954
13:40:20:3350,0.1625,0.5030,0.7859,0.947
13:40:20:3370,0.1498,0.4940,0.7998,0.952
13:40:20:3380,0.1361,0.4844,0.8157,0.958
13:40:20:3410,0.1170,0.4720,0.8499,0.979
13:40:20:3469,0.0960,0.4603,0.8993,1.015
13:40:20:3479,0.0870,0.4563,0.9120,1.023
13:40:20:3489,0.0848,0.4546,0.8892,1.002
13:40:20:3500,0.0872,0.4539,0.8690,0.984
13:40:20:3520,0.0926,0.4539,0.8592,0.976
13:40:20:3550,0.0970,0.4527,0.8475,0.966
13:40:20:3670,0.1019,0.4519,0.8345,0.954
13:40:20:3680,0.1041,0.4517,0.8181,0.940
13:40:20:3680,0.1033,0.4532,0.7996,0.925
13:40:20:3690,0.1043,0.4588,0.7964,0.925
13:40:20:3690,0.1041,0.4661,0.8101,0.940
13:40:20:3690,0.0999,0.4725,0.8096,0.943
13:40:20:3720,0.0953,0.4774,0.7918,0.929
13:40:20:3770,0.0906,0.4852,0.7795,0.923
13:40:20:3780,0.0904,0.4969,0.7739,0.924
13:40:20:3800,0.0985,0.5108,0.7637,0.924
13:40:20:3820,0.1109,0.5211,0.7495,0.920
13:40:20:3840,0.1256,0.5230,0.7326,0.909
13:40:20:3870,0.1417,0.5265,0.7031,0.890
13:40:20:3900,0.1537,0.5318,0.6901,0.885
13:40:20:3930,0.1583,0.5335,0.7099,0.902
13:40:20:3970,0.1578,0.5291,0.7388,0.922
13:40:20:3970,0.1392,0.5003,0.8120,0.964
13:40:20:3980,0.1256,0.4837,0.8313,0.970
13:40:20:4020,0.1258,0.4957,0.7810,0.934
13:40:20:4050,0.1195,0.4993,0.7727,0.928
13:40:20:4069,0.1138,0.4986,0.7835,0.936
13:40:20:4100,0.1109,0.5035,0.7839,0.938
13:40:20:4120,0.1126,0.5182,0.7634,0.930
13:40:20:4140,0.1178,0.5335,0.7441,0.923
13:40:20:4160,0.1239,0.5472,0.7336,0.924
13:40:20:4190,0.1280,0.5550,0.7368,0.931
13:40:20:4210,0.1263,0.5531,0.7488,0.939
13:40:20:4240,0.1178,0.5433,0.7600,0.942
13:40:20:4270,0.1043,0.5291,0.7759,0.945
13:40:20:4290,0.0901,0.5125,0.7923,0.948
13:40:20:4300,0.0752,0.4947,0.8028,0.946
13:40:20:4330,0.0625,0.4776,0.8079,0.941
13:40:20:4360,0.0535,0.4659,0.8042,0.931
13:40:20:4380,0.0489,0.4588,0.7942,0.918
13:40:20:4410,0.0462,0.4517,0.7881,0.910
13:40:20:4470,0.0376,0.4395,0.7905,0.905
13:40:20:4480,0.0217,0.4261,0.7910,0.899
13:40:20:4490,0.0090,0.4207,0.7827,0.889
13:40:20:4500,0.0017,0.4197,0.7793,0.885
13:40:20:4520,-0.0081,0.4155,0.7930,0.895
13:40:20:4570,-0.0169,0.4019,0.8133,0.907
13:40:20:4580,-0.0230,0.3911,0.8191,0.908
13:40:20:4700,-0.0305,0.3882,0.8094,0.898
13:40:20:4710,-0.0327,0.3838,0.8047,0.892
13:40:20:4710,-0.0269,0.3816,0.8130,0.899
13:40:20:4720,-0.0203,0.3843,0.8218,0.907
13:40:20:4720,-0.0144,0.3884,0.8267,0.914
13:40:20:4720,-0.0068,0.3914,0.8328,0.920
13:40:20:4750,0.0073,0.3921,0.8409,0.928
13:40:20:4760,0.0239,0.3965,0.8558,0.943
13:40:20:4800,0.0374,0.4055,0.8748,0.965
13:40:20:4810,0.0459,0.4133,0.8826,0.976
13:40:20:4830,0.0491,0.4207,0.8853,0.981
13:40:20:4860,0.0515,0.4273,0.8914,0.990
13:40:20:4890,0.0547,0.4304,0.8997,0.999
13:40:20:4910,0.0601,0.4329,0.9098,1.009
13:40:20:4930,0.0708,0.4348,0.9198,1.020
13:40:20:4960,0.0872,0.4361,0.9266,1.028
13:40:20:4980,0.1016,0.4385,0.9278,1.031
13:40:20:5010,0.1121,0.4405,0.9364,1.041
13:40:20:5030,0.1224,0.4446,0.9457,1.052
13:40:20:5060,0.1297,0.4497,0.9457,1.055
13:40:20:5110,0.1334,0.4515,0.9435,1.054
13:40:20:5110,0.1370,0.4556,0.9330,1.047
13:40:20:5140,0.1434,0.4603,0.9229,1.041
13:40:20:5150,0.1515,0.4622,0.9227,1.043
13:40:20:5180,0.1578,0.4681,0.9127,1.038
13:40:20:5200,0.1615,0.4737,0.8944,1.025
13:40:20:5260,0.1639,0.4756,0.8812,1.015
13:40:20:5270,0.1627,0.4749,0.8714,1.006
13:40:20:5280,0.1590,0.4730,0.8655,0.999
13:40:20:5300,0.1576,0.4705,0.8607,0.993
13:40:20:5320,0.1590,0.4690,0.8614,0.994
13:40:20:5350,0.1627,0.4678,0.8690,1.000
13:40:20:5370,0.1647,0.4686,0.8736,1.005
13:40:20:5400,0.1659,0.4698,0.8721,1.004
13:40:20:5460,0.1676,0.4712,0.8692,1.003
13:40:20:5470,0.1698,0.4712,0.8690,1.003
13:40:20:5470,0.1739,0.4708,0.8712,1.005
13:40:20:5500,0.1800,0.4688,0.8709,1.005
13:40:20:5520,0.1842,0.4671,0.8648,1.000
13:40:20:5540,0.1805,0.4698,0.8582,0.995
13:40:20:5570,0.1752,0.4720,0.8609,0.997
13:40:20:5629,0.1742,0.4705,0.8712,1.005
13:40:20:5649,0.1720,0.4681,0.8817,1.013
13:40:20:5649,0.1713,0.4678,0.8868,1.017
13:40:20:5669,0.1752,0.4693,0.8897,1.021
13:40:20:5689,0.1815,0.4693,0.8929,1.025
13:40:20:5760,0.1920,0.4681,0.8958,1.029
13:40:20:5760,0.2059,0.4671,0.8975,1.033
13:40:20:5770,0.2182,0.4686,0.8956,1.034
13:40:20:5780,0.2289,0.4717,0.8956,1.038
13:40:20:5800,0.2406,0.4752,0.9000,1.046
13:40:20:5830,0.2531,0.4818,0.9039,1.055
13:40:20:5850,0.2665,0.4898,0.9063,1.064
13:40:20:5880,0.2814,0.5003,0.9090,1.075
13:40:20:5900,0.2978,0.5108,0.9132,1.088
13:40:20:6010,0.3137,0.5196,0.9146,1.098
13:40:20:6010,0.3281,0.5311,0.9098,1.103
13:40:20:6010,0.3410,0.5431,0.9005,1.105
13:40:20:6020,0.3518,0.5521,0.8890,1.104
13:40:20:6020,0.3601,0.5602,0.8763,1.101
13:40:20:6050,0.3640,0.5651,0.8651,1.095
13:40:20:6070,0.3616,0.5646,0.8531,1.085
13:40:20:6120,0.3586,0.5638,0.8394,1.073
13:40:20:6140,0.3579,0.5663,0.8265,1.064
13:40:20:6140,0.3562,0.5702,0.8142,1.056
13:40:20:6170,0.3525,0.5731,0.8030,1.048
13:40:20:6190,0.3484,0.5748,0.7925,1.039
13:40:20:6210,0.3430,0.5765,0.7815,1.030
13:40:20:6240,0.3354,0.5768,0.7712,1.020
13:40:20:6270,0.3276,0.5741,0.7666,1.012
13:40:20:6290,0.3208,0.5695,0.7651,1.006
13:40:20:6310,0.3139,0.5636,0.7612,0.998
13:40:20:6340,0.3054,0.5582,0.7568,0.989
13:40:20:6380,0.2961,0.5536,0.7524,0.980
13:40:20:6380,0.2892,0.5497,0.7517,0.975
13:40:20:6420,0.2848,0.5477,0.7517,0.973
13:40:20:6440,0.2817,0.5480,0.7507,0.971
13:40:20:6470,0.2800,0.5494,0.7512,0.972
13:40:20:6480,0.2792,0.5524,0.7534,0.975
13:40:20:6510,0.2790,0.5555,0.7573,0.980
13:40:20:6530,0.2790,0.5582,0.7622,0.985
13:40:20:6560,0.2800,0.5614,0.7678,0.992
13:40:20:6610,0.2814,0.5638,0.7747,0.999
13:40:20:6610,0.2817,0.5629,0.7822,1.004
13:40:20:6630,0.2819,0.5580,0.7896,1.007
13:40:20:6650,0.2836,0.5514,0.7942,1.008
13:40:20:6680,0.2851,0.5455,0.7966,1.007
13:40:20:6700,0.2875,0.5436,0.8030,1.011
13:40:20:6730,0.2905,0.5455,0.8133,1.021
13:40:20:6750,0.2927,0.5489,0.8233,1.032
13:40:20:6790,0.2944,0.5511,0.8328,1.041
13:40:20:6800,0.2949,0.5546,0.8406,1.049
13:40:20:6830,0.2934,0.5558,0.8443,1.053
13:40:20:6850,0.2932,0.5538,0.8448,1.052
13:40:20:6870,0.2917,0.5533,0.8440,1.051
13:40:20:6899,0.2890,0.5528,0.8438,1.049
13:40:20:6929,0.2875,0.5533,0.8445,1.050
13:40:20:6949,0.2851,0.5553,0.8453,1.051
13:40:20:6969,0.2802,0.5538,0.8440,1.048
13:40:20:6990,0.2768,0.5489,0.8409,1.042
13:40:20:7020,0.2739,0.5445,0.8372,1.036
13:40:20:7040,0.2729,0.5443,0.8350,1.033
13:40:20:7070,0.2797,0.5482,0.8330,1.036
13:40:20:7100,0.2914,0.5524,0.8323,1.041
13:40:20:7120,0.3017,0.5565,0.8284,1.043
13:40:20:7150,0.3078,0.5587,0.8203,1.039
13:40:20:7160,0.3105,0.5609,0.8108,1.034
13:40:20:7190,0.3100,0.5619,0.7976,1.024
13:40:20:7210,0.3081,0.5616,0.7842,1.013
13:40:20:7260,0.3059,0.5643,0.7698,1.002
13:40:20:7270,0.3039,0.5668,0.7568,0.993
13:40:20:7280,0.3012,0.5685,0.7500,0.988
13:40:20:7300,0.2951,0.5692,0.7422,0.981
13:40:20:7340,0.2883,0.5673,0.7351,0.972
13:40:20:7360,0.2822,0.5646,0.7290,0.964
13:40:20:7380,0.2753,0.5641,0.7219,0.957
13:40:20:7410,0.2685,0.5646,0.7160,0.951
13:40:20:7460,0.2604,0.5629,0.7077,0.941
13:40:20:7470,0.2504,0.5587,0.6960,0.927
13:40:20:7480,0.2392,0.5546,0.6860,0.914
13:40:20:7500,0.2289,0.5524,0.6791,0.905
13:40:20:7530,0.2213,0.5521,0.6745,0.899
13:40:20:7550,0.2160,0.5516,0.6733,0.897
13:40:20:7570,0.2138,0.5516,0.6755,0.898
13:40:20:7600,0.2140,0.5519,0.6782,0.900
13:40:20:7620,0.2174,0.5514,0.6813,0.903
13:40:20:7640,0.2223,0.5499,0.6867,0.907
13:40:20:7670,0.2274,0.5492,0.6936,0.913
13:40:20:7690,0.2343,0.5504,0.7009,0.921
13:40:20:7720,0.2399,0.5509,0.7085,0.929
13:40:20:7740,0.2467,0.5533,0.7133,0.936
13:40:20:7770,0.2546,0.5577,0.7175,0.944
13:40:20:7790,0.2607,0.5621,0.7246,0.953
13:40:20:7810,0.2680,0.5651,0.7290,0.960
13:40:20:7840,0.2748,0.5673,0.7292,0.964
13:40:20:7860,0.2790,0.5692,0.7280,0.965
13:40:20:7890,0.2836,0.5707,0.7278,0.967
13:40:20:7930,0.2866,0.5724,0.7273,0.969
13:40:20:7940,0.2897,0.5748,0.7258,0.970
13:40:20:7960,0.2922,0.5770,0.7253,0.972
13:40:20:7980,0.2914,0.5778,0.7226,0.970
13:40:20:8010,0.2910,0.5790,0.7143,0.964
13:40:20:8040,0.2907,0.5822,0.7041,0.959
13:40:20:8060,0.2924,0.5880,0.6958,0.957
13:40:20:8090,0.2936,0.5956,0.6906,0.958
13:40:20:8120,0.2949,0.6017,0.6870,0.960
13:40:20:8129,0.2966,0.6044,0.6840,0.960
13:40:20:8159,0.2978,0.6059,0.6804,0.958
13:40:20:8179,0.2978,0.6068,0.6752,0.955
13:40:20:8210,0.2961,0.6059,0.6718,0.952
13:40:20:8240,0.2939,0.6044,0.6667,0.947
13:40:20:8270,0.2914,0.6027,0.6579,0.939
13:40:20:8280,0.2873,0.6007,0.6484,0.929
13:40:20:8300,0.2848,0.5988,0.6408,0.922
13:40:20:8350,0.2841,0.5975,0.6342,0.917
13:40:20:8360,0.2831,0.5968,0.6288,0.912
13:40:20:8380,0.2814,0.5968,0.6234,0.908
13:40:20:8400,0.2809,0.5980,0.6186,0.905
13:40:20:8450,0.2824,0.6022,0.6142,0.905
13:40:20:8450,0.2831,0.6056,0.6105,0.905
13:40:20:8470,0.2851,0.6093,0.6098,0.908
13:40:20:8490,0.2888,0.6129,0.6083,0.911
13:40:20:8530,0.2936,0.6142,0.6071,0.912
13:40:20:8550,0.2983,0.6164,0.6083,0.916
13:40:20:8570,0.3019,0.6195,0.6117,0.922
13:40:20:8590,0.3059,0.6217,0.6166,0.928
13:40:20:8640,0.3088,0.6225,0.6205,0.932
13:40:20:8650,0.3134,0.6237,0.6357,0.944
13:40:20:8660,0.3191,0.6247,0.6657,0.967
13:40:20:8690,0.3264,0.6254,0.6975,0.992
13:40:20:8740,0.3335,0.6278,0.7258,1.016
13:40:20:8740,0.3393,0.6303,0.7478,1.035
13:40:20:8770,0.3462,0.6325,0.7688,1.054
13:40:20:8790,0.3515,0.6317,0.7930,1.073
13:40:20:8810,0.3550,0.6291,0.8142,1.088
13:40:20:8840,0.3562,0.6264,0.8291,1.098
13:40:20:8860,0.3559,0.6242,0.8392,1.105
13:40:20:8890,0.3552,0.6212,0.8484,1.110
13:40:20:8920,0.3530,0.6149,0.8550,1.111
13:40:20:8940,0.3457,0.6049,0.8602,1.107
13:40:20:8960,0.3359,0.5941,0.8665,1.103
13:40:20:8990,0.3293,0.5846,0.8685,1.097
13:40:20:9010,0.3239,0.5800,0.8697,1.094
13:40:20:9030,0.3154,0.5787,0.8685,1.090
13:40:20:9060,0.3063,0.5758,0.8624,1.081
13:40:20:9090,0.3000,0.5682,0.8536,1.068
13:40:20:9110,0.2961,0.5570,0.8445,1.054
13:40:20:9140,0.2924,0.5475,0.8382,1.043
13:40:20:9160,0.2907,0.5423,0.8279,1.032
13:40:20:9180,0.2922,0.5421,0.8113,1.019
13:40:20:9210,0.2954,0.5475,0.7949,1.009
13:40:20:9240,0.2966,0.5560,0.7786,1.002
13:40:20:9270,0.2983,0.5658,0.7649,0.997
13:40:20:9270,0.3022,0.5763,0.7549,0.997
13:40:20:9300,0.3039,0.5841,0.7463,0.995
13:40:20:9340,0.3063,0.5892,0.7395,0.994
13:40:20:9370,0.3085,0.5951,0.7339,0.994
13:40:20:9380,0.3095,0.6017,0.7324,0.997
13:40:20:9400,0.3127,0.6100,0.7346,1.005
13:40:20:9480,0.3154,0.6156,0.7370,1.011
13:40:20:9500,0.3188,0.6129,0.7414,1.013
13:40:20:9510,0.3212,0.6063,0.7488,1.016
13:40:20:9510,0.3247,0.6027,0.7571,1.021
