time,gFx,gFy,gFz,TgF
13:45:38:9140,0.2331,0.8804,0.3249,0.967
13:45:38:9160,0.2379,0.8778,0.3225,0.965
13:45:38:9180,0.2426,0.8773,0.3203,0.965
13:45:38:9210,0.2445,0.8765,0.3193,0.964
13:45:38:9230,0.2458,0.8760,0.3181,0.964
13:45:38:9250,0.2489,0.8748,0.3195,0.964
13:45:38:9280,0.2528,0.8716,0.3215,0.963
13:45:38:9300,0.2543,0.8704,0.3217,0.962
13:45:38:9330,0.2533,0.8699,0.3237,0.962
13:45:38:9350,0.2521,0.8677,0.3261,0.961
13:45:38:9380,0.2504,0.8670,0.3288,0.960
13:45:38:9390,0.2475,0.8668,0.3315,0.960
13:45:38:9430,0.2436,0.8660,0.3335,0.959
13:45:38:9450,0.2394,0.8638,0.3349,0.957
13:45:38:9470,0.2350,0.8621,0.3347,0.954
13:45:38:9500,0.2294,0.8621,0.3340,0.953
13:45:38:9520,0.2240,0.8631,0.3310,0.951
13:45:38:9540,0.2191,0.8651,0.3264,0.950
13:45:38:9570,0.2128,0.8663,0.3212,0.948
13:45:38:9590,0.2074,0.8668,0.3159,0.946
13:45:38:9630,0.2037,0.8697,0.3120,0.946
13:45:38:9650,0.2001,0.8726,0.3076,0.947
13:45:38:9660,0.1969,0.8736,0.3034,0.946
13:45:38:9690,0.1940,0.8751,0.2998,0.945
13:45:38:9730,0.1920,0.8775,0.2966,0.946
13:45:38:9740,0.1908,0.8797,0.2951,0.947
13:45:38:9760,0.1874,0.8809,0.2954,0.948
13:45:38:9780,0.1830,0.8812,0.2963,0.948
13:45:38:9810,0.1810,0.8826,0.2995,0.949
13:45:38:9830,0.1798,0.8863,0.3063,0.955
13:45:38:9860,0.1764,0.8909,0.3144,0.961
13:45:38:9880,0.1742,0.8953,0.3212,0.967
13:45:38:9910,0.1730,0.8990,0.3296,0.973
13:45:38:9930,0.1693,0.9032,0.3376,0.979
13:45:38:9960,0.1651,0.9080,0.3437,0.985
13:45:38:9980,0.1634,0.9117,0.3476,0.989
13:45:39:0000,0.1617,0.9156,0.3484,0.993
13:45:39:0040,0.1607,0.9195,0.3474,0.996
13:45:39:0060,0.1605,0.9222,0.3469,0.998
13:45:39:0070,0.1605,0.9264,0.3449,1.001
13:45:39:0110,0.1600,0.9298,0.3413,1.003
13:45:39:0130,0.1603,0.9320,0.3376,1.004
13:45:39:0150,0.1617,0.9335,0.3337,1.004
13:45:39:0170,0.1622,0.9330,0.3308,1.003
13:45:39:0200,0.1620,0.9337,0.3269,1.002
13:45:39:0230,0.1634,0.9364,0.3230,1.004
13:45:39:0250,0.1649,0.9369,0.3198,1.004
13:45:39:0280,0.1637,0.9374,0.3166,1.003
13:45:39:0290,0.1639,0.9381,0.3161,1.003
13:45:39:0320,0.1659,0.9374,0.3156,1.003
13:45:39:0340,0.1686,0.9371,0.3154,1.003
13:45:39:0380,0.1708,0.9374,0.3166,1.004
13:45:39:0390,0.1720,0.9386,0.3210,1.007
13:45:39:0450,0.1727,0.9388,0.3264,1.009
13:45:39:0460,0.1747,0.9398,0.3308,1.012
13:45:39:0470,0.1786,0.9427,0.3342,1.016
13:45:39:0500,0.1805,0.9437,0.3362,1.018
13:45:39:0520,0.1822,0.9435,0.3376,1.018
13:45:39:0540,0.1847,0.9442,0.3396,1.020
13:45:39:0570,0.1854,0.9466,0.3413,1.023
13:45:39:0590,0.1871,0.9469,0.3418,1.024
13:45:39:0610,0.1891,0.9457,0.3408,1.023
13:45:39:0640,0.1910,0.9447,0.3398,1.022
13:45:39:0660,0.1925,0.9435,0.3381,1.021
13:45:39:0690,0.1925,0.9435,0.3362,1.020
13:45:39:0709,0.1925,0.9442,0.3359,1.020
13:45:39:0730,0.1915,0.9449,0.3352,1.021
13:45:39:0760,0.1903,0.9462,0.3337,1.021
13:45:39:0780,0.1888,0.9464,0.3313,1.020
13:45:39:0800,0.1871,0.9469,0.3308,1.020
13:45:39:0830,0.1835,0.9496,0.3325,1.023
13:45:39:0850,0.1788,0.9508,0.3327,1.023
13:45:39:0869,0.1749,0.9501,0.3325,1.022
13:45:39:0890,0.1713,0.9510,0.3303,1.021
13:45:39:0930,0.1686,0.9528,0.3278,1.022
13:45:39:0940,0.1676,0.9545,0.3271,1.023
13:45:39:0970,0.1671,0.9550,0.3264,1.023
13:45:39:1000,0.1664,0.9567,0.3266,1.024
13:45:39:1019,0.1666,0.9586,0.3276,1.027
13:45:39:1040,0.1681,0.9596,0.3274,1.028
13:45:39:1070,0.1703,0.9611,0.3278,1.030
13:45:39:1090,0.1713,0.9620,0.3305,1.032
13:45:39:1120,0.1715,0.9633,0.3342,1.034
13:45:39:1140,0.1722,0.9640,0.3393,1.036
13:45:39:1160,0.1725,0.9635,0.3447,1.038
13:45:39:1190,0.1727,0.9642,0.3508,1.041
13:45:39:1210,0.1717,0.9645,0.3559,1.042
13:45:39:1230,0.1710,0.9630,0.3586,1.042
13:45:39:1260,0.1722,0.9618,0.3608,1.042
13:45:39:1280,0.1732,0.9608,0.3618,1.041
13:45:39:1310,0.1737,0.9606,0.3625,1.041
13:45:39:1330,0.1752,0.9593,0.3628,1.041
13:45:39:1360,0.1778,0.9579,0.3633,1.040
13:45:39:1380,0.1805,0.9581,0.3635,1.041
13:45:39:1400,0.1800,0.9593,0.3633,1.042
13:45:39:1429,0.1803,0.9601,0.3623,1.042
13:45:39:1460,0.1827,0.9603,0.3623,1.043
13:45:39:1470,0.1842,0.9611,0.3625,1.044
13:45:39:1510,0.1840,0.9615,0.3623,1.044
13:45:39:1530,0.1837,0.9635,0.3630,1.046
13:45:39:1560,0.1835,0.9659,0.3633,1.048
13:45:39:1570,0.1810,0.9662,0.3620,1.048
13:45:39:1600,0.1786,0.9672,0.3606,1.048
13:45:39:1630,0.1771,0.9691,0.3606,1.049
13:45:39:1650,0.1735,0.9699,0.3591,1.049
13:45:39:1680,0.1705,0.9686,0.3579,1.047
13:45:39:1700,0.1695,0.9677,0.3574,1.045
13:45:39:1729,0.1647,0.9672,0.3540,1.043
13:45:39:1760,0.1585,0.9645,0.3518,1.039
13:45:39:1770,0.1544,0.9633,0.3508,1.037
13:45:39:1800,0.1522,0.9618,0.3486,1.034
13:45:39:1830,0.1480,0.9574,0.3467,1.029
13:45:39:1850,0.1429,0.9532,0.3452,1.024
13:45:39:1880,0.1392,0.9515,0.3449,1.022
13:45:39:1890,0.1356,0.9484,0.3437,1.018
13:45:39:1920,0.1312,0.9427,0.3442,1.012
13:45:39:1940,0.1253,0.9381,0.3452,1.007
13:45:39:1980,0.1209,0.9332,0.3454,1.002
13:45:39:2000,0.1168,0.9286,0.3474,0.998
13:45:39:2020,0.1126,0.9244,0.3476,0.994
13:45:39:2050,0.1102,0.9190,0.3484,0.989
13:45:39:2070,0.1080,0.9139,0.3515,0.985
13:45:39:2090,0.1070,0.9083,0.3545,0.981
13:45:39:2120,0.1072,0.9017,0.3569,0.976
13:45:39:2160,0.1082,0.8963,0.3598,0.972
13:45:39:2170,0.1090,0.8902,0.3645,0.968
13:45:39:2190,0.1102,0.8846,0.3701,0.965
13:45:39:2220,0.1136,0.8800,0.3755,0.963
13:45:39:2240,0.1175,0.8765,0.3818,0.963
13:45:39:2260,0.1212,0.8731,0.3879,0.963
13:45:39:2290,0.1251,0.8704,0.3928,0.963
13:45:39:2310,0.1302,0.8702,0.3994,0.966
13:45:39:2340,0.1349,0.8719,0.4060,0.971
13:45:39:2360,0.1395,0.8746,0.4107,0.976
13:45:39:2390,0.1427,0.8765,0.4143,0.980
13:45:39:2410,0.1444,0.8790,0.4190,0.984
13:45:39:2430,0.1446,0.8807,0.4212,0.987
13:45:39:2450,0.1436,0.8826,0.4219,0.989
13:45:39:2490,0.1441,0.8839,0.4234,0.991
13:45:39:2500,0.1446,0.8858,0.4241,0.993
13:45:39:2530,0.1441,0.8885,0.4231,0.995
13:45:39:2560,0.1439,0.8902,0.4204,0.995
13:45:39:2580,0.1427,0.8922,0.4158,0.995
13:45:39:2600,0.1412,0.8919,0.4094,0.992
13:45:39:2630,0.1417,0.8914,0.4028,0.988
13:45:39:2650,0.1434,0.8917,0.3977,0.987
13:45:39:2670,0.1454,0.8936,0.3955,0.988
13:45:39:2690,0.1473,0.8949,0.3953,0.989
13:45:39:2730,0.1480,0.8958,0.3958,0.990
13:45:39:2750,0.1471,0.8988,0.3982,0.994
13:45:39:2790,0.1446,0.8993,0.4038,0.996
13:45:39:2800,0.1419,0.9019,0.4109,1.001
13:45:39:2829,0.1373,0.9044,0.4187,1.006
13:45:39:2839,0.1312,0.9049,0.4270,1.009
13:45:39:2880,0.1261,0.9058,0.4358,1.013
13:45:39:2890,0.1234,0.9063,0.4446,1.017
13:45:39:2920,0.1199,0.9076,0.4517,1.021
13:45:39:2940,0.1170,0.9078,0.4583,1.024
13:45:39:2970,0.1141,0.9083,0.4654,1.027
13:45:39:2990,0.1119,0.9122,0.4717,1.033
13:45:39:3020,0.1112,0.9173,0.4761,1.039
13:45:39:3050,0.1097,0.9203,0.4783,1.043
13:45:39:3080,0.1072,0.9227,0.4781,1.045
13:45:39:3090,0.1041,0.9249,0.4764,1.046
13:45:39:3110,0.0994,0.9269,0.4732,1.045
13:45:39:3130,0.0936,0.9303,0.4676,1.045
13:45:39:3160,0.0897,0.9322,0.4627,1.045
13:45:39:3180,0.0857,0.9330,0.4583,1.043
13:45:39:3200,0.0816,0.9359,0.4539,1.043
13:45:39:3240,0.0772,0.9371,0.4517,1.043
13:45:39:3260,0.0723,0.9361,0.4500,1.041
13:45:39:3280,0.0686,0.9357,0.4478,1.040
13:45:39:3310,0.0645,0.9354,0.4471,1.039
13:45:39:3350,0.0606,0.9339,0.4471,1.037
13:45:39:3350,0.0574,0.9330,0.4458,1.036
13:45:39:3380,0.0535,0.9310,0.4446,1.033
13:45:39:3400,0.0481,0.9278,0.4439,1.030
13:45:39:3439,0.0425,0.9249,0.4429,1.026
13:45:39:3449,0.0381,0.9212,0.4412,1.022
13:45:39:3469,0.0325,0.9181,0.4390,1.018
13:45:39:3500,0.0257,0.9166,0.4380,1.016
13:45:39:3530,0.0186,0.9137,0.4370,1.013
13:45:39:3550,0.0137,0.9088,0.4373,1.009
13:45:39:3570,0.0098,0.9037,0.4385,1.004
13:45:39:3590,0.0046,0.8978,0.4388,0.999
13:45:39:3620,-0.0007,0.8924,0.4397,0.995
13:45:39:3640,-0.0046,0.8878,0.4422,0.992
13:45:39:3670,-0.0081,0.8829,0.4436,0.988
13:45:39:3690,-0.0093,0.8785,0.4441,0.984
13:45:39:3730,-0.0083,0.8753,0.4478,0.983
13:45:39:3740,-0.0093,0.8731,0.4524,0.983
13:45:39:3760,-0.0105,0.8716,0.4546,0.983
13:45:39:3790,-0.0100,0.8714,0.4532,0.982
13:45:39:3810,-0.0098,0.8712,0.4522,0.982
13:45:39:3840,-0.0083,0.8680,0.4522,0.979
13:45:39:3860,-0.0073,0.8643,0.4495,0.974
13:45:39:3890,-0.0044,0.8626,0.4461,0.971
13:45:39:3910,0.0000,0.8621,0.4424,0.969
13:45:39:3930,0.0027,0.8621,0.4366,0.966
13:45:39:3960,0.0054,0.8616,0.4317,0.964
13:45:39:4000,0.0095,0.8607,0.4256,0.960
13:45:39:4020,0.0139,0.8592,0.4192,0.956
13:45:39:4030,0.0173,0.8577,0.4131,0.952
13:45:39:4060,0.0210,0.8567,0.4058,0.948
13:45:39:4089,0.0264,0.8563,0.3994,0.945
13:45:39:4110,0.0344,0.8550,0.3933,0.942
13:45:39:4140,0.0447,0.8550,0.3887,0.940
13:45:39:4150,0.0586,0.8565,0.3855,0.941
13:45:39:4180,0.0723,0.8567,0.3823,0.941
13:45:39:4220,0.0823,0.8572,0.3799,0.941
13:45:39:4240,0.0909,0.8577,0.3772,0.941
13:45:39:4250,0.0997,0.8575,0.3750,0.941
13:45:39:4280,0.1068,0.8585,0.3733,0.942
13:45:39:4300,0.1114,0.8594,0.3701,0.942
13:45:39:4320,0.1180,0.8592,0.3669,0.942
13:45:39:4350,0.1241,0.8599,0.3645,0.942
13:45:39:4370,0.1295,0.8611,0.3611,0.943
13:45:39:4400,0.1336,0.8614,0.3567,0.942
13:45:39:4430,0.1380,0.8619,0.3508,0.941
13:45:39:4440,0.1441,0.8629,0.3457,0.941
13:45:39:4480,0.1495,0.8658,0.3432,0.943
13:45:39:4490,0.1549,0.8704,0.3396,0.947
13:45:39:4520,0.1583,0.8743,0.3337,0.949
13:45:39:4540,0.1620,0.8758,0.3296,0.950
13:45:39:4570,0.1666,0.8778,0.3271,0.951
13:45:39:4590,0.1703,0.8812,0.3254,0.955
13:45:39:4610,0.1720,0.8829,0.3264,0.957
13:45:39:4650,0.1722,0.8817,0.3254,0.955
13:45:39:4660,0.1717,0.8809,0.3237,0.954
13:45:39:4680,0.1710,0.8812,0.3249,0.955
13:45:39:4720,0.1698,0.8804,0.3259,0.954
13:45:39:4740,0.1688,0.8780,0.3259,0.952
13:45:39:4760,0.1671,0.8768,0.3261,0.950
13:45:39:4780,0.1642,0.8770,0.3264,0.950
13:45:39:4810,0.1622,0.8768,0.3276,0.950
13:45:39:4840,0.1607,0.8773,0.3300,0.951
13:45:39:4860,0.1581,0.8768,0.3335,0.951
13:45:39:4880,0.1561,0.8760,0.3388,0.952
13:45:39:4920,0.1549,0.8765,0.3437,0.954
13:45:39:4930,0.1520,0.8780,0.3471,0.956
13:45:39:4960,0.1505,0.8812,0.3513,0.960
13:45:39:4980,0.1515,0.8848,0.3559,0.966
13:45:39:5000,0.1505,0.8887,0.3606,0.971
13:45:39:5030,0.1512,0.8931,0.3635,0.976
13:45:39:5050,0.1542,0.8951,0.3642,0.979
13:45:39:5080,0.1563,0.8997,0.3652,0.984
13:45:39:5120,0.1590,0.9056,0.3660,0.990
13:45:39:5130,0.1639,0.9090,0.3652,0.993
13:45:39:5170,0.1700,0.9129,0.3677,0.999
13:45:39:5180,0.1739,0.9171,0.3721,1.005
13:45:39:5200,0.1771,0.9205,0.3750,1.010
13:45:39:5220,0.1808,0.9247,0.3782,1.015
13:45:39:5240,0.1844,0.9315,0.3809,1.023
13:45:39:5270,0.1869,0.9371,0.3853,1.030
13:45:39:5290,0.1891,0.9425,0.3897,1.037
13:45:39:5320,0.1908,0.9486,0.3914,1.044
13:45:39:5340,0.1898,0.9535,0.3938,1.049
13:45:39:5370,0.1859,0.9576,0.3960,1.053
13:45:39:5390,0.1808,0.9613,0.3948,1.055
13:45:39:5420,0.1754,0.9659,0.3943,1.058
13:45:39:5440,0.1673,0.9701,0.3943,1.060
13:45:39:5460,0.1585,0.9743,0.3928,1.062
13:45:39:5490,0.1507,0.9784,0.3938,1.065
13:45:39:5510,0.1427,0.9816,0.3948,1.068
13:45:39:5560,0.1327,0.9828,0.3962,1.068
13:45:39:5580,0.1204,0.9840,0.3987,1.069
13:45:39:5590,0.1097,0.9867,0.4024,1.071
13:45:39:5629,0.1006,0.9879,0.4053,1.073
13:45:39:5639,0.0897,0.9865,0.4072,1.071
13:45:39:5659,0.0794,0.9852,0.4090,1.070
13:45:39:5679,0.0716,0.9852,0.4107,1.070
13:45:39:5709,0.0625,0.9833,0.4119,1.068
13:45:39:5740,0.0550,0.9801,0.4129,1.065
13:45:39:5750,0.0481,0.9762,0.4141,1.061
13:45:39:5790,0.0406,0.9718,0.4148,1.057
13:45:39:5810,0.0332,0.9664,0.4165,1.053
13:45:39:5840,0.0257,0.9615,0.4175,1.049
13:45:39:5860,0.0193,0.9569,0.4187,1.045
13:45:39:5880,0.0129,0.9515,0.4212,1.041
13:45:39:5920,0.0049,0.9449,0.4239,1.036
13:45:39:5930,-0.0029,0.9374,0.4253,1.029
13:45:39:5950,-0.0093,0.9303,0.4268,1.024
13:45:39:5970,-0.0139,0.9251,0.4273,1.019
13:45:39:6000,-0.0186,0.9195,0.4285,1.015
13:45:39:6020,-0.0244,0.9144,0.4300,1.011
13:45:39:6050,-0.0288,0.9093,0.4292,1.006
13:45:39:6070,-0.0315,0.9032,0.4297,1.001
13:45:39:6090,-0.0335,0.9010,0.4290,0.998
13:45:39:6120,-0.0344,0.8973,0.4275,0.995
13:45:39:6140,-0.0366,0.8917,0.4261,0.989
13:45:39:6170,-0.0386,0.8887,0.4224,0.985
13:45:39:6190,-0.0369,0.8873,0.4182,0.982
13:45:39:6220,-0.0327,0.8868,0.4155,0.980
13:45:39:6240,-0.0286,0.8851,0.4136,0.977
13:45:39:6270,-0.0247,0.8824,0.4121,0.974
13:45:39:6280,-0.0186,0.8814,0.4114,0.973
13:45:39:6310,-0.0139,0.8797,0.4107,0.971
13:45:39:6340,-0.0081,0.8768,0.4102,0.968
13:45:39:6350,-0.0012,0.8748,0.4102,0.966
13:45:39:6380,0.0051,0.8719,0.4107,0.964
13:45:39:6410,0.0139,0.8682,0.4116,0.961
13:45:39:6430,0.0249,0.8658,0.4138,0.960
13:45:39:6460,0.0342,0.8638,0.4170,0.960
13:45:39:6500,0.0418,0.8619,0.4197,0.960
13:45:39:6510,0.0496,0.8592,0.4231,0.959
13:45:39:6530,0.0567,0.8577,0.4253,0.959
13:45:39:6550,0.0630,0.8575,0.4270,0.960
13:45:39:6570,0.0708,0.8570,0.4292,0.961
13:45:39:6600,0.0787,0.8567,0.4317,0.963
13:45:39:6630,0.0848,0.8563,0.4319,0.963
13:45:39:6650,0.0911,0.8558,0.4307,0.962
13:45:39:6680,0.0960,0.8553,0.4309,0.963
13:45:39:6700,0.0989,0.8553,0.4307,0.963
13:45:39:6720,0.1006,0.8555,0.4292,0.962
13:45:39:6750,0.1011,0.8558,0.4300,0.963
13:45:39:6770,0.1011,0.8563,0.4329,0.965
13:45:39:6800,0.1004,0.8565,0.4363,0.966
13:45:39:6820,0.1004,0.8565,0.4407,0.968
13:45:39:6850,0.1006,0.8580,0.4456,0.972
13:45:39:6889,0.1006,0.8597,0.4505,0.976
13:45:39:6899,0.0997,0.8597,0.4566,0.978
13:45:39:6919,0.0992,0.8587,0.4617,0.980
13:45:39:6939,0.0985,0.8594,0.4659,0.983
13:45:39:6969,0.0965,0.8587,0.4705,0.984
13:45:39:6990,0.0965,0.8563,0.4764,0.985
13:45:39:7020,0.0967,0.8563,0.4805,0.987
13:45:39:7060,0.0972,0.8567,0.4844,0.989
13:45:39:7080,0.0958,0.8550,0.4896,0.990
13:45:39:7090,0.0923,0.8531,0.4942,0.990
13:45:39:7140,0.0897,0.8523,0.4993,0.992
13:45:39:7140,0.0877,0.8516,0.5032,0.993
13:45:39:7160,0.0889,0.8497,0.5067,0.993
13:45:39:7190,0.0892,0.8489,0.5094,0.994
13:45:39:7210,0.0877,0.8494,0.5111,0.995
13:45:39:7240,0.0887,0.8487,0.5125,0.995
13:45:39:7280,0.0879,0.8487,0.5108,0.994
13:45:39:7290,0.0860,0.8480,0.5096,0.993
13:45:39:7310,0.0840,0.8477,0.5094,0.993
13:45:39:7370,0.0818,0.8489,0.5062,0.992
13:45:39:7380,0.0789,0.8509,0.5032,0.992
13:45:39:7390,0.0762,0.8565,0.4996,0.994
13:45:39:7410,0.0745,0.8624,0.4947,0.997
13:45:39:7430,0.0750,0.8619,0.4883,0.993
13:45:39:7480,0.0762,0.8558,0.4839,0.986
13:45:39:7490,0.0770,0.8487,0.4810,0.979
13:45:39:7500,0.0789,0.8445,0.4778,0.974
13:45:39:7530,0.0826,0.8416,0.4771,0.971
13:45:39:7550,0.0875,0.8387,0.4771,0.969
13:45:39:7590,0.0909,0.8357,0.4769,0.966
13:45:39:7620,0.0931,0.8348,0.4756,0.965
13:45:39:7630,0.0958,0.8357,0.4734,0.965
13:45:39:7650,0.0982,0.8360,0.4737,0.966
13:45:39:7670,0.0982,0.8350,0.4756,0.966
13:45:39:7700,0.0992,0.8338,0.4774,0.966
13:45:39:7720,0.1006,0.8330,0.4815,0.967
13:45:39:7750,0.1033,0.8345,0.4861,0.971
13:45:39:7780,0.1065,0.8379,0.4893,0.976
13:45:39:7790,0.1082,0.8401,0.4925,0.980
13:45:39:7820,0.1099,0.8440,0.4962,0.985
13:45:39:7840,0.1116,0.8487,0.5008,0.992
13:45:39:7870,0.1131,0.8528,0.5054,0.998
13:45:39:7900,0.1148,0.8567,0.5091,1.003
13:45:39:7930,0.1165,0.8594,0.5135,1.008
13:45:39:7940,0.1160,0.8646,0.5182,1.015
13:45:39:7990,0.1148,0.8704,0.5211,1.021
13:45:39:8000,0.1141,0.8746,0.5240,1.026
13:45:39:8030,0.1126,0.8795,0.5267,1.031
13:45:39:8040,0.1107,0.8841,0.5272,1.035
13:45:39:8070,0.1082,0.8863,0.5277,1.037
13:45:39:8090,0.1048,0.8875,0.5287,1.038
13:45:39:8110,0.1011,0.8892,0.5287,1.039
13:45:39:8139,0.0960,0.8927,0.5289,1.042
13:45:39:8159,0.0899,0.8951,0.5296,1.044
13:45:39:8189,0.0833,0.8946,0.5299,1.043
13:45:39:8210,0.0752,0.8924,0.5304,1.041
13:45:39:8230,0.0660,0.8912,0.5318,1.040
13:45:39:8260,0.0572,0.8919,0.5316,1.040
13:45:39:8280,0.0518,0.8949,0.5279,1.040
13:45:39:8300,0.0454,0.8975,0.5238,1.040
13:45:39:8340,0.0371,0.8990,0.5194,1.039
13:45:39:8350,0.0300,0.9015,0.5130,1.038
13:45:39:8400,0.0244,0.9032,0.5050,1.035
13:45:39:8400,0.0186,0.9027,0.4981,1.031
13:45:39:8430,0.0120,0.9037,0.4913,1.029
13:45:39:8450,0.0064,0.9054,0.4852,1.027
13:45:39:8490,0.0010,0.9044,0.4798,1.024
13:45:39:8500,-0.0039,0.9019,0.4747,1.019
13:45:39:8530,-0.0086,0.8985,0.4698,1.014
13:45:39:8550,-0.0127,0.8946,0.4656,1.009
13:45:39:8570,-0.0161,0.8907,0.4639,1.004
13:45:39:8590,-0.0176,0.8863,0.4634,1.000
13:45:39:8620,-0.0188,0.8834,0.4637,0.998
13:45:39:8650,-0.0208,0.8817,0.4671,0.998
13:45:39:8670,-0.0220,0.8773,0.4730,0.997
13:45:39:8720,-0.0222,0.8714,0.4805,0.995
13:45:39:8730,-0.0225,0.8685,0.4908,0.998
13:45:39:8740,-0.0200,0.8673,0.5008,1.002
13:45:39:8790,-0.0164,0.8658,0.5103,1.005
13:45:39:8790,-0.0147,0.8638,0.5208,1.009
13:45:39:8820,-0.0129,0.8633,0.5296,1.013
13:45:39:8840,-0.0105,0.8653,0.5379,1.019
13:45:39:8870,-0.0081,0.8685,0.5458,1.026
13:45:39:8890,-0.0056,0.8714,0.5538,1.033
13:45:39:8920,-0.0032,0.8748,0.5624,1.040
13:45:39:8930,-0.0002,0.8802,0.5677,1.047
13:45:39:8970,0.0020,0.8875,0.5721,1.056
13:45:39:9000,0.0054,0.8941,0.5746,1.063
13:45:39:9030,0.0081,0.8997,0.5765,1.069
13:45:39:9040,0.0095,0.9054,0.5802,1.075
13:45:39:9050,0.0107,0.9127,0.5829,1.083
13:45:39:9090,0.0129,0.9212,0.5848,1.091
13:45:39:9100,0.0149,0.9291,0.5870,1.099
13:45:39:9130,0.0134,0.9349,0.5861,1.104
13:45:39:9160,0.0098,0.9403,0.5831,1.106
13:45:39:9180,0.0064,0.9462,0.5814,1.111
13:45:39:9210,0.0029,0.9515,0.5792,1.114
13:45:39:9230,-0.0010,0.9564,0.5765,1.117
13:45:39:9260,-0.0068,0.9608,0.5721,1.118
13:45:39:9280,-0.0134,0.9642,0.5682,1.119
13:45:39:9300,-0.0213,0.9677,0.5651,1.121
13:45:39:9330,-0.0298,0.9699,0.5641,1.122
13:45:39:9350,-0.0379,0.9708,0.5663,1.125
13:45:39:9370,-0.0474,0.9713,0.5692,1.127
13:45:39:9400,-0.0574,0.9711,0.5734,1.129
13:45:39:9420,-0.0657,0.9703,0.5792,1.132
13:45:39:9470,-0.0748,0.9703,0.5875,1.137
13:45:39:9480,-0.0821,0.9728,0.5975,1.145
13:45:39:9490,-0.0865,0.9772,0.6078,1.154
13:45:39:9590,-0.0901,0.9806,0.6178,1.163
13:45:39:9610,-0.0938,0.9835,0.6278,1.171
13:45:39:9620,-0.0955,0.9877,0.6379,1.180
13:45:39:9620,-0.0960,0.9938,0.6498,1.191
13:45:39:9630,-0.0970,1.0019,0.6630,1.205
13:45:39:9630,-0.0970,1.0099,0.6752,1.219
13:45:39:9670,-0.0967,1.0180,0.6870,1.232
13:45:39:9680,-0.0950,1.0268,0.6960,1.244
13:45:39:9700,-0.0916,1.0351,0.7026,1.254
13:45:39:9730,-0.0870,1.0436,0.7033,1.262
13:45:39:9750,-0.0818,1.0536,0.7014,1.268
13:45:39:9780,-0.0755,1.0627,0.6992,1.274
13:45:39:9800,-0.0655,1.0715,0.6962,1.279
13:45:39:9840,-0.0547,1.0783,0.6918,1.282
13:45:39:9850,-0.0437,1.0859,0.6835,1.284
13:45:39:9880,-0.0303,1.0940,0.6752,1.286
13:45:39:9900,-0.0169,1.0993,0.6706,1.288
13:45:39:9930,-0.0027,1.1054,0.6696,1.292
13:45:39:9950,0.0110,1.1098,0.6711,1.297
13:45:39:9980,0.0261,1.1113,0.6728,1.299
13:45:40:0000,0.0413,1.1115,0.6750,1.301
13:45:40:0020,0.0550,1.1140,0.6787,1.306
13:45:40:0050,0.0691,1.1155,0.6840,1.310
13:45:40:0070,0.0823,1.1152,0.6914,1.315
13:45:40:0100,0.0953,1.1155,0.6982,1.319
13:45:40:0120,0.1063,1.1137,0.7033,1.322
13:45:40:0140,0.1151,1.1084,0.7104,1.322
13:45:40:0160,0.1241,1.1013,0.7190,1.321
13:45:40:0190,0.1307,1.0920,0.7278,1.319
13:45:40:0210,0.1356,1.0803,0.7336,1.313
13:45:40:0240,0.1392,1.0673,0.7373,1.305
13:45:40:0260,0.1390,1.0541,0.7422,1.297
13:45:40:0290,0.1366,1.0405,0.7461,1.288
13:45:40:0310,0.1336,1.0251,0.7497,1.277
13:45:40:0340,0.1302,1.0102,0.7549,1.268
13:45:40:0360,0.1236,0.9967,0.7632,1.261
13:45:40:0390,0.1153,0.9838,0.7732,1.257
13:45:40:0410,0.1092,0.9716,0.7835,1.253
13:45:40:0440,0.1021,0.9613,0.7908,1.249
13:45:40:0460,0.0955,0.9501,0.7944,1.242
13:45:40:0500,0.0911,0.9420,0.7981,1.238
13:45:40:0509,0.0879,0.9364,0.7991,1.234
13:45:40:0540,0.0840,0.9315,0.7959,1.228
13:45:40:0560,0.0809,0.9281,0.7871,1.220
13:45:40:0580,0.0818,0.9256,0.7764,1.211
13:45:40:0610,0.0823,0.9256,0.7683,1.206
13:45:40:0630,0.0801,0.9278,0.7588,1.201
13:45:40:0660,0.0809,0.9286,0.7422,1.191
13:45:40:0680,0.0862,0.9293,0.7202,1.179
13:45:40:0700,0.0919,0.9308,0.6982,1.167
13:45:40:0730,0.0948,0.9305,0.6809,1.157
13:45:40:0750,0.1016,0.9298,0.6674,1.149
13:45:40:0780,0.1092,0.9273,0.6532,1.140
13:45:40:0800,0.1173,0.9232,0.6366,1.128
13:45:40:0830,0.1300,0.9168,0.6203,1.115
13:45:40:0850,0.1439,0.9110,0.6061,1.104
13:45:40:0869,0.1571,0.9071,0.5941,1.096
13:45:40:0900,0.1715,0.9034,0.5844,1.090
13:45:40:0930,0.1857,0.8990,0.5770,1.084
13:45:40:0950,0.2003,0.8939,0.5717,1.080
13:45:40:0980,0.2152,0.8895,0.5665,1.076
13:45:40:1000,0.2282,0.8841,0.5614,1.072
13:45:40:1019,0.2389,0.8753,0.5575,1.065
13:45:40:1050,0.2492,0.8685,0.5533,1.059
13:45:40:1080,0.2577,0.8636,0.5484,1.055
13:45:40:1100,0.2658,0.8565,0.5443,1.049
13:45:40:1120,0.2731,0.8497,0.5431,1.045
13:45:40:1140,0.2765,0.8421,0.5448,1.040
